"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm52","qm","1","52","frc1336","frc1390","frc1553","13","","frc1371","frc1379","frc1398","10",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm53","qm","1","53","frc1311","frc1319","frc462","32","","frc1029","frc1534","frc832","0",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm54","qm","1","54","frc1040","frc1263","frc1345","0","","frc1304","frc1414","frc1612","20",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm55","qm","1","55","frc1261","frc1440","frc590","39","","frc1180","frc1284","frc1648","19",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm56","qm","1","56","frc1127","frc1183","frc1611","10","","frc1376","frc1436","frc1597","51",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm57","qm","1","57","frc1588","frc281","frc832","3","","frc1263","frc1379","frc1415","6",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm58","qm","1","58","frc1180","frc1539","frc34","20","","frc1002","frc1167","frc1390","39",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm59","qm","1","59","frc1029","frc1683","frc590","20","","frc1345","frc1407","frc1597","13",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm60","qm","1","60","frc1336","frc1611","frc538","10","","frc1284","frc1311","frc1553","25",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm61","qm","1","61","frc1040","frc1102","frc1319","0","","frc1139","frc1376","frc1440","59",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm62","qm","1","62","frc1127","frc1398","frc1648","38","","frc1007","frc1550","frc462","5",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm63","qm","1","63","frc1183","frc1304","frc1534","12","","frc1261","frc1414","frc519","15",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm64","qm","1","64","frc1057","frc1436","frc801","0","","frc1371","frc1589","frc1612","51",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm65","qm","1","65","frc1127","frc1180","frc1588","35","","frc1284","frc1407","frc281","2",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm66","qm","1","66","frc1414","frc1539","frc1648","32","","frc1102","frc1336","frc832","10",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm67","qm","1","67","frc1345","frc1436","frc519","0","","frc1007","frc1311","frc1440","37",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm68","qm","1","68","frc1057","frc1263","frc1550","0","","frc1304","frc1376","frc1597","0",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm69","qm","1","69","frc1029","frc1139","frc1398","26","","frc1002","frc1167","frc1261","27",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm70","qm","1","70","frc1040","frc1371","frc1415","4","","frc1319","frc1390","frc538","10",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm71","qm","1","71","frc1183","frc1589","frc590","51","","frc1553","frc1612","frc34","0",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm72","qm","1","72","frc1379","frc462","frc801","31","","frc1534","frc1611","frc1683","18",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf1m1","qf","1","1","frc1261","frc281","frc801","0","","frc1127","frc1683","frc538","44",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf1m2","qf","1","2","frc1261","frc281","frc801","12","","frc1127","frc1683","frc538","57",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf2m1","qf","2","1","frc1345","frc1553","frc1611","0","","frc1057","frc1263","frc34","21",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf2m2","qf","2","2","frc1345","frc1553","frc1611","25","","frc1057","frc1263","frc34","26",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf3m1","qf","3","1","frc1102","frc1648","frc832","26","","frc1002","frc1139","frc1534","37",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf3m2","qf","3","2","frc1102","frc1648","frc832","7","","frc1002","frc1139","frc1534","33",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf4m1","qf","4","1","frc1029","frc1180","frc462","30","","frc1304","frc1319","frc1539","25",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf4m2","qf","4","2","frc1029","frc1180","frc462","22","","frc1304","frc1319","frc1539","38",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qf4m3","qf","4","3","frc1029","frc1180","frc462","34","","frc1304","frc1319","frc1539","9",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_sf1m1","sf","1","1","frc1345","frc1553","frc1611","42","","frc1261","frc281","frc801","29",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_sf1m2","sf","1","2","frc1345","frc1553","frc1611","81","","frc1261","frc281","frc801","14",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_sf2m1","sf","2","1","frc1304","frc1319","frc1539","41","","frc1102","frc1648","frc832","14",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_sf2m2","sf","2","2","frc1304","frc1319","frc1539","45","","frc1102","frc1648","frc832","10",""
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_f1m1","f","1","1","frc1261","frc281","frc801","27","","","","","",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm1","qm","1","1","frc1100","frc1665","frc521","27","","frc1124","frc228","frc236","28",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm2","qm","1","2","frc181","frc296","frc999","3","","frc1099","frc1524","frc178","8",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm3","qm","1","3","frc126","frc1373","frc177","14","","frc1568","frc230","frc546","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm4","qm","1","4","frc19","frc558","frc716","5","","frc1071","frc1493","frc839","15",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm5","qm","1","5","frc173","frc195","frc20","75","","frc1685","frc176","frc271","2",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm6","qm","1","6","frc157","frc571","frc905","4","","frc1665","frc69","frc809","26",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm7","qm","1","7","frc230","frc296","frc839","0","","frc1100","frc1524","frc1568","9",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm8","qm","1","8","frc1124","frc1685","frc716","27","","frc176","frc177","frc999","15",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm9","qm","1","9","frc1493","frc195","frc905","17","","frc181","frc228","frc546","39",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm10","qm","1","10","frc20","frc558","frc809","46","","frc126","frc178","frc236","28",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm11","qm","1","11","frc1071","frc271","frc69","80","","frc1099","frc1373","frc521","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm12","qm","1","12","frc157","frc173","frc19","49","","frc1568","frc571","frc999","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm13","qm","1","13","frc1524","frc1665","frc176","12","","frc126","frc1493","frc228","38",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm14","qm","1","14","frc1685","frc558","frc69","38","","frc1099","frc1100","frc546","25",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm15","qm","1","15","frc1071","frc20","frc571","24","","frc1124","frc181","frc230","12",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm16","qm","1","16","frc19","frc271","frc809","24","","frc177","frc195","frc296","44",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm17","qm","1","17","frc157","frc236","frc839","3","","frc1373","frc716","frc905","22",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm18","qm","1","18","frc173","frc178","frc521","10","","frc1493","frc1685","frc230","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm19","qm","1","19","frc1099","frc1665","frc195","21","","frc1124","frc1568","frc558","43",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm20","qm","1","20","frc126","frc157","frc296","38","","frc1071","frc176","frc546","20",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm21","qm","1","21","frc809","frc839","frc999","9","","frc20","frc228","frc521","47",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm22","qm","1","22","frc178","frc271","frc905","22","","frc1100","frc571","frc716","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm23","qm","1","23","frc1373","frc1524","frc19","17","","frc181","frc236","frc69","46",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm24","qm","1","24","frc173","frc177","frc228","41","","frc1099","frc157","frc230","37",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm25","qm","1","25","frc126","frc195","frc716","32","","frc296","frc521","frc571","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm26","qm","1","26","frc1373","frc1685","frc809","30","","frc1665","frc181","frc839","30",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm27","qm","1","27","frc176","frc558","frc905","11","","frc1124","frc178","frc19","25",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm28","qm","1","28","frc1493","frc1568","frc271","0","","frc236","frc546","frc999","70",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm29","qm","1","29","frc177","frc20","frc69","47","","frc1071","frc1100","frc1524","25",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm30","qm","1","30","frc1373","frc173","frc558","8","","frc228","frc296","frc571","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm31","qm","1","31","frc176","frc230","frc809","30","","frc1099","frc236","frc716","43",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm32","qm","1","32","frc1124","frc1524","frc546","30","","frc157","frc271","frc521","28",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm33","qm","1","33","frc1568","frc178","frc69","30","","frc173","frc195","frc839","16",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm34","qm","1","34","frc1071","frc1685","frc905","12","","frc126","frc1665","frc999","39",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm35","qm","1","35","frc1493","frc177","frc181","4","","frc1100","frc19","frc20","11",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm36","qm","1","36","frc173","frc546","frc716","47","","frc1124","frc1524","frc809","42",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm37","qm","1","37","frc1373","frc195","frc999","56","","frc157","frc230","frc558","32",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm38","qm","1","38","frc1665","frc20","frc296","30","","frc1493","frc176","frc69","2",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm39","qm","1","39","frc177","frc521","frc905","26","","frc1071","frc1568","frc181","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm40","qm","1","40","frc178","frc228","frc271","87","","frc1099","frc126","frc839","14",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm41","qm","1","41","frc1100","frc1685","frc19","10","","frc236","frc546","frc571","74",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm42","qm","1","42","frc1665","frc173","frc181","25","","frc521","frc558","frc716","28",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm43","qm","1","43","frc157","frc178","frc20","29","","frc1568","frc228","frc296","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm44","qm","1","44","frc1100","frc1373","frc176","15","","frc1071","frc195","frc809","33",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm45","qm","1","45","frc1099","frc19","frc905","13","","frc126","frc1524","frc1685","38",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm46","qm","1","46","frc230","frc271","frc69","27","","frc1124","frc1493","frc999","21",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm47","qm","1","47","frc177","frc236","frc839","11","","frc176","frc558","frc571","29",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm48","qm","1","48","frc1071","frc19","frc228","30","","frc1568","frc1685","frc716","30",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm49","qm","1","49","frc157","frc181","frc271","26","","frc1100","frc126","frc809","23",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm50","qm","1","50","frc1665","frc178","frc230","47","","frc195","frc546","frc571","32",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm51","qm","1","51","frc1124","frc69","frc839","51","","frc173","frc296","frc905","18",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm52","qm","1","52","frc1099","frc1373","frc20","31","","frc1524","frc521","frc999","36",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm53","qm","1","53","frc1493","frc177","frc236","52","","frc157","frc1685","frc178","7",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm54","qm","1","54","frc126","frc69","frc716","33","","frc181","frc195","frc228","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm55","qm","1","55","frc1524","frc271","frc558","29","","frc20","frc230","frc905","42",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm56","qm","1","56","frc1071","frc173","frc236","44","","frc1665","frc296","frc999","13",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm57","qm","1","57","frc1100","frc1568","frc176","21","","frc1373","frc1493","frc521","13",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm58","qm","1","58","frc19","frc546","frc839","28","","frc1099","frc1124","frc809","54",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm59","qm","1","59","frc1524","frc177","frc571","19","","frc1685","frc228","frc558","32",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm60","qm","1","60","frc1373","frc1493","frc296","22","","frc1665","frc271","frc716","27",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm61","qm","1","61","frc1568","frc69","frc809","78","","frc176","frc178","frc999","11",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm62","qm","1","62","frc20","frc546","frc905","23","","frc1099","frc173","frc177","16",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm63","qm","1","63","frc19","frc230","frc521","0","","frc126","frc195","frc236","46",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm64","qm","1","64","frc1100","frc157","frc839","45","","frc1071","frc1124","frc181","23",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm65","qm","1","65","frc1099","frc1493","frc571","7","","frc1568","frc809","frc905","79",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm66","qm","1","66","frc1685","frc230","frc296","1","","frc521","frc558","frc69","40",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm67","qm","1","67","frc176","frc181","frc546","17","","frc228","frc236","frc271","49",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm68","qm","1","68","frc157","frc20","frc716","53","","frc1124","frc1373","frc195","15",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm69","qm","1","69","frc1071","frc1524","frc178","18","","frc126","frc173","frc571","64",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qm70","qm","1","70","frc1665","frc177","frc19","0","","frc1100","frc839","frc999","43",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf1m1","qf","1","1","frc173","frc20","frc230","72","","frc1568","frc157","frc1665","0",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf1m2","qf","1","2","frc173","frc20","frc230","64","","frc1568","frc157","frc1665","9",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf2m1","qf","2","1","frc195","frc228","frc236","96","","frc1124","frc546","frc558","29",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf2m2","qf","2","2","frc195","frc228","frc236","35","","frc1124","frc546","frc558","34",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf3m1","qf","3","1","frc1071","frc126","frc69","58","","frc1100","frc1524","frc271","23",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf3m2","qf","3","2","frc1071","frc126","frc69","47","","frc1100","frc1524","frc271","33",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf4m1","qf","4","1","frc1685","frc177","frc716","20","","frc178","frc809","frc999","43",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_qf4m2","qf","4","2","frc1685","frc177","frc716","0","","frc178","frc809","frc999","62",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_sf1m1","sf","1","1","frc173","frc20","frc230","73","","frc195","frc228","frc236","36",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_sf1m2","sf","1","2","frc173","frc20","frc230","54","","frc195","frc228","frc236","51",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_sf2m1","sf","2","1","frc1071","frc126","frc69","56","","frc178","frc809","frc999","43",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_sf2m2","sf","2","2","frc1071","frc126","frc69","32","","frc178","frc809","frc999","32",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_sf2m3","sf","2","3","frc173","frc20","frc230","45","","","","","",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_f1m1","f","1","1","frc173","frc20","frc230","36","","","","","",""
"2005ct","UTC New England","2005-03-10","2005-03-12","2005ct_f1m2","f","1","2","frc173","frc20","frc230","25","","","","","",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm1","qm","1","1","frc179","frc79","frc801","67","","frc1051","frc1341","frc1543","12",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm2","qm","1","2","frc1242","frc1368","frc234","9","","frc233","frc386","frc710","50",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm3","qm","1","3","frc1649","frc61","frc945","26","","frc1251","frc21","frc804","39",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm4","qm","1","4","frc1390","frc1557","frc207","19","","frc312","frc408","frc845","48",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm5","qm","1","5","frc1402","frc343","frc457","59","","frc168","frc1694","frc473","0",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm6","qm","1","6","frc1065","frc1270","frc1604","9","","frc1497","frc180","frc665","6",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm7","qm","1","7","frc1029","frc108","frc342","54","","frc1062","frc1068","frc1083","0",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm8","qm","1","8","frc1369","frc1592","frc415","30","","frc1051","frc1523","frc348","0",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm9","qm","1","9","frc1251","frc207","frc233","66","","frc1341","frc180","frc473","36",""
"2005fl","Florida","2005-03-10","2005-03-12","2005fl_qm10","qm","1","10","frc1083","frc1649","frc234","14","","frc1270","frc1390","frc343","25",""
