"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm95","qm","1","95","frc176","frc190","","150","","frc229","frc58","","100",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm96","qm","1","96","frc1350","frc467","","90","","frc529","frc839","","20",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm97","qm","1","97","frc1277","frc134","","60","","frc1058","frc140","","40",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm98","qm","1","98","frc125","frc350","","20","","frc131","frc885","","20",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm99","qm","1","99","frc126","frc1474","","30","","frc1152","frc138","","55",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm100","qm","1","100","frc238","frc549","","25","","frc1073","frc97","","45",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm101","qm","1","101","frc157","frc296","","90","","frc213","frc319","","100",""
"2004nh","BAE SYSTEMS Granite State","2004-03-04","2004-03-06","2004nh_qm102","qm","1","102","frc166","frc40","","20","","frc1247","frc42","","0",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm1","qm","1","1","frc303","frc87","","80","","frc181","frc613","","90",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm2","qm","1","2","frc56","frc714","","65","","frc11","frc1228","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm3","qm","1","3","frc637","frc716","","80","","frc550","frc896","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm4","qm","1","4","frc173","frc375","","45","","frc1257","frc293","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm5","qm","1","5","frc1366","frc237","","80","","frc571","frc709","","10",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm6","qm","1","6","frc1156","frc228","","40","","frc1302","frc219","","120",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm7","qm","1","7","frc1382","frc365","","35","","frc103","frc7","","60",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm8","qm","1","8","frc1367","frc869","","40","","frc1089","frc224","","50",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm9","qm","1","9","frc102","frc195","","30","","frc1279","frc25","","45",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm10","qm","1","10","frc1187","frc223","","0","","frc1403","frc1412","","40",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm11","qm","1","11","frc136","frc88","","20","","frc381","frc752","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm12","qm","1","12","frc181","frc768","","80","","frc30","frc75","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm13","qm","1","13","frc1228","frc303","","45","","frc11","frc87","","40",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm14","qm","1","14","frc550","frc714","","0","","frc56","frc613","","130",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm15","qm","1","15","frc173","frc716","","25","","frc375","frc637","","10",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm16","qm","1","16","frc293","frc571","","20","","frc1257","frc896","","45",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm17","qm","1","17","frc1302","frc1366","","65","","frc219","frc237","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm18","qm","1","18","frc1156","frc709","","0","","frc228","frc365","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm19","qm","1","19","frc103","frc869","","20","","frc1367","frc7","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm20","qm","1","20","frc1089","frc25","","60","","frc1382","frc224","","100",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm21","qm","1","21","frc102","frc1403","","120","","frc1412","frc195","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm22","qm","1","22","frc223","frc752","","30","","frc1187","frc1279","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm23","qm","1","23","frc30","frc768","","20","","frc136","frc381","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm24","qm","1","24","frc550","frc75","","75","","frc303","frc88","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm25","qm","1","25","frc11","frc714","","15","","frc181","frc87","","65",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm26","qm","1","26","frc613","frc716","","125","","frc1228","frc56","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm27","qm","1","27","frc293","frc375","","20","","frc571","frc637","","10",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm28","qm","1","28","frc1366","frc896","","25","","frc1257","frc173","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm29","qm","1","29","frc219","frc228","","70","","frc237","frc365","","75",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm30","qm","1","30","frc103","frc709","","100","","frc1156","frc1302","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm31","qm","1","31","frc1382","frc1412","","30","","frc224","frc869","","40",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm32","qm","1","32","frc25","frc7","","80","","frc1089","frc1367","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm33","qm","1","33","frc195","frc752","","70","","frc223","frc768","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm34","qm","1","34","frc102","frc1279","","15","","frc1187","frc1403","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm35","qm","1","35","frc75","frc88","","30","","frc136","frc30","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm36","qm","1","36","frc303","frc381","","90","","frc714","frc716","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm37","qm","1","37","frc56","frc87","","70","","frc1366","frc637","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm38","qm","1","38","frc11","frc293","","60","","frc550","frc613","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm39","qm","1","39","frc1228","frc181","","45","","frc375","frc896","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm40","qm","1","40","frc173","frc571","","55","","frc103","frc228","","85",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm41","qm","1","41","frc1257","frc237","","70","","frc365","frc869","","30",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm42","qm","1","42","frc1302","frc1412","","75","","frc1382","frc25","","135",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm43","qm","1","43","frc224","frc7","","35","","frc219","frc709","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm44","qm","1","44","frc1089","frc1156","","70","","frc102","frc223","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm45","qm","1","45","frc1367","frc195","","35","","frc752","frc88","","5",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm46","qm","1","46","frc30","frc381","","75","","frc1279","frc1403","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm47","qm","1","47","frc1187","frc75","","70","","frc136","frc768","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm48","qm","1","48","frc103","frc637","","35","","frc303","frc714","","45",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm49","qm","1","49","frc293","frc365","","50","","frc716","frc87","","125",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm50","qm","1","50","frc181","frc896","","80","","frc1366","frc613","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm51","qm","1","51","frc1228","frc550","","5","","frc136","frc75","","25",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm52","qm","1","52","frc56","frc768","","110","","frc173","frc25","","75",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm53","qm","1","53","frc375","frc869","","25","","frc11","frc228","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm54","qm","1","54","frc237","frc571","","140","","frc1156","frc1382","","35",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm55","qm","1","55","frc1257","frc1302","","25","","frc1412","frc7","","45",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm56","qm","1","56","frc1089","frc219","","110","","frc709","frc752","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm57","qm","1","57","frc223","frc224","","25","","frc102","frc88","","110",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm58","qm","1","58","frc1367","frc381","","25","","frc1187","frc195","","50",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm59","qm","1","59","frc1403","frc303","","90","","frc1279","frc30","","50",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm60","qm","1","60","frc365","frc637","","30","","frc75","frc768","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm61","qm","1","61","frc136","frc716","","70","","frc103","frc714","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm62","qm","1","62","frc1228","frc25","","15","","frc1366","frc293","","10",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm63","qm","1","63","frc1403","frc30","","40","","frc550","frc87","","40",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm64","qm","1","64","frc1279","frc56","","85","","frc1156","frc896","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm65","qm","1","65","frc11","frc613","","45","","frc1412","frc173","","75",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm66","qm","1","66","frc1257","frc1382","","35","","frc181","frc228","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm67","qm","1","67","frc1302","frc752","","65","","frc571","frc869","","40",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm68","qm","1","68","frc102","frc7","","35","","frc237","frc375","","90",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm69","qm","1","69","frc219","frc88","","70","","frc1089","frc1187","","60",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm70","qm","1","70","frc224","frc709","","25","","frc223","frc381","","75",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm71","qm","1","71","frc103","frc1367","","70","","frc195","frc75","","90",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm72","qm","1","72","frc1366","frc768","","30","","frc1403","frc716","","60",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm73","qm","1","73","frc25","frc637","","20","","frc30","frc365","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm74","qm","1","74","frc136","frc56","","110","","frc1279","frc303","","40",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm75","qm","1","75","frc1156","frc714","","20","","frc195","frc550","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm76","qm","1","76","frc1367","frc1412","","25","","frc1228","frc571","","100",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm77","qm","1","77","frc11","frc1382","","140","","frc293","frc752","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm78","qm","1","78","frc1187","frc896","","15","","frc375","frc87","","15",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm79","qm","1","79","frc173","frc181","","80","","frc102","frc1302","","95",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm80","qm","1","80","frc1257","frc228","","50","","frc224","frc613","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm81","qm","1","81","frc223","frc88","","35","","frc219","frc869","","95",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm82","qm","1","82","frc1089","frc381","","15","","frc237","frc7","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm83","qm","1","83","frc1403","frc195","","80","","frc709","frc75","","60",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm84","qm","1","84","frc30","frc716","","80","","frc1156","frc1367","","20",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm85","qm","1","85","frc103","frc1279","","110","","frc25","frc768","","55",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm86","qm","1","86","frc136","frc1366","","30","","frc1089","frc7","","70",""
"2004nj","New Jersey","2004-03-04","2004-03-06","2004nj_qm87","qm","1","87","frc1228","frc1412","","35","","frc303","frc637","","60",""
