"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm55","qm","1","55","frc267","frc507","","20","","frc393","frc582","","19",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm56","qm","1","56","frc212","frc233","","18","","frc538","frc801","","11",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm57","qm","1","57","frc186","frc415","","43","","frc685","frc947","","35",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm58","qm","1","58","frc86","frc901","","31","","frc342","frc59","","10",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm59","qm","1","59","frc547","frc804","","38","","frc147","frc168","","28",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm60","qm","1","60","frc343","frc710","","30","","frc411","frc61","","40",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm61","qm","1","61","frc459","frc57","","25","","frc278","frc395","","41",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm62","qm","1","62","frc105","frc79","","30","","frc866","frc946","","28",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm63","qm","1","63","frc21","frc311","","30","","frc180","frc386","","46",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm64","qm","1","64","frc108","frc780","","40","","frc582","frc654","","24",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm65","qm","1","65","frc393","frc690","","23","","frc179","frc801","","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm66","qm","1","66","frc507","frc538","","31","","frc665","frc685","","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm67","qm","1","67","frc212","frc947","","17","","frc267","frc342","","40",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm68","qm","1","68","frc415","frc59","","0","","frc168","frc233","","33",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm69","qm","1","69","frc147","frc86","","54","","frc186","frc588","","36",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm70","qm","1","70","frc312","frc804","","32","","frc832","frc901","","21",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm71","qm","1","71","frc408","frc57","","30","","frc710","frc945","","46",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm72","qm","1","72","frc180","frc79","","55","","frc459","frc61","","30",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm73","qm","1","73","frc311","frc582","","40","","frc105","frc278","","42",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm74","qm","1","74","frc780","frc801","","34","","frc21","frc946","","29",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm75","qm","1","75","frc393","frc685","","38","","frc108","frc386","","49",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm76","qm","1","76","frc342","frc538","","38","","frc654","frc690","","35",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm77","qm","1","77","frc168","frc947","","36","","frc179","frc507","","19",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm78","qm","1","78","frc588","frc59","","48","","frc212","frc665","","38",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm79","qm","1","79","frc147","frc832","","32","","frc267","frc415","","36",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm80","qm","1","80","frc312","frc945","","50","","frc233","frc86","","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm81","qm","1","81","frc408","frc411","","33","","frc186","frc804","","41",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm82","qm","1","82","frc343","frc395","","34","","frc547","frc901","","38",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm83","qm","1","83","frc801","frc866","","35","","frc311","frc459","","42",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm84","qm","1","84","frc61","frc685","","37","","frc105","frc780","","34",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm85","qm","1","85","frc278","frc342","","20","","frc21","frc393","","1",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm86","qm","1","86","frc168","frc946","","29","","frc108","frc538","","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm87","qm","1","87","frc386","frc588","","36","","frc690","frc947","","32",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm88","qm","1","88","frc654","frc832","","31","","frc507","frc59","","46",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm89","qm","1","89","frc179","frc945","","0","","frc147","frc212","","53",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm90","qm","1","90","frc411","frc665","","36","","frc312","frc415","","42",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm91","qm","1","91","frc267","frc395","","45","","frc408","frc86","","11",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm92","qm","1","92","frc233","frc866","","10","","frc343","frc804","","32",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm93","qm","1","93","frc180","frc186","","43","","frc547","frc57","","37",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm94","qm","1","94","frc582","frc901","","10","","frc710","frc79","","29",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm95","qm","1","95","frc21","frc61","","30","","frc538","frc588","","10",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm96","qm","1","96","frc108","frc278","","21","","frc832","frc947","","30",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm97","qm","1","97","frc690","frc946","","33","","frc59","frc945","","47",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm98","qm","1","98","frc386","frc507","","44","","frc147","frc411","","44",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm99","qm","1","99","frc212","frc654","","30","","frc312","frc395","","25",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm100","qm","1","100","frc179","frc415","","51","","frc408","frc866","","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm101","qm","1","101","frc665","frc86","","43","","frc180","frc343","","21",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm102","qm","1","102","frc267","frc804","","36","","frc57","frc582","","30",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm103","qm","1","103","frc233","frc547","","10","","frc79","frc801","","45",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm104","qm","1","104","frc186","frc710","","21","","frc311","frc685","","0",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm105","qm","1","105","frc459","frc901","","34","","frc342","frc780","","36",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qm106","qm","1","106","frc105","frc21","","41","","frc168","frc393","","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf1m1","qf","1","1","frc312","frc665","frc945","43","","frc105","frc278","frc393","14",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf1m2","qf","1","2","frc312","frc665","frc945","61","","frc105","frc278","frc393","10",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf2m1","qf","2","1","frc108","frc386","frc507","21","","frc179","frc57","frc804","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf2m2","qf","2","2","frc108","frc386","frc507","25","","frc179","frc57","frc804","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf3m1","qf","3","1","frc267","frc311","frc342","21","","frc411","frc61","frc79","35",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf3m2","qf","3","2","frc267","frc311","frc342","37","","frc411","frc61","frc79","21",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf3m3","qf","3","3","frc267","frc311","frc342","56","","frc411","frc61","frc79","0",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf4m1","qf","4","1","frc180","frc186","frc343","33","","frc233","frc415","frc59","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_qf4m2","qf","4","2","frc180","frc186","frc343","32","","frc233","frc415","frc59","0",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_sf1m1","sf","1","1","frc312","frc665","frc945","55","","frc108","frc386","frc507","0",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_sf1m2","sf","1","2","frc312","frc665","frc945","36","","frc108","frc386","frc507","21",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_sf2m1","sf","2","1","frc267","frc311","frc342","30","","frc180","frc186","frc343","36",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_sf2m2","sf","2","2","frc267","frc311","frc342","21","","frc180","frc186","frc343","21",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_sf2m3","sf","2","3","frc267","frc311","frc342","26","","frc180","frc186","frc343","32",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_f1m1","f","1","1","frc312","frc665","frc945","20","","frc180","frc186","frc343","20",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_f1m2","f","1","2","frc312","frc665","frc945","20","","frc180","frc186","frc343","33",""
"2002fl","NASA KSC Southeast","2002-03-07","2002-03-09","2002fl_f1m3","f","1","3","frc312","frc665","frc945","0","","frc180","frc186","frc343","48",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm1","qm","1","1","frc449","frc926","","27","","frc623","frc686","","15",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm2","qm","1","2","frc602","frc900","","21","","frc769","frc975","","31",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm3","qm","1","3","frc316","frc617","","23","","frc414","frc614","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm4","qm","1","4","frc615","frc619","","20","","frc638","frc836","","37",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm5","qm","1","5","frc190","frc620","","26","","frc116","frc905","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm6","qm","1","6","frc400","frc612","","36","","frc611","frc976","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm7","qm","1","7","frc287","frc928","","28","","frc497","frc925","","35",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm8","qm","1","8","frc616","frc927","","25","","frc510","frc600","","34",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm9","qm","1","9","frc272","frc384","","20","","frc337","frc422","","10",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm10","qm","1","10","frc339","frc977","","20","","frc398","frc839","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm11","qm","1","11","frc405","frc643","","30","","frc365","frc435","","28",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm12","qm","1","12","frc281","frc845","","32","","frc540","frc622","","22",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm13","qm","1","13","frc225","frc7","","23","","frc404","frc87","","31",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm14","qm","1","14","frc341","frc346","","34","","frc53","frc539","","25",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm15","qm","1","15","frc401","frc768","","34","","frc284","frc448","","43",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm16","qm","1","16","frc587","frc837","","35","","frc345","frc825","","35",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm17","qm","1","17","frc122","frc449","","40","","frc414","frc416","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm18","qm","1","18","frc614","frc900","","41","","frc638","frc926","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm19","qm","1","19","frc617","frc836","","30","","frc116","frc602","","26",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm20","qm","1","20","frc619","frc905","","28","","frc316","frc976","","31",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm21","qm","1","21","frc611","frc620","","22","","frc615","frc925","","10",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm22","qm","1","22","frc400","frc497","","43","","frc190","frc600","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm23","qm","1","23","frc287","frc510","","20","","frc422","frc612","","21",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm24","qm","1","24","frc337","frc927","","10","","frc398","frc928","","36",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm25","qm","1","25","frc384","frc839","","30","","frc435","frc616","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm26","qm","1","26","frc365","frc977","","30","","frc272","frc622","","27",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm27","qm","1","27","frc405","frc540","","26","","frc339","frc404","","33",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm28","qm","1","28","frc281","frc87","","61","","frc539","frc643","","0",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm29","qm","1","29","frc225","frc53","","20","","frc448","frc845","","27",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm30","qm","1","30","frc284","frc346","","32","","frc345","frc7","","38",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm31","qm","1","31","frc401","frc825","","27","","frc341","frc416","","27",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm32","qm","1","32","frc587","frc623","","20","","frc686","frc768","","37",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm33","qm","1","33","frc122","frc975","","37","","frc769","frc837","","35",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm34","qm","1","34","frc905","frc925","","10","","frc617","frc926","","15",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm35","qm","1","35","frc600","frc611","","22","","frc602","frc619","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm36","qm","1","36","frc422","frc497","","32","","frc316","frc620","","24",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm37","qm","1","37","frc398","frc510","","28","","frc400","frc615","","32",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm38","qm","1","38","frc337","frc435","","45","","frc190","frc287","","40",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm39","qm","1","39","frc622","frc839","","30","","frc612","frc927","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm40","qm","1","40","frc365","frc404","","0","","frc384","frc928","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm41","qm","1","41","frc539","frc540","","22","","frc616","frc977","","22",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm42","qm","1","42","frc448","frc87","","20","","frc272","frc405","","0",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm43","qm","1","43","frc345","frc53","","29","","frc281","frc339","","39",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm44","qm","1","44","frc284","frc416","","27","","frc225","frc643","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm45","qm","1","45","frc686","frc825","","20","","frc346","frc845","","18",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm46","qm","1","46","frc623","frc769","","40","","frc401","frc7","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm47","qm","1","47","frc414","frc975","","10","","frc341","frc587","","34",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm48","qm","1","48","frc614","frc638","","30","","frc122","frc768","","31",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm49","qm","1","49","frc116","frc836","","25","","frc449","frc837","","21",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm50","qm","1","50","frc422","frc976","","34","","frc617","frc900","","33",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm51","qm","1","51","frc398","frc926","","36","","frc497","frc619","","38",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm52","qm","1","52","frc435","frc602","","35","","frc510","frc620","","25",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm53","qm","1","53","frc316","frc622","","24","","frc337","frc400","","31",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm54","qm","1","54","frc404","frc615","","30","","frc287","frc839","","40",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm55","qm","1","55","frc190","frc539","","22","","frc365","frc927","","21",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm56","qm","1","56","frc448","frc612","","33","","frc384","frc540","","0",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm57","qm","1","57","frc345","frc928","","27","","frc87","frc977","","42",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm58","qm","1","58","frc416","frc616","","17","","frc405","frc53","","30",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm59","qm","1","59","frc272","frc686","","12","","frc281","frc284","","40",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm60","qm","1","60","frc339","frc769","","20","","frc225","frc825","","27",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm61","qm","1","61","frc414","frc643","","26","","frc346","frc623","","36",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm62","qm","1","62","frc638","frc845","","26","","frc401","frc975","","32",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm63","qm","1","63","frc116","frc7","","15","","frc587","frc614","","45",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm64","qm","1","64","frc341","frc976","","48","","frc122","frc836","","20",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm65","qm","1","65","frc768","frc925","","4","","frc449","frc905","","21",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm66","qm","1","66","frc600","frc837","","40","","frc611","frc900","","27",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm67","qm","1","67","frc620","frc926","","24","","frc337","frc404","","21",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm68","qm","1","68","frc400","frc602","","20","","frc539","frc839","","32",""
"2002va","NASA Langley / VCU","2002-03-07","2002-03-09","2002va_qm69","qm","1","69","frc287","frc316","","0","","frc365","frc448","","10",""
