"event_key","event_name","event_week","event_start_date","event_end_date","event_type","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm62","qm","1","62","frc1518","frc2340","frc4023","24","","frc3173","frc3181","frc4071","177",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm63","qm","1","63","frc1507","frc3951","frc4203","44","","frc1126","frc3838","frc888","59",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm64","qm","1","64","frc378","frc4508","frc578","44","","frc1155","frc1405","frc772","81",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm65","qm","1","65","frc1559","frc1591","frc3842","24","","frc250","frc2809","frc4505","93",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm66","qm","1","66","frc1450","frc1765","frc4023","41","","frc176","frc3157","frc4093","43",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm67","qm","1","67","frc1511","frc2340","frc3015","69","","frc145","frc73","frc888","43",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm68","qm","1","68","frc378","frc3838","frc639","34","","frc1111","frc2228","frc578","48",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm69","qm","1","69","frc1507","frc3003","frc772","91","","frc1518","frc174","frc250","62",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm70","qm","1","70","frc1585","frc4203","frc48","60","","frc2809","frc3181","frc3799","29",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm71","qm","1","71","frc1559","frc1765","frc2265","38","","frc1155","frc1551","frc3173","67",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm72","qm","1","72","frc156","frc3951","frc4505","32","","frc191","frc340","frc4071","79",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm73","qm","1","73","frc1126","frc1405","frc3842","94","","frc1591","frc176","frc451","36",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qm74","qm","1","74","frc3003","frc3687","frc907","59","","frc1111","frc1507","frc4508","67",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf1m1","qf","1","1","frc191","frc3015","frc4505","63","","frc1585","frc176","frc888","48",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf1m2","qf","1","2","frc191","frc3015","frc4505","100","","frc1585","frc176","frc888","66",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf2m1","qf","2","1","frc1126","frc145","frc48","85","","frc1450","frc1551","frc340","99",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf2m2","qf","2","2","frc1126","frc145","frc48","72","","frc1450","frc1551","frc340","60",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf2m3","qf","2","3","frc1126","frc145","frc48","92","","frc1450","frc1551","frc340","56",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf3m1","qf","3","1","frc250","frc3173","frc378","112","","frc3838","frc4203","frc772","76",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf3m2","qf","3","2","frc250","frc3173","frc378","58","","frc3838","frc4203","frc772","51",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf4m1","qf","4","1","frc1405","frc1559","frc3003","107","","frc1507","frc2809","frc578","0",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf4m2","qf","4","2","frc1405","frc1559","frc3003","39","","frc1507","frc2809","frc578","106",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_qf4m3","qf","4","3","frc1405","frc1559","frc3003","95","","frc1507","frc2809","frc578","72",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_sf1m1","sf","1","1","frc191","frc3015","frc4505","60","","frc1126","frc145","frc48","75",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_sf1m2","sf","1","2","frc191","frc3015","frc4505","81","","frc1126","frc145","frc48","69",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_sf1m3","sf","1","3","frc191","frc3015","frc4505","80","","frc1126","frc145","frc48","85",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_sf2m1","sf","2","1","frc250","frc3173","frc378","113","","frc1405","frc1559","frc3003","112",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_sf2m2","sf","2","2","frc250","frc3173","frc378","71","","frc1405","frc1559","frc3003","86",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_sf2m3","sf","2","3","frc250","frc3173","frc378","48","","frc1405","frc1559","frc3003","113",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_f1m1","f","1","1","frc1126","frc145","frc48","78","","frc1405","frc1559","frc3003","93",""
"2013nyro","Finger Lakes","0","2013-02-28","2013-03-02","Regional","2013nyro_f1m2","f","1","2","frc1126","frc145","frc48","78","","frc1405","frc1559","frc3003","79",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm1","qm","1","1","frc1102","frc435","frc836","51","","frc1293","frc245","frc88","27",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm2","qm","1","2","frc3489","frc401","frc415","33","","frc2655","frc3475","frc4722","30",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm3","qm","1","3","frc1027","frc1610","frc1915","37","","frc1261","frc3490","frc619","14",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm4","qm","1","4","frc2363","frc3196","frc4267","14","","frc1539","frc4533","frc4748","10",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm5","qm","1","5","frc1758","frc1772","frc281","24","","frc3459","frc346","frc4074","23",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm6","qm","1","6","frc343","frc4452","frc4823","44","","frc2187","frc2483","frc342","8",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm7","qm","1","7","frc1287","frc3824","frc4582","47","","frc3140","frc3959","frc4083","10",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm8","qm","1","8","frc2059","frc2914","frc539","35","","frc2632","frc4073","frc587","30",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm9","qm","1","9","frc11","frc1398","frc4451","129","","frc3506","frc4847","frc538","2",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm10","qm","1","10","frc1648","frc4075","frc4261","19","","frc1319","frc2815","frc4243","3",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm11","qm","1","11","frc1598","frc3242","frc3976","12","","frc1051","frc1553","frc1610","38",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm12","qm","1","12","frc435","frc4722","frc88","34","","frc1758","frc4083","frc619","6",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm13","qm","1","13","frc245","frc2914","frc4452","59","","frc1915","frc2363","frc4582","42",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm14","qm","1","14","frc1261","frc1287","frc3196","13","","frc281","frc587","frc836","40",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm15","qm","1","15","frc1027","frc2655","frc4533","0","","frc1398","frc1648","frc1772","9",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm16","qm","1","16","frc2187","frc3489","frc3959","22","","frc1102","frc2815","frc4074","30",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm17","qm","1","17","frc3242","frc3475","frc4748","13","","frc2059","frc342","frc3459","44",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm18","qm","1","18","frc1553","frc401","frc4243","46","","frc3140","frc4823","frc539","23",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm19","qm","1","19","frc11","frc1293","frc4073","51","","frc1051","frc346","frc3824","41",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm20","qm","1","20","frc3490","frc3506","frc3976","29","","frc2483","frc4261","frc4847","0",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm21","qm","1","21","frc1598","frc415","frc4267","36","","frc2632","frc4075","frc4451","78",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm22","qm","1","22","frc1319","frc538","frc619","23","","frc1539","frc281","frc343","21",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm23","qm","1","23","frc1261","frc1610","frc2914","35","","frc342","frc3489","frc88","20",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm24","qm","1","24","frc1051","frc1758","frc4582","19","","frc1648","frc2059","frc401","54",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm25","qm","1","25","frc3976","frc4452","frc4722","0","","frc11","frc3475","frc539","57",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm26","qm","1","26","frc2187","frc4243","frc4533","24","","frc1553","frc435","frc4451","88",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm27","qm","1","27","frc2815","frc3824","frc4748","10","","frc1027","frc415","frc4847","20",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm28","qm","1","28","frc1293","frc2483","frc4075","18","","frc2655","frc3140","frc587","20",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm29","qm","1","29","frc1398","frc1539","frc3459","28","","frc1598","frc3490","frc836","41",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm30","qm","1","30","frc1915","frc245","frc3506","27","","frc343","frc4083","frc4267","3",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm31","qm","1","31","frc1102","frc1287","frc2632","37","","frc2363","frc346","frc4261","32",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm32","qm","1","32","frc1319","frc1772","frc3959","32","","frc3196","frc4073","frc4823","36",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm33","qm","1","33","frc401","frc4074","frc538","25","","frc1261","frc1293","frc3242","12",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm34","qm","1","34","frc2187","frc3459","frc539","64","","frc3824","frc4075","frc619","58",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm35","qm","1","35","frc3475","frc4267","frc4847","9","","frc1610","frc4582","frc587","61",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm36","qm","1","36","frc1648","frc2363","frc343","92","","frc1598","frc3140","frc4722","10",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm37","qm","1","37","frc3959","frc4261","frc836","26","","frc11","frc2914","frc4533","64",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm38","qm","1","38","frc1319","frc346","frc3490","63","","frc245","frc3242","frc3489","61",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm39","qm","1","39","frc1398","frc281","frc342","9","","frc1553","frc2815","frc4083","49",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm40","qm","1","40","frc1539","frc2059","frc2483","54","","frc1772","frc415","frc435","77",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm41","qm","1","41","frc1758","frc1915","frc4073","102","","frc3196","frc3976","frc538","30",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm42","qm","1","42","frc1287","frc2655","frc4451","69","","frc1102","frc4748","frc4823","2",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm43","qm","1","43","frc1027","frc2632","frc3506","63","","frc4074","frc4243","frc4452","16",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm44","qm","1","44","frc1319","frc3140","frc88","35","","frc1051","frc1398","frc3475","7",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm45","qm","1","45","frc1598","frc245","frc346","51","","frc2815","frc401","frc619","17",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm46","qm","1","46","frc1539","frc3959","frc4847","26","","frc1553","frc1758","frc4075","24",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm47","qm","1","47","frc2187","frc2914","frc4748","24","","frc1293","frc281","frc3490","77",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm48","qm","1","48","frc1102","frc1610","frc1648","64","","frc3196","frc3459","frc415","62",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm49","qm","1","49","frc1772","frc3242","frc3824","69","","frc1915","frc2632","frc4722","8",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm50","qm","1","50","frc1261","frc4451","frc4452","56","","frc343","frc4073","frc435","77",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm51","qm","1","51","frc3489","frc3976","frc4582","8","","frc1027","frc4823","frc836","69",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm52","qm","1","52","frc4533","frc539","frc587","44","","frc1051","frc342","frc3506","31",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm53","qm","1","53","frc2483","frc4267","frc538","14","","frc1287","frc4243","frc88","52",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm54","qm","1","54","frc11","frc2363","frc4083","75","","frc2059","frc2655","frc4074","53",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm55","qm","1","55","frc1610","frc4073","frc4261","78","","frc1539","frc2187","frc401","74",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm56","qm","1","56","frc3140","frc3976","frc4075","40","","frc1261","frc1772","frc245","69",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm57","qm","1","57","frc3959","frc415","frc587","42","","frc281","frc3242","frc4452","13",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm58","qm","1","58","frc2914","frc4823","frc619","13","","frc1648","frc3506","frc4267","20",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm59","qm","1","59","frc1051","frc2632","frc836","49","","frc2483","frc4083","frc4748","22",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm60","qm","1","60","frc1758","frc2363","frc3489","44","","frc1293","frc1398","frc539","14",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm61","qm","1","61","frc3196","frc3824","frc4451","88","","frc2059","frc4261","frc88","38",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm62","qm","1","62","frc2815","frc3490","frc435","74","","frc2655","frc4582","frc538","29",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm63","qm","1","63","frc11","frc1287","frc342","52","","frc1319","frc1598","frc1915","54",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm64","qm","1","64","frc1027","frc3475","frc4074","20","","frc1102","frc1553","frc343","57",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm65","qm","1","65","frc3459","frc4243","frc4847","18","","frc346","frc4533","frc4722","27",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm66","qm","1","66","frc1539","frc4083","frc539","23","","frc1648","frc3242","frc4451","67",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm67","qm","1","67","frc4261","frc4748","frc587","22","","frc1758","frc245","frc538","122",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm68","qm","1","68","frc11","frc281","frc4075","64","","frc1610","frc3489","frc4823","10",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm69","qm","1","69","frc1293","frc1772","frc2815","32","","frc1287","frc3475","frc3506","52",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm70","qm","1","70","frc3140","frc346","frc836","64","","frc1915","frc2059","frc2187","49",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm71","qm","1","71","frc4073","frc4074","frc4582","58","","frc1598","frc4533","frc88","36",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm72","qm","1","72","frc342","frc4267","frc4722","12","","frc1027","frc3959","frc435","29",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm73","qm","1","73","frc1051","frc2655","frc619","10","","frc3196","frc4452","frc4847","59",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm74","qm","1","74","frc1261","frc1398","frc4243","19","","frc1102","frc2914","frc3824","54",""
"2013scmb","Palmetto","0","2013-02-28","2013-03-02","Regional","2013scmb_qm75","qm","1","75","frc1553","frc2483","frc415","41","","frc1319","frc2363","frc3459","65",""
