"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm48","qm","1","48","frc1104","frc31","","44","","frc764","frc940","","45",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm49","qm","1","49","frc547","frc937","","16","","frc1018","frc879","","58",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm50","qm","1","50","frc1090","frc45","","66","","frc1028","frc1067","","13",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm51","qm","1","51","frc16","frc880","","46","","frc755","frc877","","65",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm52","qm","1","52","frc476","frc967","","61","","frc1020","frc648","","10",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm53","qm","1","53","frc906","frc982","","59","","frc1178","frc538","","65",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm54","qm","1","54","frc1005","frc1098","","80","","frc1208","frc868","","69",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm55","qm","1","55","frc770","frc939","","93","","frc1215","frc447","","33",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm56","qm","1","56","frc1094","frc931","","42","","frc829","frc876","","7",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm57","qm","1","57","frc1101","frc1182","","5","","frc171","frc938","","41",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm58","qm","1","58","frc765","frc941","","49","","frc442","frc525","","129",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm59","qm","1","59","frc513","frc764","","58","","frc1024","frc936","","59",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm60","qm","1","60","frc879","frc940","","11","","frc1104","frc875","","51",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm61","qm","1","61","frc1018","frc1028","","63","","frc31","frc937","","24",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm62","qm","1","62","frc1067","frc877","","49","","frc1090","frc547","","90",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm63","qm","1","63","frc648","frc755","","69","","frc16","frc45","","74",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm64","qm","1","64","frc1020","frc1178","","28","","frc476","frc880","","109",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm65","qm","1","65","frc1208","frc538","","40","","frc906","frc967","","116",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm66","qm","1","66","frc447","frc868","","109","","frc1005","frc982","","16",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm67","qm","1","67","frc1215","frc356","","33","","frc1098","frc770","","55",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm68","qm","1","68","frc1209","frc878","","42","","frc1210","frc939","","33",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm69","qm","1","69","frc393","frc935","","9","","frc650","frc765","","43",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm70","qm","1","70","frc829","frc936","","67","","frc764","frc941","","65",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm71","qm","1","71","frc1104","frc938","","97","","frc513","frc879","","47",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm72","qm","1","72","frc525","frc937","","77","","frc1028","frc940","","53",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm73","qm","1","73","frc1024","frc1090","","35","","frc1018","frc877","","84",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm74","qm","1","74","frc1067","frc16","","88","","frc648","frc875","","20",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm75","qm","1","75","frc476","frc755","","34","","frc1178","frc31","","66",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm76","qm","1","76","frc1020","frc906","","16","","frc1208","frc547","","88",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm77","qm","1","77","frc1005","frc538","","60","","frc447","frc45","","86",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm78","qm","1","78","frc1098","frc868","","115","","frc356","frc880","","106",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm79","qm","1","79","frc1210","frc1215","","21","","frc878","frc967","","49",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm80","qm","1","80","frc1209","frc650","","41","","frc393","frc982","","38",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm81","qm","1","81","frc770","frc876","","58","","frc931","frc935","","38",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm82","qm","1","82","frc1094","frc171","","44","","frc1182","frc939","","32",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm83","qm","1","83","frc1101","frc442","","90","","frc1024","frc937","","10",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm84","qm","1","84","frc879","frc941","","20","","frc1067","frc1090","","66",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm85","qm","1","85","frc1028","frc513","","36","","frc16","frc755","","71",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm86","qm","1","86","frc877","frc940","","37","","frc1020","frc476","","10",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm87","qm","1","87","frc1018","frc648","","40","","frc538","frc906","","49",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm88","qm","1","88","frc1178","frc875","","27","","frc1005","frc868","","64",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm89","qm","1","89","frc1208","frc31","","73","","frc1098","frc1215","","6",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm90","qm","1","90","frc447","frc547","","84","","frc1209","frc1210","","36",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm91","qm","1","91","frc356","frc45","","37","","frc650","frc770","","43",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm92","qm","1","92","frc878","frc880","","74","","frc1094","frc876","","47",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm93","qm","1","93","frc393","frc967","","100","","frc1101","frc171","","64",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm94","qm","1","94","frc931","frc982","","95","","frc442","frc829","","31",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm95","qm","1","95","frc935","frc936","","38","","frc1182","frc938","","39",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm96","qm","1","96","frc1104","frc765","","30","","frc525","frc939","","20",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm97","qm","1","97","frc755","frc764","","43","","frc1018","frc16","","67",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm98","qm","1","98","frc1020","frc879","","67","","frc1178","frc476","","30",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm99","qm","1","99","frc1028","frc538","","42","","frc1208","frc906","","14",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm100","qm","1","100","frc868","frc940","","7","","frc1005","frc447","","110",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm101","qm","1","101","frc1215","frc648","","36","","frc1098","frc356","","58",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm102","qm","1","102","frc1209","frc875","","28","","frc1210","frc878","","36",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm103","qm","1","103","frc31","frc770","","48","","frc393","frc650","","45",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm104","qm","1","104","frc1094","frc547","","38","","frc876","frc931","","52",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm105","qm","1","105","frc1101","frc45","","55","","frc171","frc936","","118",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm106","qm","1","106","frc442","frc880","","40","","frc765","frc829","","11",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm107","qm","1","107","frc938","frc967","","64","","frc1182","frc764","","24",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm108","qm","1","108","frc941","frc982","","34","","frc525","frc939","","66",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm109","qm","1","109","frc1024","frc935","","9","","frc513","frc937","","61",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm110","qm","1","110","frc1067","frc1104","","73","","frc1090","frc877","","3",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf1m1","qf","1","1","frc1098","frc868","","38","","frc171","frc650","","60",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf1m2","qf","1","2","frc868","frc906","","34","","frc171","frc755","","42",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf2m1","qf","2","1","frc476","frc936","","14","","frc1178","frc877","","41",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf2m2","qf","2","2","frc547","frc936","","37","","frc877","frc935","","61",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf3m1","qf","3","1","frc538","frc967","","34","","frc1005","frc770","","18",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf3m2","qf","3","2","frc442","frc538","","49","","frc770","frc931","","59",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf4m1","qf","4","1","frc16","frc525","","80","","frc447","frc45","","6",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf4m2","qf","4","2","frc356","frc525","","75","","frc1018","frc447","","0",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf1m1","sf","1","1","frc171","frc650","","66","","frc1005","frc770","","3",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf1m2","sf","1","2","frc171","frc650","","40","","frc1005","frc770","","37",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf2m1","sf","2","1","frc1178","frc877","","10","","frc16","frc525","","71",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf2m2","sf","2","2","frc1178","frc877","","64","","frc356","frc525","","30",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_f1m1","f","1","1","frc171","frc650","","57","","frc1178","frc877","","38",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_f1m2","f","1","2","frc171","frc650","","51","","frc1178","frc877","","33",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm1","qm","1","1","frc125","frc467","","35","","frc500","frc885","","48",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm2","qm","1","2","frc1152","frc97","","14","","frc1161","frc238","","49",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm3","qm","1","3","frc131","frc40","","73","","frc1058","frc79","","3",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm4","qm","1","4","frc1073","frc176","","57","","frc529","frc562","","37",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm5","qm","1","5","frc157","frc42","","63","","frc140","frc190","","30",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm6","qm","1","6","frc236","frc58","","59","","frc166","frc287","","20",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm7","qm","1","7","frc175","frc88","","94","","frc133","frc134","","51",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm8","qm","1","8","frc296","frc501","","33","","frc358","frc811","","74",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm9","qm","1","9","frc138","frc241","","35","","frc121","frc126","","64",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm10","qm","1","10","frc1153","frc246","","18","","frc69","frc95","","92",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm11","qm","1","11","frc213","frc319","","13","","frc151","frc172","","134",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm12","qm","1","12","frc238","frc500","","0","","frc1058","frc885","","110",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm13","qm","1","13","frc1161","frc529","","45","","frc140","frc79","","10",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm14","qm","1","14","frc467","frc562","","53","","frc190","frc287","","61",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm15","qm","1","15","frc131","frc97","","61","","frc125","frc133","","33",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm16","qm","1","16","frc166","frc176","","67","","frc1152","frc134","","6",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm17","qm","1","17","frc157","frc358","","90","","frc1073","frc40","","10",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm18","qm","1","18","frc236","frc241","","35","","frc126","frc246","","34",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm19","qm","1","19","frc42","frc95","","18","","frc319","frc88","","46",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm20","qm","1","20","frc1153","frc58","","12","","frc121","frc213","","15",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm21","qm","1","21","frc501","frc69","","66","","frc175","frc811","","38",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm22","qm","1","22","frc138","frc151","","33","","frc172","frc296","","14",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm23","qm","1","23","frc79","frc885","","33","","frc1058","frc190","","74",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm24","qm","1","24","frc140","frc500","","10","","frc125","frc287","","64",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm25","qm","1","25","frc1161","frc238","","38","","frc1152","frc467","","18",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm26","qm","1","26","frc529","frc562","","81","","frc134","frc40","","6",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm27","qm","1","27","frc42","frc97","","102","","frc133","frc246","","0",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm28","qm","1","28","frc1073","frc319","","45","","frc166","frc58","","142",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm29","qm","1","29","frc126","frc131","","38","","frc121","frc69","","58",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm30","qm","1","30","frc138","frc88","","57","","frc151","frc157","","42",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm31","qm","1","31","frc175","frc176","","86","","frc213","frc241","","36",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm32","qm","1","32","frc296","frc811","","33","","frc358","frc501","","78",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm33","qm","1","33","frc236","frc95","","11","","frc1153","frc172","","43",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm34","qm","1","34","frc1058","frc190","","66","","frc125","frc885","","41",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm35","qm","1","35","frc1152","frc287","","10","","frc133","frc134","","28",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm36","qm","1","36","frc140","frc79","","70","","frc246","frc40","","49",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm37","qm","1","37","frc1161","frc58","","66","","frc467","frc500","","37",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm38","qm","1","38","frc121","frc562","","78","","frc166","frc88","","2",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm39","qm","1","39","frc157","frc238","","0","","frc69","frc97","","82",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm40","qm","1","40","frc213","frc296","","65","","frc151","frc529","","10",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm41","qm","1","41","frc1073","frc176","","36","","frc501","frc811","","52",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm42","qm","1","42","frc241","frc42","","12","","frc126","frc95","","62",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm43","qm","1","43","frc1153","frc319","","9","","frc236","frc358","","118",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm44","qm","1","44","frc131","frc138","","9","","frc172","frc175","","36",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm45","qm","1","45","frc125","frc885","","150","","frc1058","frc134","","8",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm46","qm","1","46","frc133","frc246","","19","","frc40","frc467","","31",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm47","qm","1","47","frc1152","frc190","","34","","frc500","frc88","","95",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm48","qm","1","48","frc287","frc79","","20","","frc166","frc69","","32",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm49","qm","1","49","frc1161","frc529","","33","","frc1073","frc97","","86",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm50","qm","1","50","frc140","frc501","","36","","frc121","frc151","","45",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm51","qm","1","51","frc319","frc58","","106","","frc241","frc95","","18",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm52","qm","1","52","frc238","frc811","","53","","frc358","frc562","","40",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm53","qm","1","53","frc1153","frc138","","61","","frc126","frc213","","103",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm54","qm","1","54","frc157","frc175","","59","","frc176","frc236","","72",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm55","qm","1","55","frc131","frc296","","28","","frc172","frc42","","14",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm56","qm","1","56","frc134","frc40","","14","","frc1058","frc125","","92",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm57","qm","1","57","frc467","frc88","","41","","frc500","frc69","","65",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm58","qm","1","58","frc246","frc885","","22","","frc166","frc97","","134",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm59","qm","1","59","frc121","frc190","","40","","frc1073","frc133","","45",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm60","qm","1","60","frc79","frc95","","67","","frc1152","frc151","","5",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm61","qm","1","61","frc241","frc358","","57","","frc138","frc238","","12",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm62","qm","1","62","frc1161","frc287","","37","","frc1153","frc126","","69",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm63","qm","1","63","frc140","frc157","","49","","frc213","frc562","","36",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm64","qm","1","64","frc236","frc529","","11","","frc172","frc319","","43",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm65","qm","1","65","frc131","frc175","","51","","frc296","frc501","","32",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm66","qm","1","66","frc176","frc811","","24","","frc42","frc58","","40",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm67","qm","1","67","frc1058","frc125","","16","","frc134","frc500","","2",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm68","qm","1","68","frc69","frc97","","6","","frc133","frc166","","7",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm69","qm","1","69","frc40","frc467","","6","","frc1073","frc1152","","60",""
