"key","number","name","city","state_prov","country","rookie_year"
"frc6434","6434","Bossley Park High School Wolfgang","Bossley Park","New South Wales","Australia","2017"
"frc6435","6435","Jetson's Robotics","Istanbul","Istanbul","Türkiye","2017"
"frc6436","6436","PARS ROBOTICS","istanbul","Istanbul","Türkiye","2017"
"frc6437","6437","The Pacific Quakers","Portland","Oregon","USA","2017"
"frc6439","6439","tanx","Shanghai","Shanghai","China","2017"
"frc6440","6440","Canobolas","Orange","New South Wales","Australia","2017"
"frc6441","6441","Turbo Turtle","Nanjing","Jiangsu","China","2017"
"frc6442","6442","Modern Americans","Pendleton","Oregon","USA","2017"
"frc6443","6443","AEMBOT","Hillsboro","Oregon","USA","2017"
"frc6444","6444","PrepaTec Chihuahua- Sigma Robotics","Chihuahua","Chihuahua","Mexico","2017"
"frc6445","6445","CTEC Robotics","Salem","Oregon","USA","2017"
"frc6447","6447","Bad 2 the Bone - Bingara Central School","Bingara","New South Wales","Australia","2017"
"frc6448","6448","LBJ Early College High School ","Austin","Texas","USA","2017"
"frc6449","6449","DigiBots","Warnbro","Western Australia","Australia","2017"
"frc6450","6450","The Reaper","Jinhua ","Zhejiang","China","2017"
"frc6451","6451","Wired Warriors","Whiteland","Indiana","USA","2017"
"frc6453","6453","Bog Bots!","Kelliher","Minnesota","USA","2017"
"frc6455","6455","The Coded Collective","Waterloo","Iowa","USA","2017"
"frc6456","6456","Oregon Trail Academy Wi-Fires","Boring","Oregon","USA","2017"
"frc6457","6457","Roots Charter High School","West Valley City","Utah","USA","2017"
"frc6458","6458","Semiahmoo Robotics","Surrey","British Columbia","Canada","2017"
"frc6459","6459","AG Robotik","Büyükçekmece","Istanbul","Türkiye","2017"
"frc6460","6460","Air Guardians","Mansfield","Ohio","USA","2017"
"frc6461","6461","Iron Stallions","Wingham","Ontario","Canada","2017"
"frc6462","6462","techJOYnT","Edmond","Oklahoma","USA","2017"
"frc6463","6463","Robotic Rams","Port Ewen","New York","USA","2017"
"frc6464","6464","Danger Noodle Danger","Seminole","Oklahoma","USA","2017"
"frc6465","6465","Mystic Biscuit","Bend","Oregon","USA","2017"
"frc6467","6467","Tiger Robotics","Lenox","Iowa","USA","2017"
"frc6468","6468","The Positronic Panthers","Ponte Vedra","Florida","USA","2017"
"frc647","647","CYBERWOLVES","Killeen","Texas","USA","2001"
"frc6471","6471","Lee County High School Trobots","Leesburg","Georgia","USA","2017"
"frc6472","6472","H-TECH","uskudar","Istanbul","Turkey","2017"
"frc6473","6473","Rock Star Robotics","Orlando","Florida","USA","2017"
"frc6474","6474","Indigo Dynamics","Fairfield","California","USA","2017"
"frc6476","6476","Supernova Star Squad","Coonabarabran","New South Wales","Australia","2017"
"frc6479","6479","AZTECH Robotics","Tempe","Arizona","USA","2017"
"frc648","648","QC ELITE  Flaming Squirrels","Moline","Illinois","USA","2001"
"frc6480","6480","SAGE Robotics","Minneapolis","Minnesota","USA","2017"
"frc6481","6481","Deus Ex Machina","Parkhill","Ontario","Canada","2017"
"frc6482","6482","Wildcat Robotics","Joseph City","Arizona","USA","2017"
"frc6483","6483","Prepa Tecmilenio - CHARGER","JUÁREZ","Chihuahua","Mexico","2017"
"frc6484","6484","TechKnowLogic","Greenwich","New York","USA","2017"
"frc6485","6485","Mecha Mustangs","Surrey","British Columbia","Canada","2017"
"frc6486","6486","Ten More Tons","West Vancouver","British Columbia","Canada","2017"
"frc6487","6487","Clockwork Knights","Shanghai","Shanghai","China","2017"
"frc6488","6488","RoboRams","Houston","Texas","USA","2017"
"frc6489","6489","Bronco Bolts","Zachary","Louisiana","USA","2017"
"frc649","649","MSET Fish","Saratoga","California","USA","2001"
"frc6490","6490","Panther Robotics","Geneva","New York","USA","2017"
"frc6491","6491","Short Circuits","Fairhope","Alabama","USA","2017"
"frc6492","6492","Pangburn S.W.A.T.","Pangburn","Arkansas","USA","2017"
"frc6493","6493","Red Steel","University Center","Michigan","USA","2017"
"frc6494","6494","Wings of Liberty","Shanghai","Shanghai","China","2017"
"frc6496","6496","AREA 27","Durham","North Carolina","USA","2017"
"frc6498","6498","Castle Robotics","Newburgh","Indiana","USA","2017"
"frc6499","6499","Innovos Robotics","Orange","California","USA","2017"
"frc6500","6500","GearCats","Raleigh","North Carolina","USA","2017"
"frc6502","6502","DARC SIDE","Durham","North Carolina","USA","2017"
"frc6503","6503","Iron Dragon","Seattle","Washington","USA","2017"
"frc6504","6504","FCHS Jagwires","Falls Church","Virginia","USA","2017"
"frc6505","6505","ElectroPanthers","Washington","District of Columbia","USA","2017"
"frc6506","6506","Steel Boot Robotics","Salinas","California","USA","2017"
"frc6507","6507","Tecmilenio CYBORG HAWKS  6507","Reynosa","Tamaulipas","Mexico","2017"
"frc6508","6508","Hastings Heroes","Port Macquarie","New South Wales","Australia","2017"
"frc6509","6509","Southern River","Gosnells","Western Australia","Australia","2017"
"frc6510","6510","Pymble Pride","Pymble","New South Wales","Australia","2017"
"frc6512","6512","Coastal Catastrophe 6512","Shallotte","North Carolina","USA","2017"
"frc6513","6513","The Wyverns","Woodbridge","Ontario","Canada","2017"
"frc6514","6514","Sutton Robotics League","Sutton West","Ontario","Canada","2017"
"frc6515","6515","Unimatics","Calexico","California","USA","2017"
"frc6517","6517","So-Kno Robo","Knoxville","Tennessee","USA","2017"
"frc6518","6518","JagBots","Phoenix","Arizona","USA","2017"
"frc6519","6519","The Vegas Vortechs","Las Vegas","Nevada","USA","2017"
"frc6520","6520","GreenAms Robotics Team","Hanoi","Ha Noi","Vietnam","2017"
"frc6522","6522","Tomaree High School","Salamander Bay","New South Wales","Australia","2017"
"frc6523","6523","Condobolin","Condobolin","New South Wales","Australia","2017"
"frc6524","6524","Wilder Wolves FRC","Seville Grove","Western Australia","Australia","2017"
"frc6525","6525","Greater Sydney Robotics","Sydney","New South Wales","Australia","2017"
"frc6526","6526","Cyber Rangers","Garland","Texas","USA","2017"
"frc6527","6527","Short SirKit","Lake Mary","Florida","USA","2017"
"frc6528","6528","Terror Bytes","Gibraltar","Michigan","USA","2017"
"frc6529","6529","Beantown Blitz","Roxbury Crossing","Massachusetts","USA","2017"
"frc653","653","NOSIDE","San Antonio","Texas","USA","2001"
"frc6530","6530","Ra","Phoenix","Arizona","USA","2017"
"frc6531","6531","Redhawks","Cedar Springs","Michigan","USA","2017"
"frc6532","6532","TechnoPaths","Detroit","Michigan","USA","2017"
"frc6533","6533","BeaverTech","Beaverton","Michigan","USA","2017"
"frc6534","6534","Saints Scholars","Grand Rapids","Michigan","USA","2017"
"frc6535","6535","Edison Sustainabots","Huntington Beach","California","USA","2017"
"frc6536","6536","TheDarkSide","Vinton","Iowa","USA","2017"
"frc6537","6537","WIHS Robotics","Windsor","Ontario","Canada","2017"
"frc6538","6538","Linc-Bots","Ypsilanti","Michigan","USA","2017"
"frc6540","6540","Dynamo","Mont-Royal","Québec","Canada","2017"
"frc6541","6541","T-FROGS","LA TALAUDIERE","Loire","France","2017"
"frc6542","6542","Technomancers","Pittsburg","Kansas","USA","2017"
"frc6543","6543","pumaTECH","Oakton","Virginia","USA","2017"
"frc6544","6544","A-Team Robotics","Amherstburg","Ontario","Canada","2017"
"frc6545","6545","Tawas Braves","Tawas City","Michigan","USA","2017"
"frc6546","6546","Naatsisʼáán Robotics","Navajo Mountain","Utah","USA","2017"
"frc6547","6547","Flaming Metal Robotics","Magnolia","Texas","USA","2017"
"frc6548","6548","Perry RAMBOTS","Perry","Michigan","USA","2017"
"frc6550","6550","Wildcat Robotics","Evart","Michigan","USA","2017"
"frc6552","6552","RoboCats","Houghton Lake","Michigan","USA","2017"
"frc6553","6553","Roboticus","Oxnard","California","USA","2017"
"frc6554","6554","Phoenix Robotics","La Mirada","California","USA","2017"
"frc6556","6556","Spartan Robotics","Waldron","Michigan","USA","2017"
"frc6557","6557","S.R.U - Special Robotics Unit","Baraga","Michigan","USA","2017"
"frc6558","6558","Aluminum Sting","Lanse","Michigan","USA","2017"
"frc6559","6559","Bay-Arenac","Bay City","Michigan","USA","2017"
"frc6560","6560","Charging Champions","Irvine","California","USA","2017"
"frc6561","6561","Omecha Wolf Pack","Scottville","Michigan","USA","2017"
"frc6562","6562","She Heroes","Mercedes","Texas","USA","2017"
"frc6563","6563","ROBO CORR","Quesnel","British Columbia","Canada","2017"
"frc6564","6564","TDSS Titans","Woodbridge","Ontario","Canada","2017"
"frc6565","6565","Team Bobcat","Arapahoe","North Carolina","USA","2017"
"frc6566","6566","Battering Rams","Madison Heights","Michigan","USA","2017"
"frc6567","6567","The Broken Drill Bits","Saint Clair Shores","Michigan","USA","2017"
"frc6568","6568","Decatur Robotics Team","Decatur","Michigan","USA","2017"
"frc6569","6569","Gladiators","Ontonagon","Michigan","USA","2017"
"frc6570","6570","Whiteford Bobcats","Ottawa Lake","Michigan","USA","2017"
"frc6571","6571","Lakeview Wildcats","Lakeview","Michigan","USA","2017"
"frc6573","6573","Alanson Viking Robotics","Alanson","Michigan","USA","2017"
"frc6574","6574","Ferradermis","Whitewater","Wisconsin","USA","2017"
"frc6575","6575","Tempe T-Rex","Tempe","New South Wales","Australia","2017"
"frc6579","6579","Komplete Kaos Inc","Helensburgh","New South Wales","Australia","2017"
"frc6580","6580","Positive Charge","Marshall","Michigan","USA","2017"
"frc6581","6581","Hancock Robotics","Hancock","Michigan","USA","2017"
"frc6582","6582","Vestabots","Vestaburg","Michigan","USA","2017"
"frc6583","6583","Human Error","Plymouth","Michigan","USA","2017"
"frc6584","6584","AHC Transformers","Kensington","Maryland","USA","2017"
"frc6585","6585","Hózhóogo Naasháa Doo (Walk in Beauty)","Many Farms","Arizona","USA","2017"
"frc6586","6586","Tuskin' Raiders","Texarkana","Arkansas","USA","2017"
"frc6588","6588","Counter-Torque Robotics","Lawton","Michigan","USA","2017"
"frc6589","6589","Cardinal Robotics","Bloomingdale","Michigan","USA","2017"
"frc6590","6590","SaviTech","Brooklyn","New York","USA","2017"
"frc6591","6591","Panther Powered Robotics 6591","Stockbridge","Michigan","USA","2017"
"frc6592","6592","Sexton Redbots","Lansing","Michigan","USA","2017"
"frc6593","6593","HyperDrive Robotics","Richmond Hill","New York","USA","2017"
"frc6594","6594","EV ROBOTICS","Lansing","Michigan","USA","2017"
"frc6595","6595","QUAKE","Lansing","Michigan","USA","2017"
"frc6597","6597","Eagles","Saginaw","Michigan","USA","2017"
"frc6599","6599","Northport Wildcats","Northport","Michigan","USA","2017"
"frc66","66","Grizzly Robotics","Ypsilanti","Michigan","USA","1998"
"frc6600","6600","Tech Heads","Baldwin","Michigan","USA","2017"
"frc6601","6601","Easy Company","Staten Island","New York","USA","2017"
"frc6602","6602","Belle Bots","Little Rock","Arkansas","USA","2017"
"frc6604","6604","Tecmilenio - Equipo ITAC - 6604","CULIACAN","Sinaloa","Mexico","2017"
"frc6605","6605","Prepa Tecmilenio -  Imperium Fons","Cuernavaca","Morelos","Mexico","2017"
"frc6606","6606","Prepa Tecmilenio Pink Hawks 6606","Metepec","Mexico","Mexico","2017"
"frc6607","6607","Tecmilenio - ARMY ROBOT TECHNOLOGY - 6607","Veracruz","Veracruz","Mexico","2017"
"frc6608","6608","ARCADIA","Guadalajara","Jalisco","Mexico","2017"
"frc6609","6609","Suwannee Bulldogs","Live Oak","Florida","USA","2017"
"frc6610","6610","Robot Roll Call","Flint","Michigan","USA","2017"
"frc6611","6611","WolverBots","Au Gres","Michigan","USA","2017"
"frc6612","6612","NexGen Robotics","Antioch","California","USA","2017"
"frc6613","6613","Gogebic Range Robotics","Hurley","Wisconsin","USA","2017"
"frc6614","6614","ROBOTEDIST","İSTANBUL","Istanbul","Turkey","2017"
"frc6615","6615","Bellevillains","Belleville","Michigan","USA","2017"
"frc6616","6616","Mechanical Pumas","Detroit","Michigan","USA","2017"
"frc6617","6617","NASA BHS Black Hawks Robotics Club","Bellingham","Massachusetts","USA","2017"
"frc6618","6618","WARHBOTS","Flat Rock","Michigan","USA","2017"
"frc6619","6619","GravitechX","Livermore","California","USA","2017"
"frc662","662","Rocky Mountain Robotics","USAF Academy","Colorado","USA","2001"
"frc6620","6620","Voltage Vikings","North Smithfield","Rhode Island","USA","2017"
"frc6621","6621","Artemis","Chatham","New York","USA","2017"
"frc6622","6622","Stan Robotix","Outremont","Québec","Canada","2017"
"frc6624","6624","Marinette RoboMarines","Marinette","Wisconsin","USA","2017"
"frc6626","6626","Robohana","Andrews","South Carolina","USA","2017"
"frc6627","6627","Niles Nordic Knights","Niles","Michigan","USA","2017"
"frc6628","6628","KMS BOTKICKERS","Kerkhoven","Minnesota","USA","2017"
"frc663","663","Power Sharks","Whitinsville","Massachusetts","USA","2001"
"frc6630","6630","F.U.N.  (Fiercely Uknighted Nation)","La Porte City","Iowa","USA","2017"
"frc6631","6631","Rocket Robotics","Reese","Michigan","USA","2017"
"frc6632","6632","Northview Robotics","Toronto","Ontario","Canada","2017"
"frc6633","6633","Robo-Elephants","Detroit","Michigan","USA","2017"
"frc6634","6634","Tecmilenio Phoenix Forces 6634","San Nicolás de los Garza","Nuevo León","Mexico","2017"
"frc6635","6635","JaXon Falcon Works","Jackson","Michigan","USA","2017"
"frc6636","6636","Full Metal Beavers","Jamaica","New York","USA","2017"
"frc6637","6637","BetaWolves","Carney","Michigan","USA","2017"
"frc6638","6638","Fulton Pirates","Middleton","Michigan","USA","2017"
"frc6639","6639","The Mechanical Minds","Hickory","North Carolina","USA","2017"
"frc6640","6640","Metal Eagles","Mayflower","Arkansas","USA","2017"
"frc6641","6641","GSLRobotX","Istanbul","Istanbul","Turkey","2017"
"frc6642","6642","Harrison Stingers of Steel","Harrison","Michigan","USA","2017"
"frc6643","6643","Walnuts & Bolts","Racine","Wisconsin","USA","2017"
"frc6644","6644","Atomic Automatons","Rocklin","California","USA","2017"
"frc6645","6645","Alloy Obsession","Crosby","Texas","USA","2017"
"frc6646","6646","Belton Robotics Spacemakers","Belton","Texas","USA","2017"
"frc6647","6647","PrepaTec - VOLTEC Robotics","MONTERREY","Nuevo León","Mexico","2017"
"frc6648","6648","MechaSpartans","Ozone Park","New York","USA","2017"
"frc6649","6649","CHA Circuits ","Saint Helen","Michigan","USA","2017"
"frc6650","6650","Tribebots","Fresno","California","USA","2017"
"frc6651","6651","Golden Bots","Sterling","Illinois","USA","2017"
"frc6652","6652","Tigres","Apodaca Nuevo León","Nuevo León","Mexico","2017"
"frc6654","6654","Central Robobcatics","Knoxville","Tennessee","USA","2017"
"frc6655","6655","Texan Robotics","Arlington","Texas","USA","2017"
"frc6656","6656","Ryu Botics","Payson","Arizona","USA","2017"
"frc6657","6657","Arborbotics","Visalia","California","USA","2017"
"frc6658","6658","Rockbotics","Los Angeles","California","USA","2017"
"frc6659","6659","CouBots","Escondido","California","USA","2017"
"frc6660","6660","MarkerBots","Saint Louis","Missouri","USA","2017"
"frc6662","6662","FalconX","Pleasant Hill","California","USA","2017"
"frc6663","6663","Kamikaze Krew","Onamia","Minnesota","USA","2017"
"frc6664","6664","LADYBOTS","Pharr","Texas","USA","2017"
"frc6665","6665","C-Otters","Monterey","California","USA","2017"
"frc6666","6666","Hephaestus","Guadalupe","Nuevo León","Mexico","2017"
"frc6667","6667","STEM Clippers","Chester","Pennsylvania","USA","2017"
"frc6668","6668","Scorpion","Hesperia","California","USA","2017"
"frc6669","6669","ATL Eagles Robotics","Delray Beach","Florida","USA","2017"
"frc6670","6670","Red Cat Robots","Milwaukee","Wisconsin","USA","2017"
"frc6671","6671","Adamas Robotics","Fort Worth","Texas","USA","2017"
"frc6672","6672","Fusion Corps","Irving","Texas","USA","2017"
"frc6673","6673","Alexis Tech Warriors","Glenevis","Alberta","Canada","2017"
"frc6674","6674","MIT Iron Eagles","Phoenix","Arizona","USA","2017"
"frc6675","6675","Ingenious Innovators","New Britain","Connecticut","USA","2017"
"frc6676","6676","Prepa Tecmilenio - Thunder Hawks - 6676","Obregón","Sonora","Mexico","2017"
"frc6677","6677","Team Avengers","Pascagoula","Mississippi","USA","2017"
"frc6679","6679","TESLA Robotics","Calgary","Alberta","Canada","2017"
"frc668","668","The Apes of Wrath","San Jose","California","USA","2001"
"frc6680","6680","TRIObotics","Pocatello","Idaho","USA","2017"
"frc6682","6682","A.S.T.R.O. Vikings","Alamogordo","New Mexico","USA","2017"
"frc6683","6683","The ROAR-Botics","Glendale","Arizona","USA","2017"
"frc6684","6684","RoboCats","Carrizo Springs","Texas","USA","2017"
"frc6685","6685","Amped Up","West Palm Beach","Florida","USA","2017"
"frc6686","6686","Bionic Broncos","West Palm Beach","Florida","USA","2017"
"frc6687","6687","Owltronics","Garland","Texas","USA","2017"
"frc6688","6688","West Valley Middle College Robotics Team","San Jose","California","USA","2017"
"frc6689","6689","Robit","Mexico City ","Distrito Federal","Mexico","2017"
"frc6690","6690","MV roboPride","Concord","New Hampshire","USA","2017"
"frc6691","6691","Torque","Wolfeboro","New Hampshire","USA","2017"
"frc6692","6692","Robofalcons","San Bernardino","California","USA","2017"
"frc6693","6693","TrailBLAZERS","Columbia","South Carolina","USA","2017"
"frc6694","6694","INNOBOTICS","Mexicali","Baja California","Mexico","2017"
"frc6695","6695","GalvaKnights","Carlsbad","California","USA","2017"
"frc6696","6696","Cardinal Dynamics","Corbett","Oregon","USA","2017"
"frc6697","6697","EUROBOTICS","İSTANBUL","Istanbul","Turkey","2017"
"frc6699","6699","Thunder Robotics","Atwater","California","USA","2017"
"frc67","67","The HOT Team","Commerce Township","Michigan","USA","1997"
"frc670","670","Homestead Robotics","Cupertino","California","USA","2001"
"frc6700","6700","Patriot Robotics","Calgary","Alberta","Canada","2017"
"frc6701","6701","Phoenix","Moose Jaw","Saskatchewan","Canada","2017"
"frc6702","6702","PrepaTec - StingBots","Tlajomulco de Zúñiga","Jalisco","Mexico","2017"
"frc6703","6703","Prince George Secondary School Robotics Club","Prince George","British Columbia","Canada","2017"
"frc6704","6704","Mid Pacific Owl Robotics","Honolulu","Hawaii","USA","2017"
"frc6705","6705","WildCat 5e","Dunwoody","Georgia","USA","2017"
"frc6706","6706","Golem","Shenzhen","Guangdong","China","2017"
"frc6707","6707","RCW Jaguar Robosapiens","Renville","Minnesota","USA","2017"
"frc6708","6708","Lobos Conalep","Almoloya del Rio","Mexico","Mexico","2017"
"frc6709","6709","S.P.U.D. Inc Robotics","Big Lake","Minnesota","USA","2017"
"frc6710","6710","Southside Robotics","Atlanta","Georgia","USA","2017"
"frc6711","6711","Millennial Falcons","Atwater","California","USA","2017"
"frc6712","6712","Mountaineers","Chatsworth","Georgia","USA","2017"
"frc6714","6714","A. R. Johnson's Panthers","Augusta","Georgia","USA","2017"
"frc6715","6715","Hephzibah High Robotics","Hephzibah","Georgia","USA","2017"
"frc6716","6716","Circuit Br8kers","Augusta","Georgia","USA","2017"
"frc6717","6717","SPARTANS","Castle Dale","Utah","USA","2017"
"frc6718","6718","Rocket Dogs","Oakland","California","USA","2017"
"frc6719","6719","P.O.W.E.R.","Vancouver","British Columbia","Canada","2017"
"frc6720","6720","Walker-Hackensack-Akeley","Walker","Minnesota","USA","2017"
"frc6721","6721","Tindley Trailblazers","Indianapolis","Indiana","USA","2017"
"frc6722","6722","LED Robotics","New Port Richey","Florida","USA","2017"
"frc6723","6723","Mechanical Mounties","Williamstown","Massachusetts","USA","2017"
"frc6724","6724","Raiders Robotics","Red Deer","Alberta","Canada","2017"
"frc6725","6725","Westminster WildBOTS","London","Ontario","Canada","2017"
"frc6727","6727","HOT Bots","Belton","Texas","USA","2017"
"frc6728","6728","The Fast and the Curious","Morrilton","Arkansas","USA","2017"
"frc6729","6729","RobCoBots","Lumberton","North Carolina","USA","2017"
"frc6730","6730","CCS Nuclear Knights","Oklahoma City","Oklahoma","USA","2017"
"frc6731","6731","Record Robotics","Belmont","Massachusetts","USA","2017"
"frc6732","6732","BHS RoboRaiders","Bruce","Wisconsin","USA","2017"
"frc6733","6733","PSJA North Raiders","Pharr","Texas","USA","2017"
"frc6736","6736","Knights of the Sea","AKKO","HaZafon","Israel","2017"
"frc6737","6737","H.R.T","HAIFA","Haifa","Israel","2017"
"frc6738","6738","Excalibur","Modi'in","HaMerkaz","Israel","2017"
"frc6739","6739","Tel Shevaa","tel sheva","HaDarom","Israel","2017"
"frc6740","6740","G3 - Glue Gun & Glitter","Pardes Hana","Haifa","Israel","2017"
"frc6741","6741","Space monkeys","Bat Yam","HaMerkaz","Israel","2017"
"frc6742","6742","Augmented Jays","Westland","Michigan","USA","2017"
"frc6743","6743","Tiger Engineering","Fort Myers","Florida","USA","2017"
"frc6744","6744","MHS Pi","Saint Louis","Missouri","USA","2017"
"frc6746","6746","Mustangs","Syosset","New York","USA","2017"
"frc6748","6748","MustangRobotics","Mesa","Arizona","USA","2017"
"frc6749","6749","tERAbytes","Hopkins","Minnesota","USA","2017"
"frc6750","6750","HenBotix","McDonough","Georgia","USA","2017"
"frc6751","6751","RoboFlash","Dallas","Texas","USA","2017"
"frc6752","6752","charger robotics","Keller","Texas","USA","2017"
"frc6753","6753","CBA RoboKings","Midland","Michigan","USA","2017"
"frc6754","6754","Trailbots","Edinburg","Texas","USA","2017"
"frc6755","6755","Overdrive","Fontana","California","USA","2017"
"frc6758","6758","Otternauts","Kasson","Minnesota","USA","2017"
"frc6762","6762","Oscats","Hillsborough","New Hampshire","USA","2017"
"frc6763","6763","FUSION","Manchester","New Hampshire","USA","2017"
"frc6764","6764","Flash Drives","Fillmore","California","USA","2017"
"frc6765","6765","Columbus City Schools Walnut Ridge Scotts","Columbus","Ohio","USA","2017"
"frc6766","6766","AtomStorm","Shenzhen","Guangdong","China","2017"
"frc6768","6768","Denison Robo-Jackets","Denison","Texas","USA","2017"
"frc6769","6769","Future Star","Beijing","Beijing","China","2017"
"frc677","677","Murphy's Outlaws","Columbus","Ohio","USA","2001"
"frc6770","6770","Semia United","Beijing","Beijing","China","2017"
"frc6771","6771","Raven","Beijing","Beijing","China","2017"
"frc68","68","Truck Town Thunder","Ortonville","Michigan","USA","1998"
"frc6800","6800","Valor","Austin","Texas","USA","2018"
"frc6801","6801","Robot Crabshell ","Guangzhou","Guangdong","China","2018"
"frc6802","6802","Mean Caimans","Cedar Bluff","Virginia","USA","2018"
"frc6803","6803","HAI-Panda","Shanghai","Shanghai","China","2018"
"frc6804","6804","Team Wolfpack","Livingston","California","USA","2018"
"frc6805","6805","CP4GP","Omaha","Nebraska","USA","2018"
"frc6806","6806","Mineola Wild Reds","Mineola","New York","USA","2018"
"frc6807","6807","REAL Robotics","Racine","Wisconsin","USA","2018"
"frc6808","6808","William Tennent Robotics","Warminster","Pennsylvania","USA","2018"
"frc6809","6809","Aviators","Enid","Oklahoma","USA","2018"
"frc6811","6811","Gunnery Gears","Washington","Connecticut","USA","2018"
"frc6812","6812","Andover Snowflakes","Andover","Massachusetts","USA","2018"
"frc6813","6813","Pangaea","CLEVELAND","Ohio","USA","2018"
"frc6814","6814","Ellipse","Santa Rosa","California","USA","2018"
"frc6817","6817","10 Factorial","Rolla","Missouri","USA","2018"
"frc6818","6818","Navigator","Suzhou","Jiangsu","China","2018"
"frc6819","6819","Viking Robotics","Växjö","Kronobergs län","Sweden","2018"
"frc6820","6820","Tecmilenio - Scorpion Bots - 6820","DURANGO","Durango","Mexico","2018"
"frc6821","6821","Rogue Techs","Chino","California","USA","2018"
"frc6822","6822","THE SHISHKABOTS","San Jose","California","USA","2018"
"frc6823","6823","USM Robotics - Wildcats","Milwaukee","Wisconsin","USA","2018"
"frc6824","6824","LVA Robot Pigeons","Las Vegas","Nevada","USA","2018"
"frc6825","6825","THE STRONGHORNS (FRC6825)","North Las Vegas","Nevada","USA","2018"
"frc6826","6826","Experiment 6826","Las Vegas","Nevada","USA","2018"
"frc6827","6827","hexagon","Beijing","Beijing","China","2018"
"frc6829","6829","Ignite Robotics","Suwanee","Georgia","USA","2018"
"frc6830","6830","Hogbotics","Pharr","Texas","USA","2018"
"frc6831","6831","A-05 Annex","Hood River","Oregon","USA","2018"
"frc6832","6832","STEAMex","Monterrey","Nuevo León","Mexico","2018"
"frc6833","6833","Phoenix Robotics","Phoenix","Arizona","USA","2018"
"frc6834","6834","Bionic Warriors","Pataskala","Ohio","USA","2018"
"frc6836","6836","The Tinkerers","Manly","New South Wales","Australia","2018"
"frc6837","6837","Tecmilenio - Bellum - 6837","Azcapotzalco","","Mexico","2018"
"frc6838","6838","X-SHARC","ÇEKMEKÖY","Istanbul","Türkiye","2018"
"frc6840","6840","Trojan Robotics","Kirby","Arkansas","USA","2018"
"frc6841","6841","Cerberus 2.0","Lethbridge","Alberta","Canada","2018"
"frc6842","6842","Polaris","Marietta","Georgia","USA","2018"
"frc6843","6843","Guardian Gears","Lees Summit","Missouri","USA","2018"
"frc6844","6844","Provotypes","Provo","Utah","USA","2018"
"frc6845","6845","River Bots","Astoria","Oregon","USA","2018"
"frc6846","6846","MAGNETUDE","Murfreesboro","Tennessee","USA","2018"
"frc6847","6847","Les Lions","Montreal","Québec","Canada","2018"
"frc6850","6850","Cell-Ticks","Ocala","Florida","USA","2018"
"frc6851","6851","Empereurs","Laval","Québec","Canada","2018"
"frc6852","6852","JV BX","Temperance","Michigan","USA","2018"
"frc6854","6854","Viking Robotics","London","Ontario","Canada","2018"
"frc6855","6855","Badger Robotics","Arkadelphia","Arkansas","USA","2018"
"frc6856","6856","RoboRaptors","London","Ontario","Canada","2018"
"frc6858","6858","Fern Creek Tiger Robotics","Louisville","Kentucky","USA","2018"
"frc6859","6859","BML Robotics","Bracebridge","Ontario","Canada","2018"
"frc686","686","Bovine Intervention","Frederick","Maryland","USA","2001"
"frc6860","6860","Equitum Robotics","Paterson","New Jersey","USA","2018"
"frc6861","6861","The Tyros Team","Livonia","Michigan","USA","2018"
"frc6862","6862","The Reavers","Detroit","Michigan","USA","2018"
"frc6863","6863","Squirrels","Woodbine","Maryland","USA","2018"
"frc6864","6864","Gryphtech Robotics","Gravenhurst","Ontario","Canada","2018"
"frc6865","6865","Manitoulin Metal","M'Chigeeng","Ontario","Canada","2018"
"frc6866","6866","Markham Space Invaders","Markham","Ontario","Canada","2018"
"frc6867","6867","Panthera Tech","North York","Ontario","Canada","2018"
"frc6868","6868","Cadet Robotics","Hilton","New York","USA","2018"
"frc6869","6869","Gladiateurs","Saint-Jerome","Québec","Canada","2018"
"frc687","687","The Nerd Herd","Carson","California","USA","2001"
"frc6870","6870","BEAM Robotics","Buffalo","New York","USA","2018"
"frc6871","6871","QC DogSquad","Queen Creek","Arizona","USA","2018"
"frc6872","6872","Panthera Ferro","Brossard","Québec","Canada","2018"
"frc6873","6873","The Generals","New York","New York","USA","2018"
"frc6874","6874","Mediterra","Dosemealti","Antalya","Türkiye","2018"
"frc6875","6875","Amazon Warriors Robotics","LaSalle","Ontario","Canada","2018"
"frc6877","6877","Mechanical Mustangs","Grand Rapids","Michigan","USA","2018"
"frc6878","6878","SJB Odyssey","Hamilton","Ontario","Canada","2018"
"frc6880","6880","Universal Serial Brawlers (USB)","Yorktown Heights","New York","USA","2018"
"frc6881","6881","South Lions Roarbotics","London","Ontario","Canada","2018"
"frc6882","6882","Fahrenheit Robotics","Fredericksburg","Virginia","USA","2018"
"frc6883","6883","Leviathan Robotics","Santa Rosa","California","USA","2018"
"frc6884","6884","Deep-Space Robotics","Hollister","California","USA","2018"
"frc6885","6885","The Pilots","San Diego","California","USA","2018"
"frc6886","6886","Synthesizers","Warsaw","Missouri","USA","2018"
"frc6887","6887","Dalton Catabots","Dalton","Georgia","USA","2018"
"frc6888","6888","Foothills Robotics","Lenoir","North Carolina","USA","2018"
"frc6889","6889","DC Current","Bloomfield","Iowa","USA","2018"
"frc6891","6891","Indians","Asher","Oklahoma","USA","2018"
"frc6892","6892","Big Cat Robotics","Wellsville","New York","USA","2018"
