"key","number","name","city","state_prov","country","rookie_year"
"frc4218","4218","Navigator Robotics","Kapolei","Hawaii","USA","2012"
"frc4219","4219","RED!","San Antonio","Texas","USA","2012"
"frc422","422","The Mech Tech Dragons","Richmond","Virginia","USA","2000"
"frc4225","4225","RoboCats","Saint Paul","Minnesota","USA","2012"
"frc4226","4226","Huskies","Albany","Minnesota","USA","2012"
"frc4229","4229","Magnetech","Saint Paul","Minnesota","USA","2012"
"frc423","423","Simple Machines","Glenside","Pennsylvania","USA","2000"
"frc4230","4230","TopperBots","Duluth","Minnesota","USA","2012"
"frc4232","4232","AHS Robotics","Alton","Illinois","USA","2012"
"frc4235","4235","RoboRaiders","Danielsville","Georgia","USA","2012"
"frc4237","4237","Team Lance-A-Bot","Stevensville","Michigan","USA","2012"
"frc4238","4238","Resistance Robotics","Belgrade","Minnesota","USA","2012"
"frc4239","4239","WARPSPEED","Willmar","Minnesota","USA","2012"
"frc424","424","Rust Belt Robotics","Buffalo","New York","USA","2000"
"frc4240","4240","TroTek Warriors","Albany","Georgia","USA","2012"
"frc4241","4241","Steel Tigers","Joliet","Illinois","USA","2012"
"frc4242","4242","Fresh T.E.C.H.","Washington","District of Columbia","USA","2012"
"frc4243","4243","Excelsior!","Charleston","South Carolina","USA","2012"
"frc4244","4244","The Steel Battalion","Le Sueur","Minnesota","USA","2012"
"frc4246","4246","Resurrected Robotics","Troy","Illinois","USA","2012"
"frc4247","4247","CougarBots","Milwaukee","Wisconsin","USA","2012"
"frc4248","4248","Bits & Pieces","Whitby","Ontario","Canada","2012"
"frc4251","4251","The Gallup GearHeads","Gallup","New Mexico","USA","2012"
"frc4252","4252","Cardinal Robotics","Markham","Ontario","Canada","2012"
"frc4253","4253","Raid Zero","Taipei","Taipei Special Municipality","Chinese Taipei","2012"
"frc4255","4255","Robodores","Monterey","California","USA","2012"
"frc4256","4256","Cyborg Cats","Town and Country","Missouri","USA","2012"
"frc426","426","Zombie Apocalypse Counter Task Force","Bronx","New York","USA","2000"
"frc4260","4260","BEAR (Blue Earth Area Robotics)","Blue Earth Area","Minnesota","USA","2012"
"frc4262","4262","Tecmilenio - RoboHawk - 4262","Santiago de Querétaro","Querétaro","Mexico","2012"
"frc4263","4263","CyberDragon","New York","New York","USA","2012"
"frc4264","4264","The Fellowship of the Springs","Rogersville","Tennessee","USA","2012"
"frc4265","4265","Secret City Wildbots","Oak Ridge","Tennessee","USA","2012"
"frc4267","4267","Brave Bots","Myrtle Beach","South Carolina","USA","2012"
"frc4268","4268","Beehive Robotics","Sandy","Utah","USA","2012"
"frc4269","4269","CardinalBots","Columbus","Ohio","USA","2012"
"frc427","427","LANCE-A-LOT","Philadelphia","Pennsylvania","USA","1999"
"frc4270","4270","Crusaders","Honolulu","Hawaii","USA","2012"
"frc4272","4272","Maverick Robotics","Lafayette","Indiana","USA","2012"
"frc4276","4276","Surf City Vikings","Huntington Beach","California","USA","2012"
"frc4277","4277","Thingamajiggers","Minneapolis","Minnesota","USA","2012"
"frc428","428","BoroBlasters","Hillsborough","New Jersey","USA","1998"
"frc4281","4281"," Bulldogs","Somerset","New Jersey","USA","2012"
"frc4283","4283","INSPIRE Robotics","Granville","Ohio","USA","2012"
"frc4284","4284","ScotBot4284","Cincinnati","Ohio","USA","2012"
"frc4285","4285","Camo-Bots","Honesdale","Pennsylvania","USA","2012"
"frc4286","4286","Imperial Robotics","Mechanicsville","Virginia","USA","2012"
"frc4290","4290","Bots on Wheels","Charlotte","North Carolina","USA","2012"
"frc4291","4291","AstroBots","Henderson","North Carolina","USA","2012"
"frc4292","4292","PorterBots","Lockport","Illinois","USA","2012"
"frc4293","4293","Komodo","Louviers","Colorado","USA","2012"
"frc4295","4295","Hudson Stingers","Lufkin","Texas","USA","2012"
"frc4296","4296","Trident Robotics 4296","Gurnee","Illinois","USA","2012"
"frc4298","4298","Lectric Longhorn Ranch","Amarillo","Texas","USA","2012"
"frc4299","4299","BCS RoboSharks","Brooklyn","New York","USA","2012"
"frc4300","4300","The Lion Kings","McKinney","Texas","USA","2012"
"frc4301","4301","SM Energy New Tech Narcissists","Odessa","Texas","USA","2012"
"frc4306","4306","Robokomodos","Franklin","Tennessee","USA","2012"
"frc4308","4308","ABSOLUTE ROBOTICS","Mississauga","Ontario","Canada","2012"
"frc4309","4309","4-H Botsmiths","Snohomish","Washington","USA","2012"
"frc4310","4310","NUKES","American Fork","Utah","USA","2012"
"frc4311","4311","Swampscott Currents","Swampscott","Massachusetts","USA","2012"
"frc4314","4314","Springfield Urban League Abe-Ro-Bots","Springfield ","Illinois","USA","2012"
"frc4316","4316","Trobotics","Raceland","Louisiana","USA","2012"
"frc4319","4319","Ladies FIRST","Beer Sheva","HaDarom","Israel","2012"
"frc4320","4320","The Joker","Petah-Tikva","HaMerkaz","Israel","2012"
"frc4322","4322","Clockwork","Orange","California","USA","2012"
"frc4325","4325","RoboRangers","Cassopolis","Michigan","USA","2012"
"frc4327","4327","Q Branch","Battle Creek","Michigan","USA","2012"
"frc4328","4328","Furious Falcons","Richmond","Texas","USA","2012"
"frc4329","4329","Lutheran Roboteers","Saint Peters","Missouri","USA","2012"
"frc433","433","Firebirds","Flourtown","Pennsylvania","USA","2000"
"frc4330","4330","Rambunction","Saint Louis","Missouri","USA","2012"
"frc4331","4331","RoboSwag","St. Louis","Missouri","USA","2012"
"frc4332","4332","RoboCats","Edinburg","Texas","USA","2012"
"frc4334","4334","Alberta Tech Alliance (ATA)","Calgary","Alberta","Canada","2012"
"frc4335","4335","Metallic Clouds","Waco","Texas","USA","2012"
"frc4336","4336","Ramageddon Robotics","Lafayette","Louisiana","USA","2012"
"frc4337","4337","Red Devil Robotics","Holton","Michigan","USA","2012"
"frc4338","4338","Falcons","אבן יהודה","HaMerkaz","Israel","2012"
"frc4342","4342","Demon Robotics","Kennett Square","Pennsylvania","USA","2012"
"frc4343","4343","MaxTech","Aurora","Ontario","Canada","2012"
"frc4348","4348","Bonneville Bots","Tooele","Utah","USA","2012"
"frc435","435","Robodogs","Raleigh","North Carolina","USA","2000"
"frc4352","4352","Generals","Jacksonville","Florida","USA","2012"
"frc4353","4353","Krewe de Reauxbotics","Lafayette","Louisiana","USA","2012"
"frc4355","4355","Samurai Code - Peñoles","Gomez Palacio","Durango","Mexico","2012"
"frc4356","4356","BIG Furious George","Cape Girardeau","Missouri","USA","2012"
"frc4357","4357","Spartans","Port Hope","Ontario","Canada","2012"
"frc4360","4360","Spudnik","Moorhead","Minnesota","USA","2012"
"frc4361","4361","Roxbotix","Roxbury Township","New Jersey","USA","2012"
"frc4362","4362","CSPA Gems","Brighton","Michigan","USA","2012"
"frc4364","4364","Metal Jackets","Stephenville","Texas","USA","2012"
"frc4368","4368","BullBots","Vicksburg","Michigan","USA","2012"
"frc4371","4371","Prepa Tecmilenio - ART 4371","CUAUTITLAN IZCALLI","Mexico","Mexico","2012"
"frc4373","4373","RooBotics","Jenkintown","Pennsylvania","USA","2012"
"frc4375","4375","Westend Gearbusters","Ishpeming","Michigan","USA","2012"
"frc4376","4376","The Marauders","Charlevoix","Michigan","USA","2012"
"frc4377","4377","Boyne City Blaze","Boyne City","Michigan","USA","2012"
"frc4378","4378","Dark Knights","El Paso","Texas","USA","2012"
"frc4380","4380","Dynomite","Detroit","Michigan","USA","2012"
"frc4381","4381","Twisted Devils","Richland","Michigan","USA","2012"
"frc4382","4382","Team Trobot","Saginaw","Michigan","USA","2012"
"frc4383","4383","The P-TECH Fly-Bots","Brooklyn","New York","USA","2012"
"frc4384","4384","Benzene Bots","Troy","Michigan","USA","2012"
"frc4386","4386","Mecha-maniacs","Brush","Colorado","USA","2012"
"frc4388","4388","Ridgebotics","Fort Collins","Colorado","USA","2012"
"frc4390","4390","ATA Coregears","Dearborn","Michigan","USA","2012"
"frc4391","4391","BraveBots","Gladstone","Michigan","USA","2012"
"frc4392","4392","The Deceivers","Brimley","Michigan","USA","2012"
"frc4395","4395","Dundee Vi-Borgs","Dundee","Michigan","USA","2012"
"frc4397","4397","TEAM Clutch Robotics","Bagley","Minnesota","USA","2012"
"frc4398","4398","Gladiators","Traverse City","Michigan","USA","2012"
"frc4400","4400","Cerbotics - Peñoles","TORREON","Coahuila","Mexico","2012"
"frc4401","4401","CETMOV - Peñoles","Laguna del Rey Coahuila","Coahuila","Mexico","2012"
"frc4403","4403","PrepaTec - ROULT - Peñoles","Torreon","Coahuila","Mexico","2012"
"frc4404","4404","Nuts & Colts","Chesterfield","Missouri","USA","2012"
"frc4405","4405","The Atoms Family","Canton","Michigan","USA","2012"
"frc4406","4406","Robotic Legends","Tel Aviv","Tel-Aviv","Israel","2012"
"frc4408","4408","Panthera Machina","Battle Creek","Michigan","USA","2012"
"frc4409","4409","Ground Zero","Niles","Michigan","USA","2012"
"frc441","441","DEVIL DOGS","Houston","Texas","USA","2000"
"frc4412","4412","Steel Stallions","San Antonio","Texas","USA","2012"
"frc4414","4414","HighTide","Ventura","California","USA","2012"
"frc4415","4415","EPIC Robotz","Cerritos","California","USA","2012"
"frc4416","4416","Skynet","Ramat Hasharon","HaMerkaz","Israel","2012"
"frc4418","4418","Team IMPULSE","Littleton","Colorado","USA","2012"
"frc4419","4419","Team Rewind","San Marcos","California","USA","2012"
"frc442","442","Redstone Robotics","Huntsville","Alabama","USA","2000"
"frc4420","4420","Swarm Storm","Torrington","Connecticut","USA","2012"
"frc4421","4421","FORGE Robotics","Calgary","Alberta","Canada","2012"
"frc4422","4422","Twisted Angels","Richland","Michigan","USA","2012"
"frc4450","4450","Olympia Robotics Federation","Olympia","Washington","USA","2013"
"frc4451","4451","ROBOTZ Garage","Fountain Inn","South Carolina","USA","2013"
"frc4453","4453","The Red Hot Chili Bots","Marshall","Michigan","USA","2013"
"frc4454","4454","SLAM Robotics","Philadelphia","Pennsylvania","USA","2013"
"frc4455","4455","The Burger Bots","Warrensburg","Missouri","USA","2013"
"frc4456","4456","Mech Cadets","Washington","District of Columbia","USA","2013"
"frc4458","4458","Infernobotix","Center Moriches","New York","USA","2013"
"frc4459","4459","LeoTechs","Lithia Springs","Georgia","USA","2013"
"frc4461","4461","Ramen","Des Moines","Washington","USA","2013"
"frc4462","4462","Full Metal Jackets","Kingston","Tennessee","USA","2013"
"frc4464","4464","Team Illusion","Laurel","Maryland","USA","2013"
"frc4466","4466","Robo Hamsters","Culpeper","Virginia","USA","2013"
"frc4467","4467","Titanium Titans","Canonsburg","Pennsylvania","USA","2013"
"frc4468","4468","Fernbank LINKS","Atlanta","Georgia","USA","2013"
"frc4469","4469","R.A.I.D. (Raider Artificial Intelligence Division)","Federal Way","Washington","USA","2013"
"frc447","447","Team Roboto","Anderson","Indiana","USA","2000"
"frc4470","4470","TiGears","Placentia","California","USA","2013"
"frc4471","4471","SPARTRONS","Hollywood","Florida","USA","2013"
"frc4472","4472","SuperNOVA","Woodbridge","Virginia","USA","2013"
"frc4473","4473","Delta Prime Robotics 4-H","Richmond","Maine","USA","2013"
"frc4474","4474","Silver Circuit","Kingston","Massachusetts","USA","2013"
"frc4475","4475","Terrier Byte Bots","Newark","New Jersey","USA","2013"
"frc4476","4476","W.A.F.F.L.E.S.","Kingston","Ontario","Canada","2013"
"frc4480","4480","UC-Botics","Upsala","Minnesota","USA","2013"
"frc4481","4481","Team Rembrandts","Eindhoven","Noord-Brabant","Netherlands","2013"
"frc4482","4482","ID Robotics","Kalamazoo","Michigan","USA","2013"
"frc4485","4485","Tribe Tech Robotics","Danville","Indiana","USA","2013"
"frc4486","4486","Blue Prints","Vista","California","USA","2013"
"frc4488","4488","Shockwave","Hillsboro","Oregon","USA","2013"
"frc449","449","The Blair Robot Project","Silver Spring","Maryland","USA","2000"
"frc4490","4490","TechRaiders","Searcy","Arkansas","USA","2013"
"frc4491","4491","Richmond Knights","Richmond","Québec","Canada","2013"
"frc4495","4495","Kittitas County Robotics/ Team Haywire","Thorp","Washington","USA","2013"
"frc4496","4496","Sonoran Storm Robotics","Gilbert","Arizona","USA","2013"
"frc4497","4497","SKy-Net","Swift Current","Saskatchewan","Canada","2013"
"frc4499","4499","The Highlanders","Fort Collins","Colorado","USA","2013"
"frc45","45","TechnoKats Robotics Team","Kokomo","Indiana","USA","1992"
"frc4500","4500","RoboHounds","Clayton","Missouri","USA","2013"
"frc4501","4501","Humans","Santa Monica","California","USA","2013"
"frc4504","4504","B. C. Robotics","Maryville","Tennessee","USA","2013"
"frc4505","4505","McDonogh Robotics","Owings Mills","Maryland","USA","2013"
"frc4506","4506","PioNerds","Saint Paul","Minnesota","USA","2013"
"frc4507","4507","TARminators","Detroit","Michigan","USA","2013"
"frc4508","4508","Steel Stallions","Schuylerville","New York","USA","2013"
"frc4509","4509","Mechanical Bulls","Sugar Hill","Georgia","USA","2013"
"frc451","451","Cat Attack Robotics","Maumee","Ohio","USA","2000"
"frc4511","4511","Power Amplified","Plymouth","Minnesota","USA","2013"
"frc4512","4512","Otter Chaos","Everett","Washington","USA","2013"
"frc4513","4513","Circuit Breakers","Medical Lake","Washington","USA","2013"
"frc4514","4514","Calvert STEAM Works","Huntingtown","Maryland","USA","2013"
"frc4516","4516","Hyperion","Roswell","Georgia","USA","2013"
"frc4517","4517","Owl Robotics","Miami","Florida","USA","2013"
"frc4519","4519","King's Robotics","Oakville","Ontario","Canada","2013"
"frc4521","4521","Harrison Robotics","Harrison","Ohio","USA","2013"
"frc4522","4522","Team SCREAM","Sedalia","Missouri","USA","2013"
"frc4523","4523","MCROBO","Mayes County ","Oklahoma","USA","2013"
"frc4524","4524","Sigma 6","Memphis","Tennessee","USA","2013"
"frc4525","4525","Renaissance Robotics","St. Thomas","Ontario","Canada","2013"
"frc4526","4526","Léoméga","Terrebonne","Québec","Canada","2013"
"frc4528","4528","Automatons","Queens","New York","USA","2013"
"frc4529","4529","AI Robotics","Armadale","Victoria","Australia","2013"
"frc453","453","Rockem Sockem Robotics","Clinton Township","Michigan","USA","2000"
"frc4531","4531","STEAMpunk","Two Rivers","Wisconsin","USA","2013"
"frc4533","4533","Phoenix","Mount Pleasant","South Carolina","USA","2013"
"frc4534","4534","Wired Wizards","Wilmington","North Carolina","USA","2013"
"frc4536","4536","MinuteBots","Saint Paul","Minnesota","USA","2013"
"frc4537","4537","RoboRoos","Clovelly Park","South Australia","Australia","2013"
"frc4538","4538","Enginuity","Newport News","Virginia","USA","2013"
"frc4539","4539","KAOTIC Robotics","Frazee","Minnesota","USA","2013"
"frc4541","4541","CAVineers","Severn","Maryland","USA","2013"
"frc4543","4543","The Illuminators","San Jose","California","USA","2013"
"frc4546","4546","Shockwave","Dover","New Hampshire","USA","2013"
"frc4547","4547","WestyTek Robotics","Johnstown","Pennsylvania","USA","2013"
"frc4549","4549","Iron Bulls","South Saint Paul","Minnesota","USA","2013"
"frc4550","4550","Something's Bruin","Englewood","Colorado","USA","2013"
"frc4553","4553","Patriobots","Columbus","Mississippi","USA","2013"
"frc4555","4555","Sprocketology","Skowhegan","Maine","USA","2013"
"frc4557","4557","FullMetal Falcons","Middletown","Connecticut","USA","2013"
"frc456","456","Siege Robotics","Vicksburg","Mississippi","USA","2000"
"frc4561","4561","TerrorBytes","Research Triangle Park","North Carolina","USA","2013"
"frc4562","4562","Sentinel Robotics","Dunnellon","Florida","USA","2013"
"frc4564","4564","Orange Chaos","Brewer","Maine","USA","2013"
"frc4565","4565","Skyline Robotics","Mesa","Arizona","USA","2013"
"frc4567","4567","The Mechanized Mafia","Seaford","New York","USA","2013"
"frc4568","4568","Robot Commander","North Adams","Michigan","USA","2013"
"frc457","457","⚙️ Grease Monkeys ⚙️","San Antonio","Texas","USA","2000"
"frc4570","4570","Estacado Robodors","Lubbock","Texas","USA","2013"
"frc4571","4571","Rambots","New York","New York","USA","2013"
"frc4572","4572","Barlow Robotics","Redding","Connecticut","USA","2013"
"frc4573","4573","Rambotics","South River","New Jersey","USA","2013"
"frc4575","4575","Gemini","Media","Pennsylvania","USA","2013"
"frc4576","4576","Red Nation Robotics","Knoxville","Tennessee","USA","2013"
"frc4578","4578","CometBots","Los Angeles","California","USA","2013"
"frc4579","4579","RoboEagles","Federal Way","Washington","USA","2013"
"frc4580","4580","Conductors","Indianapolis","Indiana","USA","2013"
"frc4582","4582","Robohawks","Myrtle Beach","South Carolina","USA","2013"
"frc4583","4583","Robosaurus","San Diego","California","USA","2013"
"frc4584","4584","SentinelFox Engineering","Mexicali","Baja California","Mexico","2013"
"frc4585","4585","Husky Robotics","Midvale","Utah","USA","2013"
"frc4586","4586","PRIMO","Modi'in","HaMerkaz","Israel","2013"
"frc4587","4587","Jersey Voltage 4587","Jersey Village","Texas","USA","2013"
"frc4590","4590","GreenBlitz","Hakfar Hayarok","Tel-Aviv","Israel","2013"
"frc4592","4592","M3 Mighty Mechanical Mustangs","Hollywood","Florida","USA","2013"
"frc4593","4593","Rapid Acceleration","Rapid City","South Dakota","USA","2013"
"frc4594","4594","Phéminix","Montreal","Québec","Canada","2013"
"frc4595","4595","Infinity","Windsor","Ontario","Canada","2013"
"frc4597","4597","SABERBOTS","Edinburg","Texas","USA","2013"
"frc4598","4598","ICARUS INNOVATED","Sandy","Utah","USA","2013"
"frc4600","4600","Tech Titans","Saint Louis","Missouri","USA","2013"
"frc4601","4601","Circuit Birds","Canfield","Ohio","USA","2013"
"frc4603","4603","Forza One - Peñoles","Gomez Palacio ","Durango","Mexico","2013"
"frc4604","4604","Intimitrons from Area 51","Calgary","Alberta","Canada","2013"
"frc4607","4607","C.I.S.","Becker","Minnesota","USA","2013"
"frc4608","4608","Duct Tape Warriors","Tekoa","Washington","USA","2013"
"frc461","461","Westside Boiler Invasion","West Lafayette","Indiana","USA","2000"
"frc4610","4610","BearTecs","Bastrop","Texas","USA","2013"
"frc4611","4611","OZone","Delaware","Ohio","USA","2013"
"frc4613","4613","Barker Redbacks","Sydney","New South Wales","Australia","2013"
"frc4614","4614","Purple Monkey Dishwasher","St Marys","New South Wales","Australia","2013"
"frc4615","4615","Steel Trojans","Chambersburg","Pennsylvania","USA","2013"
"frc4616","4616","Team Pharaohs","San Diego","California","USA","2013"
"frc4617","4617","DAUN","London","Ontario","Canada","2013"
"frc4618","4618","Newman Robotics","Stoney Creek","Ontario","Canada","2013"
"frc4619","4619","HawkBots","Anaheim","California","USA","2013"
"frc4622","4622","Academy at the Lakes Wildcats","Land O Lakes","Florida","USA","2013"
"frc4623","4623","Flyer Robotics","Little Falls","Minnesota","USA","2013"
"frc4624","4624","Rebel Alliance","Owatonna","Minnesota","USA","2013"
"frc4625","4625","Trappers","Fort McMurray","Alberta","Canada","2013"
"frc4626","4626","Iron Centaurs","Brooklyn Center","Minnesota","USA","2013"
"frc4627","4627","Manning Robotics","Calgary","Alberta","Canada","2013"
"frc4628","4628","Sintian Robotics","West Haven","Connecticut","USA","2013"
"frc4630","4630","Robodragons","Clinton","Tennessee","USA","2013"
"frc4632","4632","Monti-Pythons","Monticello","Minnesota","USA","2013"
"frc4633","4633","Bobcats","Calgary","Alberta","Canada","2013"
"frc4634","4634","The Wolfbotz","Calgary","Alberta","Canada","2013"
"frc4635","4635","PrepaTec - Botbusters","Monterrey","Nuevo León","Mexico","2013"
"frc4637","4637","BambieBotz","Philadelphia","Pennsylvania","USA","2013"
"frc4638","4638","Jagbots","Germantown","Maryland","USA","2013"
"frc4639","4639","The RoboSpartans","Katy","Texas","USA","2013"
"frc4640","4640","Metallic Panthers 4640","new york","New York","USA","2013"
"frc4641","4641","TALON Inc.","Red Oak","Texas","USA","2013"
"frc4643","4643","Butte Built Bots","Oroville","California","USA","2013"
"frc4645","4645","The Chicago Style BotDogs","Chicago","Illinois","USA","2013"
"frc4646","4646","Wildcard Robotics","Polk City","Iowa","USA","2013"
"frc4648","4648","Techno-Tech","Jordan","Minnesota","USA","2013"
"frc4649","4649","HeavyMech","TEL AVIV","Tel-Aviv","Israel","2013"
"frc4652","4652","Ironmen 2","Ramsey","New Jersey","USA","2013"
"frc4653","4653","Ironmen Robotics","Ramsey","New Jersey","USA","2013"
"frc4654","4654","Mountaineers","Deming","Washington","USA","2013"
"frc4655","4655","Stateline Robotics","Rockton","Illinois","USA","2013"
"frc4656","4656","Rock Solid Robotics","Two Harbors","Minnesota","USA","2013"
"frc4657","4657","Saints Robotics","Saint Croix Falls","Wisconsin","USA","2013"
"frc4661","4661","Cypher","beit hashmonay","HaMerkaz","Israel","2013"
"frc4662","4662","Byte Sized Robotics","Scappoose","Oregon","USA","2013"
"frc4663","4663","Cyber Tigers","Belle Plaine","Minnesota","USA","2013"
"frc4664","4664","Butler Bots","Andover","Minnesota","USA","2013"
"frc4665","4665","Predators","Glencoe","Minnesota","USA","2013"
"frc4669","4669","Galileo Robotics","San Francisco","California","USA","2013"
"frc467","467","Center of Mass","Shrewsbury","Massachusetts","USA","2000"
"frc4671","4671","Mechaneers","Pierz","Minnesota","USA","2013"
"frc4674","4674","RoboJacks","Bemidji","Minnesota","USA","2013"
"frc4676","4676","Battery Chargers","Palos Hills","Illinois","USA","2013"
"frc4678","4678","CyberCavs","Breslau","Ontario","Canada","2013"
"frc468","468","Aftershock","Flint","Michigan","USA","2000"
"frc4680","4680","AzTech Eagles","Detroit","Michigan","USA","2013"
"frc4681","4681","Murphy's law","Everett","Washington","USA","2013"
"frc4682","4682","CyBears","Seattle","Washington","USA","2013"
"frc4683","4683","Full Metal Robotics","Marysville ","Washington","USA","2013"
"frc4685","4685","Aztlavolt","Azcapotzalco","Distrito Federal","Mexico","2013"
"frc4687","4687","Spartobots","Long Lake","Minnesota","USA","2013"
"frc4688","4688","Saints Bot","Belle River","Ontario","Canada","2013"
"frc469","469","Las Guerrillas","Pontiac","Michigan","USA","2000"
"frc4692","4692","Metal Mallards","Toutle","Washington","USA","2013"
"frc4693","4693","Talk Nerdy to Me","Rockford ","Minnesota","USA","2013"
"frc4694","4694","Atomic Armadillos","Amarillo","Texas","USA","2013"
"frc4696","4696","RoboAzTechs","el paso","Texas","USA","2013"
"frc4698","4698","Raider Robotics","Sacramento","California","USA","2013"
"frc470","470","Grizzly Robotics","Ypsilanti","Michigan","USA","2000"
"frc4701","4701","Warriors (Team W.I.R.E.)","Savannah","Georgia","USA","2013"
"frc4702","4702","Cyberdogz","Chicago","Illinois","USA","2013"
"frc4703","4703","Menahga Gigabot$","Menahga","Minnesota","USA","2013"
"frc4704","4704","Northern Lights Robotics","Timmins","Ontario","Canada","2013"
"frc4707","4707","FORCE","Santo Domingo","Santo Domingo","Dominican Republic","2013"
"frc4711","4711","The Flying Aces","Camarillo","California","USA","2013"
"frc4714","4714","The Millennium Falcons","Richmond","Virginia","USA","2013"
"frc4715","4715","Big Bay de Noc Bear Bots","Cooks","Michigan","USA","2013"
"frc4716","4716","Purple Raiders","Windsor","Ontario","Canada","2013"
"frc4717","4717","Westerner Robotics","Lubbock","Texas","USA","2013"
"frc4718","4718","RoboPanthers","Toronto","Ontario","Canada","2013"
"frc4721","4721","Tiger Bots","Memphis","Tennessee","USA","2013"
"frc4723","4723","Prepa Tecmilenio - EARTH - 4723","Monterrey","Nuevo León","Mexico","2013"
"frc4726","4726","Robo Dynasty","Asotin","Washington","USA","2013"
"frc4728","4728","ROCORI Ratcheteers","Cold Spring","Minnesota","USA","2013"
"frc4729","4729","EMU Robotics","Sydney","New South Wales","Australia","2013"
"frc4730","4730","Terminators","Albany","Georgia","USA","2013"
"frc4731","4731","PrepaTec - MONARCH-E","Morelia","Michoacán","Mexico","2013"
"frc4732","4732","SWC Robotics","Thunder Bay","Ontario","Canada","2013"
"frc4733","4733","Scarlett Robotics","Calgary","Alberta","Canada","2013"
"frc4734","4734","The Iron Plainsmen","Lubbock","Texas","USA","2013"
"frc4735","4735","Prepa Tecmilenio - DEROF - Peñoles","TORREON","Coahuila","Mexico","2013"
"frc4737","4737","Atomigators","West Bloomfield","Michigan","USA","2013"
"frc4738","4738","Patribots","San Diego","California","USA","2013"
"frc4739","4739","Normanhurst Nitro","Normanhurst","New South Wales","Australia","2013"
"frc4740","4740","Sparta Bots","Nashville","Tennessee","USA","2013"
"frc4741","4741","WingNuts","Redwood Falls","Minnesota","USA","2013"
"frc4744","4744","Ninjas","Hadera","Haifa","Israel","2013"
"frc4746","4746","Tecmilenio - Alebrijes - 4746","Monterrey","Nuevo León","Mexico","2013"
"frc4748","4748","Bulldog (Auto)'bots","Charleston","South Carolina","USA","2013"
"frc4749","4749","Pisgah Robotics","Alpharetta","Georgia","USA","2013"
"frc4750","4750","Bert","Pennsauken","New Jersey","USA","2013"
"frc4757","4757","Talos","Petach Tikva","HaMerkaz","Israel","2013"
"frc4758","4758","RoboBlazers","Detroit","Michigan","USA","2013"
"frc4761","4761","The Robockets","Reading","Massachusetts","USA","2013"
"frc4762","4762","Robo-Saints","St. Charles","Minnesota","USA","2013"
"frc4763","4763","i to the Fourth Robotics","Fullerton","California","USA","2013"
"frc4764","4764","The Memphis MechWarriors","Memphis","Tennessee","USA","2013"
"frc4765","4765","PWRUP","Los Altos Hills","California","USA","2013"
"frc4766","4766","Team SCREAM Jr.","Sedalia","Missouri","USA","2013"
"frc4767","4767","C4","Shelby","North Carolina","USA","2013"
"frc4768","4768","Cody ""The Green Comet""","Detroit","Michigan","USA","2013"
"frc4769","4769","Nerdvana","Saint Petersburg","Florida","USA","2013"
"frc4773","4773","Steel Horses","Bronx","New York","USA","2013"
"frc4774","4774","The Drop Bears","Sydney","New South Wales","Australia","2013"
"frc4775","4775","Aztech Robotics","Mexico City","Mexico","Mexico","2013"
"frc4776","4776","S.C.O.T.S. Bots","Howell","Michigan","USA","2013"
"frc4777","4777","Spirit Robotics","Mississauga","Ontario","Canada","2013"
"frc4778","4778","Stormbots","Chanhassen","Minnesota","USA","2013"
"frc4779","4779","RoboSapiens","Marine City","Michigan","USA","2013"
"frc4780","4780","Tenacious Drones","Cleveland","Ohio","USA","2013"
"frc4781","4781","RoboSpartans","Connersville","Indiana","USA","2013"
"frc4782","4782","PrepaTec - Borrebots","Hermosillo","Sonora","Mexico","2013"
"frc4783","4783","The RoboRavens","Nepean","Ontario","Canada","2013"
"frc4784","4784","ATOM","Afula","HaZafon","Israel","2013"
"frc4786","4786","Nicolet FEAR","Milwaukee","Wisconsin","USA","2013"
"frc4787","4787","Axiom","Chicago","Illinois","USA","2013"
"frc4788","4788","Can't Control","Perth","Western Australia","Australia","2013"
"frc4791","4791","Pandroids","South Bend","Indiana","USA","2013"
"frc4792","4792","Desert Storm","North Las Vegas","Nevada","USA","2013"
"frc4794","4794","infinity","shaab","Haifa","Israel","2013"
"frc4795","4795","Eastbots","Chapel Hill","North Carolina","USA","2013"
"frc4796","4796","Cyber Dragons","Hyde Park","Massachusetts","USA","2013"
"frc4799","4799","Lazbuddie Robotics","Lazbuddie","Texas","USA","2013"
"frc48","48","Team E.L.I.T.E.","Warren","Ohio","USA","1998"
"frc4800","4800","Rage Against the Machines","Las Vegas","Nevada","USA","2013"
"frc4801","4801","Blacktown Boys Cybernetic Phoenix","Blacktown","New South Wales","Australia","2013"
"frc4802","4802","U.M.M (Unidentified Moving Machines)","Blacktown","New South Wales","Australia","2013"
"frc4804","4804","Port PiraTech","Port Washington","Wisconsin","USA","2013"
"frc4805","4805","Robotic Warriors","New Orleans","Louisiana","USA","2013"
"frc4809","4809","Black Knight Robotics","Marceline","Missouri","USA","2013"
"frc4810","4810","I AM Robot","Clinton Township","Michigan","USA","2013"
"frc4811","4811","Majestic Eagles","Madison Heights","Michigan","USA","2013"
"frc4814","4814","WE MARS Incubator","London","Ontario","Canada","2013"
"frc4815","4815","ELECTROPANTHERS","Center Line","Michigan","USA","2013"
"frc4816","4816","Gadget Girls","Raleigh","North Carolina","USA","2013"
"frc4817","4817","One Degree North","Singapore","North West","Singapore","2013"
