"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","blue1","blue2","blue3","blue_score"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm48","qm","1","48","frc2914","frc2961","frc357","54","frc2537","frc449","frc614","33"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm49","qm","1","49","frc1111","frc1793","frc836","43","frc122","frc1699","frc272","56"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm50","qm","1","50","frc1446","frc1748","frc611","72","frc1418","frc1915","frc2900","48"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm51","qm","1","51","frc1712","frc181","frc2911","62","frc2421","frc2913","frc615","34"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm52","qm","1","52","frc2199","frc2819","frc597","113","frc1522","frc1885","frc709","18"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm53","qm","1","53","frc1719","frc3046","frc587","42","frc2068","frc2377","frc2964","68"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm54","qm","1","54","frc1872","frc53","frc620","46","frc176","frc2912","frc339","59"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm55","qm","1","55","frc1123","frc2537","frc2963","44","frc1446","frc1629","frc623","85"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm56","qm","1","56","frc1279","frc2913","frc357","59","frc1900","frc2962","frc836","42"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm57","qm","1","57","frc118","frc122","frc2421","90","frc2199","frc401","frc768","64"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm58","qm","1","58","frc1915","frc45","frc709","60","frc116","frc2068","frc614","34"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm59","qm","1","59","frc1793","frc2912","frc615","26","frc1418","frc1719","frc365","76"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm60","qm","1","60","frc1727","frc2729","frc2964","38","frc1111","frc2911","frc597","42"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm61","qm","1","61","frc1748","frc176","frc2377","72","frc2121","frc2819","frc2961","36"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm62","qm","1","62","frc181","frc1872","frc346","83","frc2900","frc538","frc587","34"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm63","qm","1","63","frc1849","frc272","frc611","24","frc1712","frc234","frc339","64"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm64","qm","1","64","frc2914","frc620","frc7","50","frc1522","frc1699","frc1731","52"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm65","qm","1","65","frc1123","frc3046","frc53","56","frc1370","frc1885","frc449","36"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm66","qm","1","66","frc2537","frc2913","frc365","60","frc2121","frc2199","frc2964","48"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm67","qm","1","67","frc116","frc1446","frc2421","42","frc1872","frc1900","frc2819","48"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm68","qm","1","68","frc272","frc45","frc623","74","frc1748","frc357","frc615","22"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm69","qm","1","69","frc1418","frc2377","frc2729","58","frc2963","frc620","frc709","48"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm70","qm","1","70","frc122","frc2912","frc7","56","frc1123","frc1727","frc1915","36"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm71","qm","1","71","frc176","frc1849","frc587","54","frc1370","frc1793","frc401","34"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm72","qm","1","72","frc118","frc1699","frc181","39","frc234","frc3046","frc597","60"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm73","qm","1","73","frc1719","frc2911","frc614","36","frc2900","frc2962","frc53","50"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm74","qm","1","74","frc1279","frc1731","frc346","40","frc1111","frc339","frc449","57"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm75","qm","1","75","frc1522","frc1712","frc2961","54","frc2068","frc538","frc836","64"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qm76","qm","1","76","frc1629","frc1885","frc768","48","frc2377","frc2914","frc611","40"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf1m1","qf","1","1","frc234","frc45","frc620","126","frc1111","frc122","frc768","100"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf1m2","qf","1","2","frc234","frc45","frc620","107","frc1111","frc122","frc768","52"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf2m1","qf","2","1","frc116","frc339","frc365","60","frc1712","frc176","frc2068","62"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf2m2","qf","2","2","frc116","frc339","frc365","65","frc1712","frc176","frc2068","73"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf3m1","qf","3","1","frc1629","frc346","frc7","46","frc118","frc1279","frc538","80"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf3m2","qf","3","2","frc1629","frc346","frc7","40","frc118","frc1279","frc538","60"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf4m1","qf","4","1","frc1731","frc2377","frc272","64","frc1727","frc2199","frc836","65"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_qf4m2","qf","4","2","frc1731","frc2377","frc272","54","frc1727","frc2199","frc836","89"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_sf1m1","sf","1","1","frc234","frc45","frc620","95","frc1712","frc176","frc2068","42"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_sf1m2","sf","1","2","frc234","frc45","frc620","101","frc1712","frc176","frc2068","64"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_sf2m1","sf","2","1","frc118","frc1279","frc538","115","frc1727","frc2199","frc836","79"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_sf2m2","sf","2","2","frc118","frc1279","frc538","69","frc1727","frc2199","frc836","65"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_f1m1","f","1","1","frc234","frc45","frc620","88","frc118","frc1279","frc538","78"
"2009dc","Washington DC","2009-02-26","2009-02-28","2009dc_f1m2","f","1","2","frc234","frc45","frc620","119","frc118","frc1279","frc538","50"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm1","qm","1","1","frc2462","frc2831","frc2940","42","frc1755","frc2115","frc2781","42"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm2","qm","1","2","frc1024","frc1781","frc2741","64","frc2014","frc2709","frc2739","42"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm3","qm","1","3","frc135","frc2364","frc3067","74","frc2151","frc2381","frc648","57"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm4","qm","1","4","frc2338","frc2358","frc71","90","frc1652","frc2171","frc2533","23"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm5","qm","1","5","frc111","frc1850","frc2022","86","frc2432","frc2725","frc2769","44"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm6","qm","1","6","frc1091","frc1327","frc2433","21","frc101","frc1732","frc81","100"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm7","qm","1","7","frc1114","frc2041","frc2136","88","frc1000","frc2803","frc3107","30"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm8","qm","1","8","frc16","frc1675","frc1739","46","frc1525","frc217","frc3061","48"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm9","qm","1","9","frc1741","frc2112","frc2490","14","frc1625","frc1781","frc2039","62"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm10","qm","1","10","frc1652","frc2358","frc2781","76","frc1024","frc2022","frc81","40"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm11","qm","1","11","frc1755","frc2709","frc2831","38","frc1114","frc1327","frc2381","46"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm12","qm","1","12","frc2171","frc2338","frc2364","26","frc101","frc1739","frc2741","50"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm13","qm","1","13","frc2151","frc2432","frc3107","38","frc1000","frc2014","frc2490","56"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm14","qm","1","14","frc1741","frc217","frc71","104","frc1091","frc2041","frc2739","71"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm15","qm","1","15","frc1625","frc1850","frc2803","70","frc16","frc2462","frc2533","65"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm16","qm","1","16","frc1675","frc2115","frc3061","44","frc111","frc3067","frc648","52"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm17","qm","1","17","frc1525","frc2136","frc2769","38","frc1732","frc2112","frc2940","74"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm18","qm","1","18","frc135","frc2014","frc2725","46","frc1739","frc2039","frc2433","66"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm19","qm","1","19","frc1850","frc217","frc2381","30","frc101","frc2151","frc2358","62"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm20","qm","1","20","frc2432","frc2741","frc3061","68","frc1114","frc1755","frc2533","76"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm21","qm","1","21","frc1625","frc2739","frc2781","88","frc1327","frc2136","frc648","26"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm22","qm","1","22","frc1741","frc2115","frc3107","32","frc1732","frc2709","frc71","114"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm23","qm","1","23","frc1781","frc2433","frc81","56","frc2338","frc2803","frc2940","36"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm24","qm","1","24","frc2112","frc2725","frc3067","36","frc1091","frc2171","frc2831","30"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm25","qm","1","25","frc1000","frc1024","frc2769","85","frc1525","frc1675","frc2364","28"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm26","qm","1","26","frc111","frc135","frc1652","94","frc2041","frc2462","frc2490","15"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm27","qm","1","27","frc2022","frc2039","frc2709","54","frc101","frc16","frc2940","62"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm28","qm","1","28","frc1327","frc1781","frc2781","53","frc1739","frc1850","frc3107","40"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm29","qm","1","29","frc1000","frc2381","frc2433","51","frc1625","frc2741","frc71","151"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm30","qm","1","30","frc111","frc2014","frc2803","48","frc1525","frc1652","frc2831","54"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm31","qm","1","31","frc16","frc2364","frc2432","52","frc2115","frc2358","frc2739","48"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm32","qm","1","32","frc1091","frc2022","frc2338","30","frc1675","frc2151","frc2462","58"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm33","qm","1","33","frc1732","frc2769","frc3067","56","frc1114","frc2039","frc217","99"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm34","qm","1","34","frc2490","frc2533","frc2725","28","frc1024","frc2041","frc648","93"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm35","qm","1","35","frc1755","frc3061","frc81","68","frc135","frc2136","frc2171","80"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm36","qm","1","36","frc111","frc1739","frc2112","64","frc1000","frc1741","frc2358","60"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm37","qm","1","37","frc2115","frc2741","frc2803","52","frc1091","frc1850","frc2039","78"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm38","qm","1","38","frc217","frc2940","frc648","68","frc2014","frc2338","frc2432","12"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm39","qm","1","39","frc1525","frc2433","frc2709","38","frc2041","frc2781","frc3067","72"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm40","qm","1","40","frc1024","frc1732","frc3061","88","frc101","frc1781","frc2462","49"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm41","qm","1","41","frc2171","frc2490","frc71","78","frc1327","frc16","frc2769","34"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm42","qm","1","42","frc1625","frc2151","frc2725","75","frc1114","frc2739","frc81","90"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm43","qm","1","43","frc1741","frc2022","frc2831","82","frc2136","frc2364","frc2533","54"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm44","qm","1","44","frc1675","frc1755","frc2381","72","frc1652","frc2112","frc3107","54"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm45","qm","1","45","frc135","frc1525","frc2741","60","frc1327","frc217","frc2358","52"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm46","qm","1","46","frc1091","frc1739","frc71","98","frc111","frc2432","frc2709","62"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm47","qm","1","47","frc1625","frc2041","frc2533","106","frc1732","frc2014","frc2364","22"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm48","qm","1","48","frc101","frc2115","frc2136","14","frc1675","frc1781","frc2725","40"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm49","qm","1","49","frc1652","frc1755","frc2462","58","frc2151","frc2433","frc2769","52"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm50","qm","1","50","frc1000","frc648","frc81","65","frc16","frc2039","frc2831","64"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm51","qm","1","51","frc2739","frc3067","frc3107","54","frc2022","frc2112","frc2803","38"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm52","qm","1","52","frc1741","frc2781","frc3061","66","frc2338","frc2381","frc2490","44"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm53","qm","1","53","frc1114","frc135","frc1850","86","frc1024","frc2171","frc2940","24"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm54","qm","1","54","frc1327","frc2462","frc2725","18","frc1000","frc217","frc2364","85"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm55","qm","1","55","frc101","frc2433","frc2739","64","frc2533","frc2831","frc3107","14"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm56","qm","1","56","frc1525","frc1755","frc648","62","frc1781","frc2022","frc71","62"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm57","qm","1","57","frc111","frc2039","frc2136","102","frc1024","frc1850","frc2338","64"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm58","qm","1","58","frc2041","frc2115","frc2381","66","frc1739","frc2769","frc81","61"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm59","qm","1","59","frc1732","frc2151","frc2171","54","frc1675","frc2709","frc2803","0"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm60","qm","1","60","frc1091","frc2358","frc2940","50","frc1625","frc2490","frc3061","85"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm61","qm","1","61","frc1114","frc16","frc2014","90","frc135","frc2112","frc2781","56"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm62","qm","1","62","frc1327","frc1652","frc2741","48","frc1741","frc2432","frc3067","32"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm63","qm","1","63","frc2022","frc217","frc2171","111","frc1024","frc2115","frc2433","38"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm64","qm","1","64","frc1732","frc2490","frc2739","50","frc1000","frc1739","frc1755","38"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm65","qm","1","65","frc1625","frc2709","frc2769","72","frc135","frc2338","frc2831","76"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm66","qm","1","66","frc2039","frc2432","frc2533","48","frc1525","frc2151","frc2781","51"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm67","qm","1","67","frc2940","frc3107","frc81","60","frc111","frc2364","frc2741","82"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm68","qm","1","68","frc101","frc1675","frc648","85","frc1114","frc1741","frc2803","77"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm69","qm","1","69","frc2136","frc2358","frc2462","50","frc2014","frc3067","frc71","98"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm70","qm","1","70","frc1652","frc1781","frc2381","56","frc1091","frc16","frc2725","76"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qm71","qm","1","71","frc2041","frc2112","frc217","64","frc1850","frc2151","frc3061","34"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf1m1","qf","1","1","frc1000","frc1114","frc71","70","frc1652","frc1732","frc2041","28"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf1m2","qf","1","2","frc1000","frc1114","frc71","56","frc1652","frc1732","frc2041","74"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf1m3","qf","1","3","frc1000","frc1114","frc71","78","frc1652","frc1732","frc2041","82"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf2m1","qf","2","1","frc135","frc2039","frc2338","79","frc1741","frc2741","frc81","56"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf2m2","qf","2","2","frc135","frc2039","frc2338","74","frc1741","frc2741","frc81","71"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf3m1","qf","3","1","frc2022","frc217","frc2781","58","frc101","frc16","frc648","74"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf3m2","qf","3","2","frc2022","frc217","frc2781","69","frc101","frc16","frc648","64"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf3m3","qf","3","3","frc2022","frc217","frc2781","55","frc101","frc16","frc648","46"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf4m1","qf","4","1","frc111","frc1625","frc1675","92","frc1024","frc2358","frc3067","42"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_qf4m2","qf","4","2","frc111","frc1625","frc1675","85","frc1024","frc2358","frc3067","34"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_sf1m1","sf","1","1","frc1652","frc1732","frc2041","66","frc135","frc2039","frc2338","102"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_sf1m2","sf","1","2","frc1652","frc1732","frc2041","68","frc135","frc2039","frc2338","70"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_sf2m1","sf","2","1","frc2022","frc217","frc2781","52","frc111","frc1625","frc1675","104"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_sf2m2","sf","2","2","frc2022","frc217","frc2781","77","frc111","frc1625","frc1675","60"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_sf2m3","sf","2","3","frc2022","frc217","frc2781","54","frc111","frc1625","frc1675","84"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_f1m1","f","1","1","frc135","frc2039","frc2338","80","frc111","frc1625","frc1675","88"
"2009il","Midwest","2009-02-26","2009-02-28","2009il_f1m2","f","1","2","frc135","frc2039","frc2338","64","frc111","frc1625","frc1675","82"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm1","qm","1","1","frc2167","frc2177","frc931","44","frc1730","frc1810","frc2874","40"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm2","qm","1","2","frc1785","frc1827","frc1847","46","frc1764","frc2799","frc938","52"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm3","qm","1","3","frc1985","frc2410","frc2560","42","frc1094","frc2353","frc2366","50"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm4","qm","1","4","frc1805","frc1997","frc2334","46","frc1806","frc2164","frc537","95"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm5","qm","1","5","frc1737","frc1992","frc2346","32","frc1825","frc1981","frc2008","46"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm6","qm","1","6","frc1763","frc1775","frc525","90","frc1208","frc1782","frc1994","26"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm7","qm","1","7","frc1776","frc1777","frc935","74","frc1448","frc1996","frc2357","32"
"2009kc","Greater Kansas City","2009-02-26","2009-02-28","2009kc_qm8","qm","1","8","frc1800","frc2345","frc2894","38","frc1769","frc1939","frc1982","74"
