"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","winning_alliance","red1","red2","red3","blue1","blue2","blue3"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm1","qm","1","1","blue","frc1007","frc1057","frc1611","frc1261","frc1398","frc1415"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm2","qm","1","2","red","frc1319","frc1648","frc519","frc1304","frc1588","frc34"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm3","qm","1","3","blue","frc1180","frc1683","frc462","frc1167","frc1376","frc1414"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm4","qm","1","4","blue","frc1029","frc1589","frc538","frc1183","frc1379","frc1550"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm5","qm","1","5","blue","frc1040","frc1612","frc281","frc1127","frc1336","frc1534"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm6","qm","1","6","red","frc1311","frc1407","frc1436","frc1139","frc1371","frc590"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm7","qm","1","7","blue","frc1345","frc1440","frc801","frc1390","frc1539","frc832"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm8","qm","1","8","red","frc1002","frc1102","frc1284","frc1263","frc1553","frc1597"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm9","qm","1","9","red","frc1319","frc1414","frc1611","frc1550","frc281","frc590"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm10","qm","1","10","blue","frc1007","frc1648","frc801","frc1376","frc1534","frc538"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm11","qm","1","11","red","frc1284","frc1390","frc1407","frc1304","frc1398","frc1683"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm12","qm","1","12","red","frc1002","frc1379","frc1612","frc1415","frc1436","frc1440"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm13","qm","1","13","red","frc1102","frc462","frc519","frc1029","frc1127","frc1371"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm14","qm","1","14","red","frc1057","frc1345","frc1553","frc1180","frc1589","frc34"
"2005ga","Peachtree","2005-03-03","2005-03-05","2005ga_qm15","qm","1","15","red","frc1040","frc1311","frc1539","frc1261","frc1588","frc1597"
