"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","winning_alliance","red1","red2","red3","blue1","blue2","blue3"
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm50","qm","1","50","red","frc1090","frc45","","frc1028","frc1067",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm51","qm","1","51","blue","frc16","frc880","","frc755","frc877",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm52","qm","1","52","red","frc476","frc967","","frc1020","frc648",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm53","qm","1","53","blue","frc906","frc982","","frc1178","frc538",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm54","qm","1","54","red","frc1005","frc1098","","frc1208","frc868",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm55","qm","1","55","red","frc770","frc939","","frc1215","frc447",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm56","qm","1","56","red","frc1094","frc931","","frc829","frc876",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm57","qm","1","57","blue","frc1101","frc1182","","frc171","frc938",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm58","qm","1","58","blue","frc765","frc941","","frc442","frc525",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm59","qm","1","59","blue","frc513","frc764","","frc1024","frc936",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm60","qm","1","60","blue","frc879","frc940","","frc1104","frc875",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm61","qm","1","61","red","frc1018","frc1028","","frc31","frc937",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm62","qm","1","62","blue","frc1067","frc877","","frc1090","frc547",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm63","qm","1","63","blue","frc648","frc755","","frc16","frc45",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm64","qm","1","64","blue","frc1020","frc1178","","frc476","frc880",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm65","qm","1","65","blue","frc1208","frc538","","frc906","frc967",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm66","qm","1","66","red","frc447","frc868","","frc1005","frc982",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm67","qm","1","67","blue","frc1215","frc356","","frc1098","frc770",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm68","qm","1","68","red","frc1209","frc878","","frc1210","frc939",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm69","qm","1","69","blue","frc393","frc935","","frc650","frc765",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm70","qm","1","70","red","frc829","frc936","","frc764","frc941",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm71","qm","1","71","red","frc1104","frc938","","frc513","frc879",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm72","qm","1","72","red","frc525","frc937","","frc1028","frc940",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm73","qm","1","73","blue","frc1024","frc1090","","frc1018","frc877",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm74","qm","1","74","red","frc1067","frc16","","frc648","frc875",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm75","qm","1","75","blue","frc476","frc755","","frc1178","frc31",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm76","qm","1","76","blue","frc1020","frc906","","frc1208","frc547",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm77","qm","1","77","blue","frc1005","frc538","","frc447","frc45",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm78","qm","1","78","red","frc1098","frc868","","frc356","frc880",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm79","qm","1","79","blue","frc1210","frc1215","","frc878","frc967",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm80","qm","1","80","red","frc1209","frc650","","frc393","frc982",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm81","qm","1","81","red","frc770","frc876","","frc931","frc935",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm82","qm","1","82","red","frc1094","frc171","","frc1182","frc939",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm83","qm","1","83","red","frc1101","frc442","","frc1024","frc937",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm84","qm","1","84","blue","frc879","frc941","","frc1067","frc1090",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm85","qm","1","85","blue","frc1028","frc513","","frc16","frc755",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm86","qm","1","86","red","frc877","frc940","","frc1020","frc476",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm87","qm","1","87","blue","frc1018","frc648","","frc538","frc906",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm88","qm","1","88","blue","frc1178","frc875","","frc1005","frc868",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm89","qm","1","89","red","frc1208","frc31","","frc1098","frc1215",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm90","qm","1","90","red","frc447","frc547","","frc1209","frc1210",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm91","qm","1","91","blue","frc356","frc45","","frc650","frc770",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm92","qm","1","92","red","frc878","frc880","","frc1094","frc876",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm93","qm","1","93","red","frc393","frc967","","frc1101","frc171",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm94","qm","1","94","red","frc931","frc982","","frc442","frc829",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm95","qm","1","95","blue","frc935","frc936","","frc1182","frc938",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm96","qm","1","96","red","frc1104","frc765","","frc525","frc939",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm97","qm","1","97","blue","frc755","frc764","","frc1018","frc16",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm98","qm","1","98","red","frc1020","frc879","","frc1178","frc476",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm99","qm","1","99","red","frc1028","frc538","","frc1208","frc906",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm100","qm","1","100","blue","frc868","frc940","","frc1005","frc447",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm101","qm","1","101","blue","frc1215","frc648","","frc1098","frc356",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm102","qm","1","102","blue","frc1209","frc875","","frc1210","frc878",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm103","qm","1","103","red","frc31","frc770","","frc393","frc650",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm104","qm","1","104","blue","frc1094","frc547","","frc876","frc931",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm105","qm","1","105","blue","frc1101","frc45","","frc171","frc936",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm106","qm","1","106","red","frc442","frc880","","frc765","frc829",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm107","qm","1","107","red","frc938","frc967","","frc1182","frc764",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm108","qm","1","108","blue","frc941","frc982","","frc525","frc939",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm109","qm","1","109","blue","frc1024","frc935","","frc513","frc937",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qm110","qm","1","110","red","frc1067","frc1104","","frc1090","frc877",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf1m1","qf","1","1","blue","frc1098","frc868","","frc171","frc650",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf1m2","qf","1","2","blue","frc868","frc906","","frc171","frc755",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf2m1","qf","2","1","blue","frc476","frc936","","frc1178","frc877",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf2m2","qf","2","2","blue","frc547","frc936","","frc877","frc935",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf3m1","qf","3","1","red","frc538","frc967","","frc1005","frc770",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf3m2","qf","3","2","blue","frc442","frc538","","frc770","frc931",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf4m1","qf","4","1","red","frc16","frc525","","frc447","frc45",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_qf4m2","qf","4","2","red","frc356","frc525","","frc1018","frc447",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf1m1","sf","1","1","red","frc171","frc650","","frc1005","frc770",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf1m2","sf","1","2","red","frc171","frc650","","frc1005","frc770",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf2m1","sf","2","1","blue","frc1178","frc877","","frc16","frc525",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_sf2m2","sf","2","2","red","frc1178","frc877","","frc356","frc525",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_f1m1","f","1","1","red","frc171","frc650","","frc1178","frc877",""
"2003mo","St. Louis","2003-03-06","2003-03-08","2003mo_f1m2","f","1","2","red","frc171","frc650","","frc1178","frc877",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm1","qm","1","1","blue","frc125","frc467","","frc500","frc885",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm2","qm","1","2","blue","frc1152","frc97","","frc1161","frc238",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm3","qm","1","3","red","frc131","frc40","","frc1058","frc79",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm4","qm","1","4","red","frc1073","frc176","","frc529","frc562",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm5","qm","1","5","red","frc157","frc42","","frc140","frc190",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm6","qm","1","6","red","frc236","frc58","","frc166","frc287",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm7","qm","1","7","red","frc175","frc88","","frc133","frc134",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm8","qm","1","8","blue","frc296","frc501","","frc358","frc811",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm9","qm","1","9","blue","frc138","frc241","","frc121","frc126",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm10","qm","1","10","blue","frc1153","frc246","","frc69","frc95",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm11","qm","1","11","blue","frc213","frc319","","frc151","frc172",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm12","qm","1","12","blue","frc238","frc500","","frc1058","frc885",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm13","qm","1","13","red","frc1161","frc529","","frc140","frc79",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm14","qm","1","14","blue","frc467","frc562","","frc190","frc287",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm15","qm","1","15","red","frc131","frc97","","frc125","frc133",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm16","qm","1","16","red","frc166","frc176","","frc1152","frc134",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm17","qm","1","17","red","frc157","frc358","","frc1073","frc40",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm18","qm","1","18","red","frc236","frc241","","frc126","frc246",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm19","qm","1","19","blue","frc42","frc95","","frc319","frc88",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm20","qm","1","20","blue","frc1153","frc58","","frc121","frc213",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm21","qm","1","21","red","frc501","frc69","","frc175","frc811",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm22","qm","1","22","red","frc138","frc151","","frc172","frc296",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm23","qm","1","23","blue","frc79","frc885","","frc1058","frc190",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm24","qm","1","24","blue","frc140","frc500","","frc125","frc287",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm25","qm","1","25","red","frc1161","frc238","","frc1152","frc467",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm26","qm","1","26","red","frc529","frc562","","frc134","frc40",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm27","qm","1","27","red","frc42","frc97","","frc133","frc246",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm28","qm","1","28","blue","frc1073","frc319","","frc166","frc58",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm29","qm","1","29","blue","frc126","frc131","","frc121","frc69",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm30","qm","1","30","red","frc138","frc88","","frc151","frc157",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm31","qm","1","31","red","frc175","frc176","","frc213","frc241",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm32","qm","1","32","blue","frc296","frc811","","frc358","frc501",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm33","qm","1","33","blue","frc236","frc95","","frc1153","frc172",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm34","qm","1","34","red","frc1058","frc190","","frc125","frc885",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm35","qm","1","35","blue","frc1152","frc287","","frc133","frc134",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm36","qm","1","36","red","frc140","frc79","","frc246","frc40",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm37","qm","1","37","red","frc1161","frc58","","frc467","frc500",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm38","qm","1","38","red","frc121","frc562","","frc166","frc88",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm39","qm","1","39","blue","frc157","frc238","","frc69","frc97",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm40","qm","1","40","red","frc213","frc296","","frc151","frc529",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm41","qm","1","41","blue","frc1073","frc176","","frc501","frc811",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm42","qm","1","42","blue","frc241","frc42","","frc126","frc95",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm43","qm","1","43","blue","frc1153","frc319","","frc236","frc358",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm44","qm","1","44","blue","frc131","frc138","","frc172","frc175",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm45","qm","1","45","red","frc125","frc885","","frc1058","frc134",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm46","qm","1","46","blue","frc133","frc246","","frc40","frc467",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm47","qm","1","47","blue","frc1152","frc190","","frc500","frc88",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm48","qm","1","48","blue","frc287","frc79","","frc166","frc69",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm49","qm","1","49","blue","frc1161","frc529","","frc1073","frc97",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm50","qm","1","50","blue","frc140","frc501","","frc121","frc151",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm51","qm","1","51","red","frc319","frc58","","frc241","frc95",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm52","qm","1","52","red","frc238","frc811","","frc358","frc562",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm53","qm","1","53","blue","frc1153","frc138","","frc126","frc213",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm54","qm","1","54","blue","frc157","frc175","","frc176","frc236",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm55","qm","1","55","red","frc131","frc296","","frc172","frc42",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm56","qm","1","56","blue","frc134","frc40","","frc1058","frc125",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm57","qm","1","57","blue","frc467","frc88","","frc500","frc69",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm58","qm","1","58","blue","frc246","frc885","","frc166","frc97",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm59","qm","1","59","blue","frc121","frc190","","frc1073","frc133",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm60","qm","1","60","red","frc79","frc95","","frc1152","frc151",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm61","qm","1","61","red","frc241","frc358","","frc138","frc238",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm62","qm","1","62","blue","frc1161","frc287","","frc1153","frc126",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm63","qm","1","63","red","frc140","frc157","","frc213","frc562",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm64","qm","1","64","blue","frc236","frc529","","frc172","frc319",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm65","qm","1","65","red","frc131","frc175","","frc296","frc501",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm66","qm","1","66","blue","frc176","frc811","","frc42","frc58",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm67","qm","1","67","red","frc1058","frc125","","frc134","frc500",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm68","qm","1","68","blue","frc69","frc97","","frc133","frc166",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm69","qm","1","69","blue","frc40","frc467","","frc1073","frc1152",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm70","qm","1","70","blue","frc88","frc885","","frc151","frc238",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm71","qm","1","71","red","frc1153","frc236","","frc140","frc190",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm72","qm","1","72","red","frc138","frc246","","frc126","frc562",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm73","qm","1","73","blue","frc175","frc79","","frc121","frc176",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm74","qm","1","74","blue","frc213","frc319","","frc296","frc529",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm75","qm","1","75","red","frc131","frc358","","frc172","frc95",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm76","qm","1","76","blue","frc1161","frc811","","frc501","frc58",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm77","qm","1","77","red","frc157","frc241","","frc287","frc42",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm78","qm","1","78","red","frc134","frc500","","frc1152","frc133",""
"2003nh","BAE SYSTEMS Granite State","2003-03-06","2003-03-08","2003nh_qm79","qm","1","79","red","frc1058","frc166","","frc1073","frc238",""
