"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","blue1","blue2","blue3","blue_score"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm59","qm","1","59","frc1805","frc2008","frc2357","0","frc1448","frc1710","frc2201","46"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm60","qm","1","60","frc1802","frc1981","frc2011","52","frc1775","frc1782","frc1825","2"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm61","qm","1","61","frc1776","frc1800","frc1810","24","frc1996","frc2004","frc2030","12"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm62","qm","1","62","frc1827","frc2376","frc2410","40","frc1939","frc1986","frc1994","50"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm63","qm","1","63","frc2001","frc2167","frc2353","18","frc1997","frc2334","frc2335","44"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm64","qm","1","64","frc2012","frc2346","frc2385","24","frc2560","frc935","frc938","40"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qm65","qm","1","65","frc1763","frc1769","frc2366","26","frc1730","frc1777","frc937","62"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf1m1","qf","1","1","frc1108","frc2164","frc2357","62","frc1802","frc1806","frc476","44"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf1m2","qf","1","2","frc1108","frc2164","frc2357","4","frc1802","frc1806","frc476","72"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf1m3","qf","1","3","frc1108","frc2164","frc2357","22","frc1802","frc1806","frc476","76"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf2m1","qf","2","1","frc1939","frc1986","frc2345","50","frc2201","frc2335","frc2410","44"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf2m2","qf","2","2","frc1939","frc1986","frc2345","62","frc2201","frc2335","frc2410","20"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf3m1","qf","3","1","frc1429","frc1764","frc2334","44","frc1776","frc1777","frc2560","46"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf3m2","qf","3","2","frc1429","frc1764","frc2334","28","frc1776","frc1777","frc2560","58"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf4m1","qf","4","1","frc1710","frc1730","frc935","28","frc1981","frc1996","frc1997","46"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf4m2","qf","4","2","frc1710","frc1730","frc935","54","frc1981","frc1996","frc1997","28"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_qf4m3","qf","4","3","frc1710","frc1730","frc935","38","frc1981","frc1996","frc1997","48"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_sf1m1","sf","1","1","frc1802","frc1806","frc476","68","frc1939","frc1986","frc2345","52"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_sf1m2","sf","1","2","frc1802","frc1806","frc476","64","frc1939","frc1986","frc2345","86"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_sf1m3","sf","1","3","frc1802","frc1806","frc476","82","frc1939","frc1986","frc2345","74"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_sf2m1","sf","2","1","frc1776","frc1777","frc2560","38","frc1981","frc1996","frc1997","34"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_sf2m2","sf","2","2","frc1776","frc1777","frc2560","26","frc1981","frc1996","frc1997","44"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_sf2m3","sf","2","3","frc1776","frc1777","frc2560","32","frc1981","frc1996","frc1997","54"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_f1m1","f","1","1","frc1802","frc1806","frc476","78","frc1981","frc1996","frc1997","66"
"2008kc","Greater Kansas City","2008-03-06","2008-03-08","2008kc_f1m2","f","1","2","frc1802","frc1806","frc476","66","frc1981","frc1996","frc1997","62"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm1","qm","1","1","frc1765","frc191","frc73","10","frc174","frc1930","frc365","32"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm2","qm","1","2","frc145","frc639","frc67","46","frc1551","frc2228","frc272","20"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm3","qm","1","3","frc1126","frc1503","frc250","42","frc1518","frc316","frc65","46"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm4","qm","1","4","frc1450","frc2340","frc84","62","frc1405","frc20","frc424","66"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm5","qm","1","5","frc1728","frc211","frc578","20","frc1713","frc229","frc378","38"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm6","qm","1","6","frc1585","frc68","frc768","48","frc1511","frc1591","frc1743","36"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm7","qm","1","7","frc1559","frc272","frc340","50","frc1507","frc2053","frc365","80"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm8","qm","1","8","frc1450","frc1551","frc73","32","frc1126","frc191","frc84","74"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm9","qm","1","9","frc1503","frc2228","frc316","56","frc20","frc378","frc65","82"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm10","qm","1","10","frc1511","frc229","frc68","14","frc1405","frc174","frc639","16"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm11","qm","1","11","frc1585","frc1713","frc1743","16","frc145","frc424","frc768","54"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm12","qm","1","12","frc1728","frc2053","frc250","28","frc340","frc578","frc67","70"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm13","qm","1","13","frc1507","frc1518","frc1559","62","frc1765","frc211","frc2340","34"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm14","qm","1","14","frc1591","frc174","frc84","32","frc191","frc1930","frc65","54"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm15","qm","1","15","frc1503","frc365","frc424","50","frc1405","frc1551","frc229","34"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm16","qm","1","16","frc1728","frc316","frc68","54","frc145","frc2228","frc73","26"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm17","qm","1","17","frc2340","frc250","frc340","24","frc1559","frc67","frc768","74"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm18","qm","1","18","frc1126","frc1765","frc20","98","frc1511","frc1713","frc639","40"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm19","qm","1","19","frc1743","frc2053","frc578","16","frc1518","frc1591","frc211","26"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm20","qm","1","20","frc1507","frc1930","frc272","48","frc1450","frc1585","frc378","52"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm21","qm","1","21","frc340","frc768","frc84","52","frc1503","frc174","frc67","66"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm22","qm","1","22","frc1559","frc639","frc65","8","frc1728","frc191","frc424","62"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm23","qm","1","23","frc1518","frc20","frc365","72","frc1405","frc145","frc1591","30"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm24","qm","1","24","frc1126","frc578","frc68","38","frc1585","frc1765","frc272","4"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm25","qm","1","25","frc1551","frc1930","frc250","36","frc1507","frc1713","frc211","28"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm26","qm","1","26","frc1511","frc2228","frc378","52","frc2053","frc2340","frc73","16"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm27","qm","1","27","frc1450","frc1559","frc316","20","frc1743","frc229","frc340","2"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm28","qm","1","28","frc1126","frc1518","frc67","64","frc1503","frc191","frc68","80"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm29","qm","1","29","frc145","frc1507","frc174","54","frc1713","frc1728","frc365","44"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm30","qm","1","30","frc1585","frc1591","frc639","40","frc211","frc250","frc73","22"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm31","qm","1","31","frc1930","frc20","frc768","84","frc229","frc578","frc65","50"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm32","qm","1","32","frc1511","frc1551","frc2053","58","frc272","frc316","frc424","82"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm33","qm","1","33","frc1405","frc378","frc84","64","frc1743","frc1765","frc2228","24"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm34","qm","1","34","frc1450","frc211","frc340","56","frc145","frc2340","frc68","48"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm35","qm","1","35","frc1728","frc65","frc73","10","frc1585","frc20","frc67","92"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm36","qm","1","36","frc1507","frc191","frc229","88","frc1511","frc250","frc272","78"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm37","qm","1","37","frc1591","frc378","frc578","40","frc1713","frc424","frc84","32"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm38","qm","1","38","frc1743","frc316","frc768","54","frc1450","frc1765","frc365","70"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm39","qm","1","39","frc1126","frc1551","frc174","88","frc1405","frc1559","frc2228","10"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm40","qm","1","40","frc1503","frc1518","frc2053","28","frc1930","frc2340","frc639","36"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm41","qm","1","41","frc145","frc1728","frc378","58","frc1507","frc250","frc68","60"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm42","qm","1","42","frc1713","frc272","frc73","56","frc1743","frc65","frc84","42"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm43","qm","1","43","frc1585","frc191","frc211","46","frc174","frc20","frc2228","58"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm44","qm","1","44","frc1450","frc424","frc67","46","frc1518","frc1765","frc1930","18"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm45","qm","1","45","frc1503","frc1511","frc578","34","frc1551","frc1559","frc365","46"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm46","qm","1","46","frc229","frc2340","frc768","56","frc1126","frc2053","frc639","66"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm47","qm","1","47","frc1405","frc211","frc316","30","frc1507","frc1591","frc340","44"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm48","qm","1","48","frc250","frc378","frc67","110","frc1450","frc174","frc1743","58"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm49","qm","1","49","frc1551","frc424","frc578","36","frc1503","frc20","frc73","54"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm50","qm","1","50","frc1126","frc145","frc1585","48","frc2053","frc229","frc84","34"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm51","qm","1","51","frc272","frc365","frc768","50","frc1518","frc1728","frc2228","24"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm52","qm","1","52","frc1405","frc1713","frc191","50","frc316","frc340","frc639","44"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm53","qm","1","53","frc1591","frc1930","frc68","24","frc1511","frc1559","frc2340","52"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm54","qm","1","54","frc1765","frc229","frc424","20","frc145","frc250","frc65","42"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm55","qm","1","55","frc211","frc365","frc84","78","frc1126","frc378","frc768","84"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm56","qm","1","56","frc1405","frc1585","frc73","26","frc191","frc2053","frc316","88"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm57","qm","1","57","frc1559","frc1713","frc20","34","frc272","frc67","frc68","118"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm58","qm","1","58","frc1507","frc1511","frc65","78","frc1450","frc578","frc639","40"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm59","qm","1","59","frc1728","frc174","frc1765","4","frc1503","frc1591","frc2340","64"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm60","qm","1","60","frc1930","frc2228","frc340","20","frc1518","frc1551","frc1743","58"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm61","qm","1","61","frc145","frc20","frc84","40","frc1559","frc191","frc250","74"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm62","qm","1","62","frc365","frc65","frc68","56","frc2053","frc211","frc424","40"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm63","qm","1","63","frc1511","frc67","frc73","68","frc1405","frc1507","frc768","80"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm64","qm","1","64","frc174","frc2340","frc316","6","frc1518","frc272","frc578","62"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm65","qm","1","65","frc1591","frc1713","frc2228","50","frc1450","frc1503","frc229","80"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm66","qm","1","66","frc1765","frc378","frc639","48","frc1551","frc1585","frc340","78"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qm67","qm","1","67","frc1743","frc1930","frc424","46","frc1126","frc1405","frc1728","44"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf1m1","qf","1","1","frc145","frc1507","frc365","104","frc1503","frc316","frc340","46"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf1m2","qf","1","2","frc145","frc1507","frc365","80","frc1503","frc316","frc340","34"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf2m1","qf","2","1","frc191","frc20","frc2053","82","frc1591","frc639","frc768","34"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf2m2","qf","2","2","frc191","frc20","frc2053","80","frc1591","frc639","frc768","34"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf3m1","qf","3","1","frc272","frc424","frc67","66","frc1450","frc1511","frc65","10"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf3m2","qf","3","2","frc272","frc424","frc67","82","frc1450","frc1511","frc65","44"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf4m1","qf","4","1","frc1126","frc1551","frc378","74","frc2340","frc250","frc68","54"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_qf4m2","qf","4","2","frc1126","frc1551","frc378","82","frc2340","frc250","frc68","52"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_sf1m1","sf","1","1","frc145","frc1507","frc365","86","frc191","frc20","frc2053","94"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_sf1m2","sf","1","2","frc145","frc1507","frc365","48","frc191","frc20","frc2053","74"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_sf2m1","sf","2","1","frc272","frc424","frc67","88","frc1126","frc1551","frc378","68"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_sf2m2","sf","2","2","frc272","frc424","frc67","58","frc1126","frc1551","frc378","92"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_sf2m3","sf","2","3","frc272","frc424","frc67","66","frc1126","frc1551","frc378","90"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_f1m1","f","1","1","frc191","frc20","frc2053","80","frc1126","frc1551","frc378","68"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_f1m2","f","1","2","frc174","frc20","frc2053","50","frc1126","frc1551","frc378","68"
"2008roc","FLR","2008-03-06","2008-03-08","2008roc_f1m3","f","1","3","frc174","frc20","frc2053","66","frc1126","frc1551","frc378","60"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm1","qm","1","1","frc2543","frc599","frc812","4","frc1388","frc1717","frc362","8"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm2","qm","1","2","frc294","frc585","frc968","30","frc1527","frc2663","frc568","2"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm3","qm","1","3","frc1622","frc2102","frc610","60","frc1566","frc2493","frc841","44"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm4","qm","1","4","frc192","frc2193","frc701","32","frc2622","frc330","frc696","28"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm5","qm","1","5","frc1159","frc1323","frc1572","6","frc1197","frc1538","frc399","0"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm6","qm","1","6","frc2029","frc2032","frc2485","0","frc597","frc981","frc987","84"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm7","qm","1","7","frc1158","frc1266","frc980","10","frc1998","frc2141","frc2658","26"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm8","qm","1","8","frc2066","frc2154","frc2599","20","frc1138","frc2034","frc2042","56"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm9","qm","1","9","frc1527","frc841","frc968","24","frc1671","frc362","frc610","0"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm10","qm","1","10","frc1388","frc330","frc701","100","frc1717","frc294","frc599","46"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm11","qm","1","11","frc1538","frc568","frc585","14","frc1197","frc1566","frc812","30"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm12","qm","1","12","frc1622","frc2622","frc399","26","frc2485","frc597","frc696","38"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm13","qm","1","13","frc1158","frc2543","frc981","28","frc1159","frc2663","frc980","4"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm14","qm","1","14","frc1323","frc192","frc2066","8","frc2493","frc2599","frc987","54"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm15","qm","1","15","frc1138","frc2102","frc2154","16","frc1266","frc1572","frc2193","8"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm16","qm","1","16","frc1671","frc2029","frc2042","24","frc2032","frc2034","frc2141","0"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm17","qm","1","17","frc1998","frc812","frc968","68","frc2658","frc330","frc585","48"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm18","qm","1","18","frc1388","frc399","frc599","10","frc1527","frc597","frc610","0"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm19","qm","1","19","frc1159","frc362","frc981","32","frc1622","frc568","frc696","50"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm20","qm","1","20","frc2543","frc294","frc841","0","frc1158","frc192","frc2485","52"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm21","qm","1","21","frc1538","frc1717","frc2102","40","frc1323","frc2154","frc987","60"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm22","qm","1","22","frc2042","frc2493","frc2622","42","frc1572","frc2029","frc980","50"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm23","qm","1","23","frc1266","frc1566","frc701","10","frc1671","frc2034","frc2066","0"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm24","qm","1","24","frc1197","frc2141","frc2599","30","frc1138","frc1998","frc2663","38"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm25","qm","1","25","frc2193","frc2658","frc362","0","frc1159","frc2032","frc585","8"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm26","qm","1","26","frc399","frc597","frc841","48","frc1527","frc294","frc981","16"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm27","qm","1","27","frc1323","frc2485","frc568","36","frc330","frc599","frc610","70"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm28","qm","1","28","frc1388","frc2042","frc812","36","frc192","frc2029","frc2102","40"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm29","qm","1","29","frc1266","frc1538","frc1622","42","frc2543","frc701","frc968","48"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm30","qm","1","30","frc1671","frc1717","frc980","48","frc1138","frc2599","frc696","14"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm31","qm","1","31","frc1158","frc2066","frc2493","34","frc1197","frc1998","frc2032","28"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm32","qm","1","32","frc1572","frc2658","frc2663","32","frc1566","frc2034","frc987","80"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm33","qm","1","33","frc2141","frc2154","frc294","0","frc2193","frc2622","frc599","36"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm34","qm","1","34","frc2029","frc330","frc399","100","frc192","frc362","frc568","8"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm35","qm","1","35","frc1323","frc597","frc812","40","frc2042","frc701","frc841","42"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm36","qm","1","36","frc1527","frc585","frc980","0","frc1266","frc1717","frc696","42"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm37","qm","1","37","frc2485","frc610","frc968","64","frc1138","frc1159","frc1197","16"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm38","qm","1","38","frc1572","frc1998","frc2034","36","frc1158","frc1622","frc2032","40"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm39","qm","1","39","frc1671","frc2154","frc2193","8","frc2066","frc2663","frc987","68"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm40","qm","1","40","frc2102","frc2493","frc981","62","frc1538","frc2599","frc2658","46"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm41","qm","1","41","frc1388","frc2141","frc2622","50","frc1566","frc2543","frc568","32"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm42","qm","1","42","frc362","frc597","frc980","16","frc1323","frc585","frc701","8"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm43","qm","1","43","frc1197","frc1266","frc294","16","frc610","frc812","frc841","36"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm44","qm","1","44","frc2032","frc599","frc968","68","frc1572","frc192","frc399","44"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm45","qm","1","45","frc1138","frc1158","frc987","120","frc1622","frc2042","frc330","106"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm46","qm","1","46","frc2663","frc696","frc981","28","frc1998","frc2066","frc2102","50"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm47","qm","1","47","frc2034","frc2485","frc2622","38","frc1388","frc1538","frc1671","42"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm48","qm","1","48","frc2029","frc2543","frc2658","34","frc1527","frc2193","frc2599","22"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm49","qm","1","49","frc1566","frc1717","frc2141","48","frc1159","frc2154","frc2493","0"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm50","qm","1","50","frc1572","frc362","frc585","34","frc192","frc294","frc610","20"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm51","qm","1","51","frc399","frc701","frc987","48","frc1197","frc841","frc980","18"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm52","qm","1","52","frc1158","frc696","frc812","52","frc1323","frc968","frc981","62"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm53","qm","1","53","frc568","frc597","frc599","18","frc1266","frc1671","frc2102","28"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm54","qm","1","54","frc1527","frc2066","frc2658","18","frc1538","frc2042","frc2485","40"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm55","qm","1","55","frc1159","frc1998","frc2029","10","frc1388","frc2154","frc2543","30"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm56","qm","1","56","frc1566","frc1622","frc2599","22","frc2141","frc2193","frc330","62"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm57","qm","1","57","frc2032","frc2493","frc2663","36","frc1138","frc1717","frc2622","32"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm58","qm","1","58","frc2034","frc294","frc696","20","frc585","frc610","frc987","68"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm59","qm","1","59","frc192","frc599","frc981","30","frc1158","frc1197","frc1671","16"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm60","qm","1","60","frc1527","frc1572","frc2485","42","frc701","frc812","frc980","58"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm61","qm","1","61","frc1538","frc1998","frc2154","54","frc2029","frc568","frc841","16"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm62","qm","1","62","frc1159","frc2066","frc2141","32","frc2102","frc330","frc362","76"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm63","qm","1","63","frc1138","frc1566","frc2658","20","frc1323","frc2543","frc399","38"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm64","qm","1","64","frc2034","frc2193","frc597","36","frc1717","frc2493","frc968","90"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm65","qm","1","65","frc1266","frc2032","frc2599","28","frc1388","frc1622","frc2663","62"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm66","qm","1","66","frc2042","frc585","frc599","6","frc2622","frc701","frc981","48"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm67","qm","1","67","frc610","frc696","frc980","46","frc1158","frc1538","frc2029","54"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm68","qm","1","68","frc1159","frc330","frc568","50","frc1572","frc2066","frc841","44"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm69","qm","1","69","frc1138","frc1527","frc399","40","frc192","frc2141","frc812","52"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm70","qm","1","70","frc1671","frc1998","frc2543","12","frc1323","frc2493","frc294","26"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm71","qm","1","71","frc1566","frc2485","frc362","44","frc2599","frc2663","frc597","36"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm72","qm","1","72","frc1717","frc2042","frc987","106","frc1266","frc2622","frc968","26"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm73","qm","1","73","frc1197","frc1622","frc2034","62","frc1388","frc2102","frc2193","66"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm74","qm","1","74","frc2032","frc2658","frc701","54","frc2154","frc568","frc610","30"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm75","qm","1","75","frc1538","frc696","frc841","2","frc1138","frc2141","frc599","16"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm76","qm","1","76","frc1671","frc2493","frc330","54","frc399","frc585","frc812","26"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm77","qm","1","77","frc2543","frc2599","frc362","36","frc1158","frc1572","frc597","60"
"2008sdc","San Diego","2008-03-06","2008-03-08","2008sdc_qm78","qm","1","78","frc1266","frc2029","frc987","72","frc1159","frc1566","frc294","36"
