"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","blue1","blue2","blue3","blue_score"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm59","qm","1","59","frc1525","frc2039","frc468","24","frc101","frc2381","frc448","12"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm60","qm","1","60","frc1038","frc2490","frc843","26","frc1755","frc2338","frc648","40"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm61","qm","1","61","frc1850","frc2358","frc2533","24","frc111","frc16","frc1781","92"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm62","qm","1","62","frc1024","frc1114","frc1504","104","frc2364","frc2432","frc33","52"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm63","qm","1","63","frc2022","frc2112","frc519","14","frc1625","frc2386","frc2462","16"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm64","qm","1","64","frc1675","frc2115","frc48","50","frc2381","frc503","frc9","34"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm65","qm","1","65","frc1038","frc1982","frc648","54","frc1739","frc2039","frc71","32"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm66","qm","1","66","frc1755","frc1781","frc843","70","frc16","frc2533","frc468","44"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm67","qm","1","67","frc111","frc2338","frc2433","28","frc1504","frc1525","frc2432","26"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm68","qm","1","68","frc2364","frc2462","frc448","18","frc1327","frc2386","frc519","20"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm69","qm","1","69","frc101","frc1243","frc2022","34","frc1114","frc2358","frc2490","72"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qm70","qm","1","70","frc1024","frc1625","frc33","104","frc1850","frc2041","frc2112","16"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf1m1","qf","1","1","frc1755","frc2338","frc71","34","frc111","frc1243","frc1504","50"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf1m2","qf","1","2","frc1755","frc2338","frc71","32","frc111","frc1243","frc1504","64"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf2m1","qf","2","1","frc2358","frc2386","frc843","50","frc2039","frc33","frc48","44"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf2m2","qf","2","2","frc2358","frc2386","frc843","30","frc2039","frc33","frc48","64"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf2m3","qf","2","3","frc2358","frc2386","frc843","70","frc2039","frc33","frc48","26"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf3m1","qf","3","1","frc16","frc1625","frc648","50","frc101","frc1781","frc503","44"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf3m2","qf","3","2","frc16","frc1625","frc648","70","frc101","frc1781","frc503","30"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf4m1","qf","4","1","frc1024","frc1114","frc2041","146","frc1038","frc1675","frc1982","24"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_qf4m2","qf","4","2","frc1024","frc1114","frc2041","96","frc1038","frc1675","frc1982","54"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_sf1m1","sf","1","1","frc111","frc1243","frc1504","52","frc2358","frc2386","frc843","42"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_sf1m2","sf","1","2","frc111","frc1243","frc1504","76","frc2358","frc2386","frc843","36"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_sf2m1","sf","2","1","frc16","frc1625","frc648","88","frc1024","frc1114","frc2041","82"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_sf2m2","sf","2","2","frc16","frc1625","frc648","66","frc1024","frc1114","frc2041","88"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_sf2m3","sf","2","3","frc16","frc1625","frc648","54","frc1024","frc1114","frc2041","96"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_f1m1","f","1","1","frc111","frc1243","frc1504","66","frc1024","frc1114","frc2041","72"
"2008il","Midwest","2008-02-28","2008-03-01","2008il_f1m2","f","1","2","frc111","frc1243","frc1504","50","frc1024","frc1114","frc2041","72"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm1","qm","1","1","frc1018","frc1288","frc932","40","frc1208","frc288","frc868","12"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm2","qm","1","2","frc1","frc494","frc931","42","frc1098","frc1804","frc2044","26"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm3","qm","1","3","frc135","frc2457","frc830","30","frc148","frc525","frc70","70"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm4","qm","1","4","frc2014","frc292","frc45","0","frc1178","frc2410","frc85","42"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm5","qm","1","5","frc1094","frc2177","frc829","36","frc1706","frc2062","frc818","18"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm6","qm","1","6","frc1329","frc2560","frc442","2","frc2081","frc2197","frc967","2"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm7","qm","1","7","frc1444","frc1741","frc217","64","frc1502","frc1985","frc2408","14"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm8","qm","1","8","frc1182","frc2219","frc932","32","frc1","frc148","frc1658","36"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm9","qm","1","9","frc1804","frc292","frc85","16","frc2457","frc45","frc70","66"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm10","qm","1","10","frc1706","frc494","frc829","52","frc1288","frc135","frc525","60"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm11","qm","1","11","frc442","frc868","frc931","22","frc1208","frc1329","frc2177","32"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm12","qm","1","12","frc1741","frc2410","frc288","20","frc1018","frc1098","frc217","68"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm13","qm","1","13","frc1178","frc818","frc830","58","frc1502","frc1658","frc2197","0"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm14","qm","1","14","frc2014","frc2081","frc2219","24","frc1094","frc1444","frc1985","58"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm15","qm","1","15","frc1182","frc2044","frc967","58","frc2062","frc2408","frc2560","2"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm16","qm","1","16","frc1804","frc442","frc45","24","frc135","frc148","frc868","38"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm17","qm","1","17","frc217","frc2177","frc494","62","frc1098","frc2457","frc292","42"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm18","qm","1","18","frc1","frc1502","frc818","34","frc2410","frc70","frc932","26"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm19","qm","1","19","frc1018","frc1094","frc85","16","frc1444","frc830","frc931","30"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm20","qm","1","20","frc1329","frc1985","frc967","2","frc1182","frc1288","frc1706","34"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm21","qm","1","21","frc2081","frc2560","frc288","24","frc1741","frc2014","frc829","14"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm22","qm","1","22","frc2044","frc2408","frc525","56","frc1178","frc1658","frc2219","18"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm23","qm","1","23","frc135","frc1804","frc2062","26","frc1208","frc217","frc2197","8"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm24","qm","1","24","frc45","frc494","frc85","48","frc1094","frc1502","frc442","44"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm25","qm","1","25","frc1288","frc830","frc967","30","frc1","frc1098","frc932","22"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm26","qm","1","26","frc1182","frc1444","frc148","78","frc292","frc829","frc931","16"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm27","qm","1","27","frc1329","frc2457","frc525","30","frc1178","frc2408","frc288","30"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm28","qm","1","28","frc1658","frc2044","frc818","20","frc1741","frc2081","frc868","26"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm29","qm","1","29","frc1018","frc1985","frc2410","42","frc2062","frc2177","frc2197","4"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm30","qm","1","30","frc1208","frc2219","frc70","44","frc1706","frc2014","frc2560","24"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm31","qm","1","31","frc1094","frc1182","frc494","70","frc217","frc830","frc932","70"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm32","qm","1","32","frc1","frc135","frc2408","46","frc1502","frc288","frc292","58"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm33","qm","1","33","frc1098","frc1178","frc829","50","frc442","frc818","frc85","18"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm34","qm","1","34","frc1288","frc148","frc45","68","frc1018","frc1329","frc2044","10"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm35","qm","1","35","frc1208","frc1804","frc2410","32","frc1985","frc2081","frc525","50"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm36","qm","1","36","frc1658","frc2560","frc967","0","frc1444","frc2177","frc70","74"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm37","qm","1","37","frc1706","frc2219","frc2457","54","frc1741","frc2197","frc931","46"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm38","qm","1","38","frc2062","frc217","frc868","38","frc1","frc1178","frc2014","40"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm39","qm","1","39","frc148","frc292","frc442","68","frc1018","frc1182","frc818","18"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm40","qm","1","40","frc1985","frc2044","frc288","62","frc1208","frc830","frc85","72"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm41","qm","1","41","frc1098","frc2560","frc70","54","frc1094","frc45","frc525","90"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm42","qm","1","42","frc135","frc1741","frc2177","32","frc1329","frc1444","frc494","58"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm43","qm","1","43","frc1658","frc2014","frc932","18","frc1804","frc2457","frc829","42"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm44","qm","1","44","frc1502","frc2062","frc2081","78","frc1288","frc2219","frc931","38"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm45","qm","1","45","frc2197","frc2410","frc868","18","frc1706","frc2408","frc967","52"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm46","qm","1","46","frc1178","frc1208","frc1985","32","frc1094","frc148","frc818","64"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm47","qm","1","47","frc1741","frc494","frc70","64","frc1182","frc288","frc45","54"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm48","qm","1","48","frc1","frc1329","frc217","82","frc1018","frc1658","frc829","2"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm49","qm","1","49","frc2081","frc85","frc931","52","frc135","frc2560","frc932","50"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm50","qm","1","50","frc1098","frc868","frc967","24","frc2219","frc2408","frc292","66"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm51","qm","1","51","frc2014","frc2197","frc525","72","frc1502","frc2044","frc2177","46"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm52","qm","1","52","frc1288","frc1444","frc2457","26","frc2410","frc442","frc830","8"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm53","qm","1","53","frc1658","frc1706","frc1804","24","frc148","frc2062","frc288","74"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm54","qm","1","54","frc1018","frc70","frc931","62","frc1178","frc2081","frc494","70"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm55","qm","1","55","frc1208","frc1741","frc45","42","frc1","frc829","frc967","32"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm56","qm","1","56","frc2177","frc525","frc868","38","frc1182","frc217","frc85","46"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm57","qm","1","57","frc2408","frc2457","frc818","52","frc1094","frc1288","frc2560","36"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm58","qm","1","58","frc1985","frc2014","frc2062","74","frc1098","frc135","frc442","44"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm59","qm","1","59","frc1444","frc292","frc932","82","frc1706","frc2044","frc2197","0"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm60","qm","1","60","frc1502","frc2219","frc2410","44","frc1329","frc1804","frc830","42"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm61","qm","1","61","frc1018","frc1208","frc148","62","frc1658","frc70","frc85","56"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm62","qm","1","62","frc217","frc288","frc931","76","frc45","frc818","frc967","64"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm63","qm","1","63","frc1","frc2560","frc868","30","frc135","frc1985","frc494","66"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm64","qm","1","64","frc2062","frc442","frc932","90","frc1741","frc292","frc525","94"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm65","qm","1","65","frc1094","frc2044","frc830","46","frc1329","frc2410","frc829","36"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm66","qm","1","66","frc1098","frc1502","frc1706","38","frc1182","frc2081","frc2457","42"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm67","qm","1","67","frc1178","frc1288","frc2177","52","frc1444","frc1804","frc2219","56"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qm68","qm","1","68","frc2197","frc2408","frc45","40","frc148","frc2014","frc494","58"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf1m1","qf","1","1","frc148","frc217","frc830","68","frc1182","frc1741","frc292","62"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf1m2","qf","1","2","frc148","frc217","frc830","98","frc1182","frc1741","frc292","58"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf2m1","qf","2","1","frc2044","frc2062","frc525","104","frc1208","frc2081","frc85","38"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf2m2","qf","2","2","frc2044","frc2062","frc525","86","frc1208","frc2081","frc85","36"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf3m1","qf","3","1","frc1","frc1444","frc45","62","frc1098","frc1178","frc1288","56"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf3m2","qf","3","2","frc1","frc1444","frc45","70","frc1098","frc1178","frc1288","62"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf4m1","qf","4","1","frc1094","frc1985","frc494","68","frc2457","frc70","frc829","30"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_qf4m2","qf","4","2","frc1094","frc1985","frc494","82","frc2457","frc70","frc829","74"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_sf1m1","sf","1","1","frc148","frc217","frc830","102","frc2044","frc2062","frc525","92"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_sf1m2","sf","1","2","frc148","frc217","frc830","106","frc2044","frc2062","frc525","98"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_sf2m1","sf","2","1","frc1","frc1444","frc45","72","frc1094","frc1985","frc494","54"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_sf2m2","sf","2","2","frc1","frc1444","frc45","82","frc1094","frc1985","frc494","78"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_f1m1","f","1","1","frc148","frc217","frc830","112","frc1","frc1444","frc45","20"
"2008mo","St Louis","2008-02-28","2008-03-01","2008mo_f1m2","f","1","2","frc148","frc217","frc830","78","frc1","frc1444","frc45","70"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm1","qm","1","1","frc126","frc151","frc95","48","frc134","frc2370","frc241","16"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm2","qm","1","2","frc1073","frc1991","frc663","38","frc1100","frc1289","frc175","40"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm3","qm","1","3","frc1276","frc131","frc172","18","frc190","frc2342","frc562","8"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm4","qm","1","4","frc1277","frc319","frc40","72","frc1512","frc2648","frc500","50"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm5","qm","1","5","frc121","frc42","frc811","60","frc1307","frc133","frc1922","48"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm6","qm","1","6","frc181","frc1831","frc529","32","frc1153","frc138","frc1824","62"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm7","qm","1","7","frc166","frc501","frc58","32","frc1247","frc1517","frc1519","36"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm8","qm","1","8","frc1027","frc1058","frc238","34","frc1721","frc509","frc885","0"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm9","qm","1","9","frc190","frc241","frc500","14","frc134","frc1512","frc1991","74"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm10","qm","1","10","frc1153","frc151","frc663","64","frc1277","frc172","frc95","16"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm11","qm","1","11","frc175","frc2370","frc42","46","frc121","frc1824","frc501","56"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm12","qm","1","12","frc1027","frc138","frc166","4","frc1058","frc131","frc133","72"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm13","qm","1","13","frc1519","frc319","frc885","44","frc1073","frc1517","frc811","36"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm14","qm","1","14","frc1922","frc40","frc509","26","frc1247","frc1289","frc181","0"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm15","qm","1","15","frc1100","frc1721","frc1831","52","frc126","frc2342","frc58","82"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm16","qm","1","16","frc1307","frc238","frc562","14","frc1276","frc2648","frc529","40"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm17","qm","1","17","frc121","frc166","frc241","56","frc1073","frc1277","frc885","26"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm18","qm","1","18","frc133","frc1824","frc319","10","frc1289","frc190","frc95","22"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm19","qm","1","19","frc1519","frc181","frc500","66","frc172","frc1991","frc42","48"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm20","qm","1","20","frc1100","frc131","frc138","44","frc1307","frc134","frc501","40"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm21","qm","1","21","frc151","frc175","frc2342","50","frc126","frc238","frc40","68"
"2008nh","BAE","2008-02-28","2008-03-01","2008nh_qm22","qm","1","22","frc529","frc58","frc663","56","frc1027","frc1276","frc509","0"
