"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","blue1","blue2","blue3","blue_score"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm17","qm","1","17","frc4074","frc4533","frc4902","45","frc2614","frc3824","frc4823","70"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm18","qm","1","18","frc4243","frc4582","frc4748","60","frc179","frc5020","frc5409","92"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm19","qm","1","19","frc1758","frc1876","frc237","75","frc3490","frc3976","frc4547","31"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm20","qm","1","20","frc1102","frc4267","frc5317","40","frc1296","frc1369","frc2172","69"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm21","qm","1","21","frc2187","frc2386","frc6222","40","frc2556","frc4901","frc5022","44"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm22","qm","1","22","frc2614","frc4451","frc5063","105","frc120","frc4504","frc5777","72"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm23","qm","1","23","frc4098","frc5327","frc5410","40","frc4074","frc4823","frc5020","27"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm24","qm","1","24","frc1539","frc4083","frc4902","12","frc1758","frc2815","frc4582","57"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm25","qm","1","25","frc2393","frc342","frc5317","69","frc1398","frc3490","frc4013","35"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm26","qm","1","26","frc1287","frc1296","frc2187","97","frc4073","frc4243","frc900","65"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm27","qm","1","27","frc1102","frc343","frc4547","75","frc4265","frc4748","frc5022","52"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm28","qm","1","28","frc120","frc3976","frc4533","62","frc4075","frc4992","frc5180","67"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm29","qm","1","29","frc1369","frc1553","frc2556","55","frc2252","frc237","frc283","77"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm30","qm","1","30","frc2172","frc3824","frc4901","78","frc3489","frc5130","frc5409","70"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm31","qm","1","31","frc2386","frc4965","frc6167","71","frc4267","frc4451","frc5898","55"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm32","qm","1","32","frc1051","frc1876","frc6222","72","frc179","frc2200","frc4847","114"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm33","qm","1","33","frc1398","frc4074","frc4504","37","frc1296","frc1758","frc4243","45"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm34","qm","1","34","frc4098","frc4992","frc5022","48","frc283","frc4083","frc5777","37"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm35","qm","1","35","frc237","frc4533","frc900","70","frc1539","frc2172","frc5410","67"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm36","qm","1","36","frc3489","frc5020","frc5180","35","frc4451","frc4547","frc5317","66"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm37","qm","1","37","frc1051","frc2386","frc2393","77","frc4073","frc4748","frc6167","78"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm38","qm","1","38","frc2187","frc4013","frc5898","35","frc1876","frc3824","frc4582","97"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm39","qm","1","39","frc1553","frc179","frc3976","107","frc1102","frc4265","frc5130","57"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm40","qm","1","40","frc120","frc4847","frc4901","60","frc2252","frc3490","frc5327","70"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm41","qm","1","41","frc343","frc4267","frc5063","56","frc1287","frc342","frc4902","52"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm42","qm","1","42","frc1369","frc4075","frc4965","57","frc2614","frc5409","frc6222","34"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm43","qm","1","43","frc2200","frc4013","frc4823","77","frc2556","frc2815","frc4547","67"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm44","qm","1","44","frc2393","frc3824","frc5020","100","frc1051","frc1296","frc1539","69"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm45","qm","1","45","frc1876","frc4748","frc5130","72","frc237","frc4098","frc5317","42"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm46","qm","1","46","frc4265","frc5180","frc5898","29","frc4083","frc4901","frc900","20"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm47","qm","1","47","frc3489","frc4902","frc4992","55","frc1102","frc1398","frc4965","40"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm48","qm","1","48","frc2172","frc5022","frc5063","49","frc2815","frc4075","frc4243","79"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm49","qm","1","49","frc342","frc4847","frc5410","42","frc1553","frc2386","frc2614","80"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm50","qm","1","50","frc120","frc1758","frc179","92","frc2200","frc4073","frc4533","84"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm51","qm","1","51","frc2252","frc4823","frc5409","64","frc2187","frc4504","frc6167","56"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm52","qm","1","52","frc1369","frc3490","frc4451","94","frc2556","frc343","frc4074","68"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm53","qm","1","53","frc4267","frc5327","frc6222","37","frc3976","frc4582","frc5777","32"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm54","qm","1","54","frc2172","frc283","frc4547","69","frc1287","frc3824","frc5410","64"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm55","qm","1","55","frc237","frc4847","frc5180","25","frc4073","frc4902","frc5022","64"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm56","qm","1","56","frc1553","frc2815","frc4504","77","frc120","frc2187","frc2393","114"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm57","qm","1","57","frc1539","frc179","frc2386","98","frc2252","frc4074","frc4083","61"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm58","qm","1","58","frc4748","frc4823","frc6222","20","frc1398","frc5063","frc5898","50"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm59","qm","1","59","frc1102","frc1758","frc4075","82","frc2556","frc342","frc4098","47"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm60","qm","1","60","frc4243","frc4265","frc6167","52","frc1876","frc3489","frc5327","72"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm61","qm","1","61","frc3976","frc4451","frc5409","50","frc283","frc5317","frc900","37"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm62","qm","1","62","frc5020","frc5130","frc5777","45","frc1287","frc3490","frc4965","91"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm63","qm","1","63","frc1296","frc2614","frc4582","77","frc2200","frc343","frc4992","76"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm64","qm","1","64","frc1051","frc4013","frc4901","25","frc1369","frc4267","frc4533","50"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm65","qm","1","65","frc1102","frc3824","frc4083","95","frc237","frc6167","frc6222","50"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm66","qm","1","66","frc283","frc3489","frc5898","74","frc1758","frc4847","frc5063","50"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm67","qm","1","67","frc1539","frc3490","frc900","77","frc1553","frc4075","frc4748","65"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm68","qm","1","68","frc4073","frc4074","frc4582","53","frc2172","frc4265","frc4965","68"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm69","qm","1","69","frc1296","frc342","frc3976","64","frc2252","frc4451","frc5022","94"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm70","qm","1","70","frc2200","frc4243","frc4902","82","frc1369","frc2393","frc5130","70"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm71","qm","1","71","frc1876","frc2815","frc5409","103","frc2386","frc5180","frc5777","55"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm72","qm","1","72","frc2556","frc4992","frc5317","54","frc179","frc4504","frc5410","70"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm73","qm","1","73","frc343","frc4013","frc4533","95","frc2187","frc5020","frc5327","44"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm74","qm","1","74","frc1398","frc4267","frc4901","40","frc2614","frc4098","frc4547","67"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm75","qm","1","75","frc1051","frc1287","frc4582","63","frc1102","frc120","frc4823","105"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm76","qm","1","76","frc2252","frc5180","frc6222","64","frc1758","frc2172","frc2393","92"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm77","qm","1","77","frc2200","frc5777","frc6167","84","frc4075","frc4902","frc5317","67"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm78","qm","1","78","frc4083","frc4748","frc5410","57","frc1296","frc4013","frc4451","84"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm79","qm","1","79","frc2386","frc4504","frc4547","76","frc1369","frc4098","frc900","37"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm80","qm","1","80","frc343","frc4243","frc4823","72","frc3976","frc4847","frc4965","50"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm81","qm","1","81","frc1287","frc1553","frc5022","62","frc1398","frc4533","frc5409","29"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm82","qm","1","82","frc120","frc2556","frc4267","80","frc1539","frc3489","frc4074","76"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm83","qm","1","83","frc3490","frc4265","frc5063","105","frc1051","frc3824","frc4992","70"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm84","qm","1","84","frc283","frc4073","frc5020","79","frc1876","frc342","frc4901","84"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm85","qm","1","85","frc2614","frc2815","frc5327","71","frc179","frc237","frc5898","100"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qm86","qm","1","86","frc2187","frc4083","frc4823","30","frc1758","frc5130","frc5410","79"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf1m1","qf","1","1","frc1369","frc179","frc4451","127","frc2393","frc283","frc3490","97"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf1m2","qf","1","2","frc1369","frc179","frc4451","150","frc2393","frc283","frc3490","87"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf2m1","qf","2","1","frc2172","frc2252","frc237","87","frc120","frc2200","frc2386","149"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf2m2","qf","2","2","frc2172","frc2252","frc237","72","frc120","frc2200","frc2386","102"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf3m1","qf","3","1","frc1296","frc3824","frc4533","179","frc1102","frc2187","frc4823","65"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf3m2","qf","3","2","frc1296","frc3824","frc4533","99","frc1102","frc2187","frc4823","40"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf4m1","qf","4","1","frc1758","frc1876","frc4073","119","frc2614","frc343","frc4547","148"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf4m2","qf","4","2","frc1758","frc1876","frc4073","99","frc2614","frc343","frc4547","80"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_qf4m3","qf","4","3","frc1758","frc1876","frc4073","86","frc2614","frc343","frc4547","99"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_sf1m1","sf","1","1","frc1369","frc179","frc4451","132","frc120","frc2200","frc2386","95"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_sf1m2","sf","1","2","frc1369","frc179","frc4451","180","frc120","frc2200","frc2386","102"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_sf2m1","sf","2","1","frc1296","frc3824","frc4533","62","frc2614","frc343","frc4547","99"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_sf2m2","sf","2","2","frc1296","frc3824","frc4533","89","frc2614","frc343","frc4547","94"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_f1m1","f","1","1","frc1369","frc179","frc4451","115","frc2614","frc343","frc4547","124"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_f1m2","f","1","2","frc1369","frc179","frc4451","105","frc2614","frc343","frc4547","61"
"2016scmb","Palmetto","2016-02-24","2016-02-27","2016scmb_f1m3","f","1","3","frc1369","frc179","frc4451","135","frc2614","frc343","frc4547","117"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm1","qm","1","1","frc1972","frc2486","frc2658","68","frc1572","frc2339","frc4139","35"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm2","qm","1","2","frc2102","frc3328","frc3704","61","frc2637","frc3749","frc5514","52"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm3","qm","1","3","frc1622","frc4913","frc5137","52","frc1197","frc4078","frc5857","27"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm4","qm","1","4","frc1388","frc5209","frc5627","65","frc3021","frc4486","frc5805","69"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm5","qm","1","5","frc2496","frc3128","frc5474","71","frc2984","frc399","frc5477","10"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm6","qm","1","6","frc1148","frc2827","frc3882","45","frc1159","frc2445","frc4501","66"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm7","qm","1","7","frc3647","frc4014","frc4583","47","frc1266","frc2443","frc4919","36"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm8","qm","1","8","frc4616","frc4984","frc585","40","frc2543","frc4160","frc4738","30"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm9","qm","1","9","frc3255","frc3473","frc4578","78","frc2839","frc3965","frc812","50"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm10","qm","1","10","frc2485","frc5025","frc5199","80","frc3341","frc3486","frc5884","40"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm11","qm","1","11","frc2339","frc3749","frc4078","20","frc1148","frc3128","frc5209","63"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm12","qm","1","12","frc1972","frc4583","frc5627","44","frc2496","frc2827","frc3647","62"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm13","qm","1","13","frc1159","frc3882","frc4486","77","frc2486","frc2984","frc4919","40"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm14","qm","1","14","frc2543","frc2839","frc4014","60","frc1197","frc2102","frc399","68"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm15","qm","1","15","frc3341","frc4578","frc5025","62","frc3255","frc3704","frc5474","65"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm16","qm","1","16","frc2445","frc3486","frc4160","27","frc1266","frc2658","frc5805","65"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm17","qm","1","17","frc2485","frc4913","frc585","30","frc1572","frc3328","frc5137","60"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm18","qm","1","18","frc2443","frc2637","frc4984","72","frc3965","frc4139","frc4616","20"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm19","qm","1","19","frc5199","frc5514","frc812","61","frc1388","frc5477","frc5857","44"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm20","qm","1","20","frc1622","frc4501","frc5884","35","frc3021","frc3473","frc4738","82"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm21","qm","1","21","frc2543","frc3255","frc4919","66","frc1148","frc2658","frc4078","50"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm22","qm","1","22","frc1266","frc3128","frc3882","101","frc2102","frc2496","frc3341","67"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm23","qm","1","23","frc3486","frc4984","frc5474","40","frc2486","frc2637","frc4913","98"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm24","qm","1","24","frc2339","frc2443","frc5514","72","frc1197","frc4578","frc5627","22"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm25","qm","1","25","frc1159","frc3704","frc5805","61","frc4616","frc5137","frc5884","35"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm26","qm","1","26","frc3965","frc5209","frc5857","69","frc2984","frc4014","frc585","30"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm27","qm","1","27","frc2839","frc4139","frc4738","17","frc2827","frc4486","frc5199","71"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm28","qm","1","28","frc3473","frc399","frc4160","70","frc1388","frc3647","frc5025","72"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm29","qm","1","29","frc2485","frc3328","frc5477","55","frc1972","frc2445","frc3021","77"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm30","qm","1","30","frc1572","frc1622","frc3749","40","frc4501","frc4583","frc812","70"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm31","qm","1","31","frc2984","frc5137","frc5805","67","frc2543","frc2637","frc2658","59"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm32","qm","1","32","frc1197","frc3704","frc4919","22","frc3128","frc4738","frc5199","68"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm33","qm","1","33","frc2839","frc4486","frc5474","66","frc1148","frc2496","frc5857","47"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm34","qm","1","34","frc1388","frc4160","frc4913","50","frc3255","frc5627","frc5884","75"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm35","qm","1","35","frc1972","frc2485","frc5209","69","frc1622","frc2443","frc3882","42"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm36","qm","1","36","frc3473","frc4501","frc5477","40","frc3328","frc3341","frc4984","89"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm37","qm","1","37","frc1266","frc4583","frc5025","46","frc1159","frc2339","frc3965","62"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm38","qm","1","38","frc2827","frc3021","frc3486","50","frc1572","frc4578","frc585","39"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm39","qm","1","39","frc2102","frc3647","frc4139","65","frc2445","frc4078","frc812","77"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm40","qm","1","40","frc399","frc4014","frc5514","63","frc2486","frc3749","frc4616","40"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm41","qm","1","41","frc2443","frc3328","frc5805","92","frc1148","frc5199","frc5474","89"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm42","qm","1","42","frc2637","frc4738","frc5025","86","frc2658","frc5477","frc5627","34"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm43","qm","1","43","frc2839","frc2984","frc4583","44","frc2485","frc3704","frc4160","40"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm44","qm","1","44","frc1159","frc3255","frc4984","84","frc1197","frc1972","frc3647","79"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm45","qm","1","45","frc2102","frc4578","frc5884","65","frc2486","frc4501","frc5209","77"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm46","qm","1","46","frc1266","frc1622","frc585","35","frc399","frc4139","frc4486","50"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm47","qm","1","47","frc2445","frc2496","frc4616","27","frc2339","frc3473","frc5137","64"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm48","qm","1","48","frc2543","frc3021","frc3341","104","frc4919","frc5857","frc812","64"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm49","qm","1","49","frc3128","frc3965","frc4014","89","frc2827","frc4913","frc5514","40"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm50","qm","1","50","frc1572","frc3486","frc4078","47","frc1388","frc3749","frc3882","60"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm51","qm","1","51","frc5477","frc5805","frc585","60","frc2102","frc3255","frc4583","102"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm52","qm","1","52","frc2658","frc3647","frc4738","62","frc2839","frc3328","frc5209","76"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm53","qm","1","53","frc1266","frc2637","frc4578","84","frc1972","frc3473","frc4919","78"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm54","qm","1","54","frc1148","frc2485","frc3021","115","frc3704","frc4014","frc4139","45"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm55","qm","1","55","frc2486","frc2496","frc5025","91","frc1388","frc1622","frc2543","61"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm56","qm","1","56","frc1197","frc2443","frc2984","64","frc2827","frc3341","frc3749","25"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm57","qm","1","57","frc1572","frc4984","frc5857","64","frc2445","frc3128","frc5884","41"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm58","qm","1","58","frc3882","frc5199","frc5627","59","frc3965","frc399","frc5137","70"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm59","qm","1","59","frc2339","frc4486","frc4616","64","frc3486","frc4913","frc812","70"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm60","qm","1","60","frc4078","frc4160","frc4501","69","frc1159","frc5474","frc5514","82"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm61","qm","1","61","frc1622","frc2658","frc3341","27","frc1148","frc4014","frc4578","72"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm62","qm","1","62","frc1572","frc2496","frc3704","37","frc1197","frc5209","frc5805","83"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm63","qm","1","63","frc2486","frc399","frc5884","58","frc2443","frc2827","frc5477","40"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm64","qm","1","64","frc4583","frc5137","frc5857","55","frc3255","frc3486","frc4738","55"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm65","qm","1","65","frc2445","frc2839","frc4919","34","frc3749","frc4913","frc5025","52"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm66","qm","1","66","frc2102","frc3021","frc3965","101","frc1972","frc4160","frc5474","60"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm67","qm","1","67","frc4616","frc5627","frc812","60","frc1266","frc2984","frc4078","52"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm68","qm","1","68","frc2543","frc3328","frc4139","52","frc1159","frc1388","frc3128","84"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm69","qm","1","69","frc2485","frc3882","frc5514","75","frc3473","frc4486","frc4984","77"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm70","qm","1","70","frc2339","frc5199","frc585","51","frc2637","frc3647","frc4501","92"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm71","qm","1","71","frc3341","frc3965","frc4738","57","frc1572","frc2445","frc2486","82"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm72","qm","1","72","frc1148","frc2984","frc812","60","frc1972","frc3486","frc5025","49"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm73","qm","1","73","frc1197","frc4583","frc4616","72","frc1388","frc2658","frc5474","57"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm74","qm","1","74","frc3749","frc4160","frc5477","55","frc3882","frc4139","frc4578","70"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm75","qm","1","75","frc3647","frc399","frc5857","93","frc2485","frc4501","frc5805","96"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm76","qm","1","76","frc3704","frc4078","frc5884","42","frc2496","frc3328","frc585","34"
"2016casd","San Diego","2016-03-02","2016-03-05","2016casd_qm77","qm","1","77","frc2543","frc2827","frc5137","72","frc1266","frc5209","frc5514","74"
