"event_key","event_name","event_start_date","event_end_date","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","blue1","blue2","blue3","blue_score"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm59","qm","1","59","frc116","frc1446","frc614","0","frc207","frc2819","frc701","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm60","qm","1","60","frc3298","frc45","frc620","9","frc2068","frc2964","frc449","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm61","qm","1","61","frc1708","frc2641","frc3154","2","frc1111","frc1418","frc1885","6"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm62","qm","1","62","frc2534","frc3208","frc3246","3","frc1712","frc1915","frc2010","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm63","qm","1","63","frc176","frc2363","frc2900","2","frc3150","frc3373","frc48","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm64","qm","1","64","frc1727","frc2914","frc623","3","frc3279","frc339","frc701","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm65","qm","1","65","frc2961","frc2962","frc611","0","frc1123","frc116","frc2819","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm66","qm","1","66","frc1900","frc2911","frc3340","1","frc1529","frc612","frc614","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm67","qm","1","67","frc1446","frc1829","frc2121","0","frc1849","frc2421","frc768","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm68","qm","1","68","frc207","frc2537","frc2963","3","frc1370","frc2913","frc3283","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm69","qm","1","69","frc1024","frc2377","frc346","8","frc1915","frc2912","frc3123","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm70","qm","1","70","frc2068","frc2534","frc623","2","frc1418","frc2641","frc2964","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm71","qm","1","71","frc3340","frc339","frc45","6","frc116","frc1712","frc3208","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm72","qm","1","72","frc2010","frc2900","frc612","6","frc1727","frc611","frc768","4"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm73","qm","1","73","frc1123","frc2913","frc701","0","frc1708","frc3150","frc3283","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm74","qm","1","74","frc207","frc2377","frc620","3","frc1111","frc176","frc1829","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm75","qm","1","75","frc2421","frc2819","frc346","4","frc1370","frc449","frc48","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm76","qm","1","76","frc1529","frc2963","frc3246","3","frc1024","frc2363","frc3154","4"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm77","qm","1","77","frc1849","frc3373","frc614","3","frc2537","frc3279","frc3298","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm78","qm","1","78","frc1885","frc2914","frc3123","3","frc1446","frc1900","frc2961","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm79","qm","1","79","frc2911","frc2912","frc45","7","frc207","frc2121","frc2962","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm80","qm","1","80","frc2641","frc2819","frc3283","3","frc1712","frc2900","frc620","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm81","qm","1","81","frc1111","frc1529","frc1915","2","frc2964","frc701","frc768","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm82","qm","1","82","frc2534","frc3154","frc612","0","frc48","frc614","frc623","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm83","qm","1","83","frc2914","frc2961","frc3208","0","frc1849","frc2537","frc346","5"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm84","qm","1","84","frc3279","frc3340","frc449","0","frc1024","frc176","frc611","5"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm85","qm","1","85","frc1418","frc1708","frc2913","0","frc1446","frc2912","frc3373","6"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm86","qm","1","86","frc1727","frc1885","frc1900","8","frc1370","frc2962","frc3246","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm87","qm","1","87","frc2421","frc3298","frc339","4","frc2010","frc2377","frc2963","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm88","qm","1","88","frc116","frc2363","frc3150","0","frc1829","frc2911","frc3123","5"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qm89","qm","1","89","frc1123","frc2121","frc612","0","frc1024","frc2068","frc2914","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf1m1","qf","1","1","frc1727","frc176","frc3123","8","frc1024","frc2641","frc701","4"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf1m2","qf","1","2","frc1727","frc176","frc3123","1","frc1024","frc2641","frc701","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf2m1","qf","2","1","frc2068","frc2912","frc449","1","frc1829","frc3373","frc45","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf2m2","qf","2","2","frc2068","frc2912","frc449","0","frc1829","frc3373","frc45","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf2m3","qf","2","3","frc2068","frc2912","frc449","5","frc1829","frc3373","frc45","4"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf3m1","qf","3","1","frc1885","frc339","frc768","6","frc1111","frc3283","frc620","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf3m2","qf","3","2","frc1885","frc339","frc768","5","frc1111","frc3283","frc620","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf4m1","qf","4","1","frc1418","frc2377","frc346","3","frc2010","frc612","frc614","0"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_qf4m2","qf","4","2","frc1418","frc2377","frc346","3","frc2010","frc612","frc614","1"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_sf1m1","sf","1","1","frc1727","frc176","frc3123","7","frc2068","frc2912","frc449","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_sf1m2","sf","1","2","frc1727","frc176","frc3123","0","frc2068","frc2912","frc449","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_sf1m3","sf","1","3","frc1727","frc176","frc3123","5","frc2068","frc2912","frc449","4"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_sf2m1","sf","2","1","frc1885","frc339","frc768","2","frc1418","frc2377","frc346","3"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_sf2m2","sf","2","2","frc1885","frc339","frc768","0","frc1418","frc2377","frc346","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_f1m1","f","1","1","frc1727","frc176","frc3123","0","frc1418","frc2377","frc346","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_f1m2","f","1","2","frc1727","frc176","frc3123","7","frc1418","frc2377","frc346","2"
"2010dc","Washington DC","2010-03-04","2010-03-06","2010dc_f1m3","f","1","3","frc1727","frc176","frc3123","7","frc1418","frc2377","frc346","5"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm1","qm","1","1","frc1379","frc2007","frc2967","0","frc1002","frc3091","frc3214","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm2","qm","1","2","frc1758","frc2393","frc3224","0","frc1311","frc3140","frc3318","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm3","qm","1","3","frc1415","frc2415","frc590","1","frc2038","frc2420","frc2655","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm4","qm","1","4","frc1127","frc1877","frc342","1","frc1795","frc3319","frc3329","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm5","qm","1","5","frc1746","frc2119","frc2974","4","frc1683","frc1788","frc547","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm6","qm","1","6","frc1319","frc3344","frc587","0","frc1261","frc1414","frc1466","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm7","qm","1","7","frc1648","frc1771","frc34","2","frc3174","frc3265","frc3404","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm8","qm","1","8","frc1848","frc2918","frc3139","0","frc2751","frc281","frc832","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm9","qm","1","9","frc1999","frc2967","frc3214","3","frc1788","frc2393","frc342","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm10","qm","1","10","frc1311","frc1414","frc1683","2","frc2007","frc2420","frc3091","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm11","qm","1","11","frc1771","frc3318","frc3404","1","frc1795","frc1877","frc2655","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm12","qm","1","12","frc3140","frc34","frc547","1","frc1002","frc3224","frc590","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm13","qm","1","13","frc1758","frc2751","frc587","0","frc1127","frc1319","frc1648","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm14","qm","1","14","frc1261","frc2038","frc2974","0","frc1746","frc1848","frc3174","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm15","qm","1","15","frc1415","frc3139","frc3265","1","frc1999","frc2119","frc2918","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm16","qm","1","16","frc1379","frc2415","frc3319","2","frc1466","frc281","frc3329","5"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm17","qm","1","17","frc2393","frc3091","frc3344","1","frc1127","frc2420","frc832","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm18","qm","1","18","frc1848","frc2655","frc342","5","frc1319","frc1683","frc1877","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm19","qm","1","19","frc1788","frc2974","frc3265","1","frc1002","frc1311","frc2751","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm20","qm","1","20","frc1648","frc2119","frc590","2","frc1261","frc1379","frc3224","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm21","qm","1","21","frc1746","frc3319","frc547","3","frc2967","frc3318","frc587","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm22","qm","1","22","frc2918","frc3174","frc34","3","frc1795","frc2007","frc3139","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm23","qm","1","23","frc1771","frc2038","frc281","2","frc1758","frc3214","frc3344","4"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm24","qm","1","24","frc1414","frc1999","frc832","0","frc2415","frc3140","frc3329","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm25","qm","1","25","frc1415","frc3091","frc3404","1","frc1466","frc1746","frc3224","5"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm26","qm","1","26","frc1311","frc3174","frc590","4","frc1319","frc2393","frc3319","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm27","qm","1","27","frc1127","frc1261","frc2655","0","frc281","frc3265","frc547","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm28","qm","1","28","frc2038","frc2918","frc832","2","frc1002","frc1877","frc1999","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm29","qm","1","29","frc1466","frc2119","frc587","2","frc1771","frc2751","frc342","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm30","qm","1","30","frc1758","frc1788","frc3318","3","frc1379","frc1414","frc1415","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm31","qm","1","31","frc1648","frc1683","frc2420","4","frc1795","frc3214","frc34","5"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm32","qm","1","32","frc3140","frc3344","frc3404","0","frc1848","frc2415","frc2967","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm33","qm","1","33","frc1771","frc3139","frc3329","4","frc2007","frc2393","frc2974","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm34","qm","1","34","frc1311","frc2655","frc2918","2","frc1261","frc3091","frc587","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm35","qm","1","35","frc1414","frc2038","frc34","2","frc1379","frc547","frc832","4"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm36","qm","1","36","frc1415","frc1683","frc3224","0","frc3265","frc3319","frc3344","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm37","qm","1","37","frc1877","frc2420","frc3329","2","frc1648","frc2967","frc3139","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm38","qm","1","38","frc2415","frc3214","frc342","0","frc1758","frc2119","frc3174","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm39","qm","1","39","frc1319","frc2974","frc3318","2","frc1999","frc281","frc3404","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm40","qm","1","40","frc1127","frc1466","frc1788","6","frc1848","frc2007","frc3140","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm41","qm","1","41","frc1002","frc1746","frc1795","0","frc1414","frc2751","frc590","4"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm42","qm","1","42","frc1379","frc2918","frc3214","3","frc1311","frc3344","frc547","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm43","qm","1","43","frc1683","frc2393","frc3329","1","frc2038","frc2119","frc3404","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm44","qm","1","44","frc1261","frc281","frc3174","3","frc1788","frc2420","frc587","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm45","qm","1","45","frc1795","frc1999","frc2751","0","frc2655","frc2967","frc3224","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm46","qm","1","46","frc1127","frc1746","frc3139","4","frc1002","frc1466","frc1771","8"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm47","qm","1","47","frc1415","frc1648","frc3319","2","frc2974","frc3140","frc832","8"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm48","qm","1","48","frc1319","frc3091","frc342","0","frc2415","frc3318","frc34","4"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm49","qm","1","49","frc1758","frc1848","frc1877","0","frc2007","frc3265","frc590","4"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm50","qm","1","50","frc1414","frc1788","frc2655","0","frc1127","frc2918","frc3224","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm51","qm","1","51","frc1795","frc2038","frc2967","0","frc1311","frc1466","frc2974","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm52","qm","1","52","frc1261","frc2751","frc3214","4","frc1415","frc3329","frc34","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm53","qm","1","53","frc2007","frc587","frc832","4","frc1758","frc3404","frc590","5"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm54","qm","1","54","frc1379","frc1648","frc3091","0","frc1999","frc3139","frc342","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm55","qm","1","55","frc1002","frc3140","frc3174","0","frc1683","frc2119","frc3318","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm56","qm","1","56","frc1877","frc2393","frc3265","0","frc1746","frc2415","frc281","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm57","qm","1","57","frc1319","frc1848","frc547","2","frc1771","frc2420","frc3319","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm58","qm","1","58","frc2655","frc3344","frc590","1","frc1648","frc1788","frc3329","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm59","qm","1","59","frc1758","frc2038","frc3140","2","frc2751","frc3091","frc3139","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm60","qm","1","60","frc3224","frc3318","frc832","0","frc1466","frc1683","frc3214","4"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm61","qm","1","61","frc1379","frc1795","frc1848","3","frc1319","frc1746","frc2918","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm62","qm","1","62","frc1002","frc1261","frc2420","4","frc3319","frc3404","frc342","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm63","qm","1","63","frc1311","frc1771","frc2007","2","frc1999","frc2415","frc547","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm64","qm","1","64","frc1415","frc2119","frc281","2","frc1127","frc2967","frc3174","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm65","qm","1","65","frc1877","frc2974","frc3344","1","frc2393","frc34","frc587","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm66","qm","1","66","frc1414","frc3318","frc3319","0","frc1648","frc2038","frc3265","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm67","qm","1","67","frc1466","frc1999","frc2420","1","frc1683","frc1758","frc2918","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm68","qm","1","68","frc1319","frc1795","frc281","1","frc2119","frc3091","frc3140","2"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm69","qm","1","69","frc2007","frc3174","frc342","1","frc1415","frc3344","frc832","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm70","qm","1","70","frc1746","frc2655","frc3329","0","frc1311","frc1848","frc34","5"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm71","qm","1","71","frc1127","frc1414","frc2974","0","frc1877","frc3214","frc590","3"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm72","qm","1","72","frc2393","frc3404","frc547","1","frc1379","frc2751","frc3265","1"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm73","qm","1","73","frc1002","frc1788","frc2415","0","frc3139","frc3224","frc587","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm74","qm","1","74","frc1683","frc2967","frc832","4","frc1261","frc1319","frc1771","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm75","qm","1","75","frc2119","frc2655","frc3319","2","frc1746","frc1758","frc2007","0"
"2010ga","Peachtree","2010-03-04","2010-03-06","2010ga_qm76","qm","1","76","frc1311","frc2393","frc281","0","frc1414","frc1648","frc1848","6"
